ticker,DXC US Equity,DXC US Equity,DXC US Equity,DXC US Equity,DXC US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2017-03-16,59.8801,59.0324,,,,DOWN,0
2017-03-17,57.9512,58.9978,,,,DOWN,0
2017-03-20,57.6831,58.055,,,,DOWN,0
2017-03-21,56.1608,57.4323,,,,UP,1
2017-03-22,56.4462,56.5241,57.6243,,,UP,1
2017-03-23,58.0637,57.9512,57.261,,,UP,1
2017-03-24,59.1276,59.2227,57.4963,,,DOWN,0
2017-03-27,57.9512,57.5188,57.5499,,,UP,1
2017-03-28,59.6811,59.6379,58.254,,,UP,1
2017-03-29,62.743,59.0324,59.5133,,,DOWN,0
2017-03-30,61.1948,62.5355,60.1396,,,DOWN,0
2017-03-31,59.8541,61.1256,60.2849,,,DOWN,0
2017-04-03,58.7729,59.9579,60.4492,,,UP,1
2017-04-04,60.0271,59.3179,60.5184,,,UP,1
2017-04-05,62.0943,60.5201,60.3887,,,UP,1
2017-04-06,64.594,62.8987,61.0685,,,UP,1
2017-04-07,65.6233,64.3518,62.2223,,,DOWN,0
2017-04-10,64.62,65.6492,63.3917,,,DOWN,0
2017-04-11,64.248,64.101,64.2359,,,UP,1
2017-04-12,65.8482,64.0405,64.9867,,,UP,1
2017-04-13,66.1769,65.4676,65.3033,,,UP,1
2017-04-17,66.6007,66.4277,65.4987,,,DOWN,0
2017-04-18,65.2081,66.3412,65.6164,,,DOWN,0
2017-04-19,65.087,65.8741,65.7842,,,UP,1
2017-04-20,65.2946,65.3206,65.6735,,,UP,1
2017-04-21,66.0125,65.4936,65.6406,,,DOWN,0
2017-04-24,65.4676,66.5747,65.414,,,UP,1
2017-04-25,65.8482,65.2254,65.542,,,UP,1
2017-04-26,65.8568,66.0212,65.696,,,DOWN,0
2017-04-27,65.632,66.0212,65.7634,,,DOWN,0
2017-04-28,65.1649,65.632,65.5939,,,UP,1
2017-05-01,66.0817,65.1995,65.7167,,,UP,1
2017-05-02,66.5834,66.1077,65.8638,,,UP,1
2017-05-03,66.8342,66.4623,66.0592,,,UP,1
2017-05-04,67.0851,67.3618,66.3499,,,UP,1
2017-05-05,67.803,67.284,66.8775,,,UP,1
2017-05-08,67.8203,67.5867,67.2252,,,UP,1
2017-05-09,68.3306,69.135,67.5746,,,UP,1
2017-05-10,68.8582,68.3825,67.9794,,,DOWN,0
2017-05-11,68.6939,68.5209,68.3012,,,UP,1
2017-05-12,68.8668,68.7198,68.5139,,,UP,1
2017-05-15,69.6539,68.8841,68.8807,,,UP,1
2017-05-16,69.7058,69.7923,69.1557,,,DOWN,0
2017-05-17,68.1403,69.2215,69.0122,,,DOWN,0
2017-05-18,67.5694,68.0711,68.7873,,,DOWN,0
2017-05-19,67.5262,67.5348,68.5191,,,UP,1
2017-05-22,67.8808,67.5521,68.1645,,,DOWN,0
2017-05-23,67.6992,67.8549,67.7632,,,DOWN,0
2017-05-24,67.4224,67.9414,67.6196,,,UP,1
2017-05-25,68.0192,67.9327,67.7095,64.5098,,UP,1
2017-05-26,68.0365,68.7717,67.8116,64.6729,,DOWN,0
2017-05-30,67.7597,67.5521,67.7874,64.8691,,DOWN,0
2017-05-31,67.0505,67.6646,67.6576,65.0564,,DOWN,0
2017-06-01,66.7218,66.8602,67.5175,65.2676,,UP,1
2017-06-02,67.111,66.6007,67.3359,65.4809,,UP,1
2017-06-05,67.2494,66.9034,67.1785,65.6646,,DOWN,0
2017-06-06,66.4882,67.0505,66.9242,65.8119,,DOWN,0
2017-06-07,66.4018,66.4969,66.7944,65.9809,,DOWN,0
2017-06-08,65.8655,66.4277,66.6232,66.1046,,DOWN,0
2017-06-09,64.9573,65.6492,66.1924,66.1488,,UP,1
2017-06-12,65.3465,64.6373,65.8119,66.2319,,UP,1
2017-06-13,65.6752,65.2341,65.6492,66.3483,,DOWN,0
2017-06-14,64.6892,65.7357,65.3067,66.4666,,DOWN,0
2017-06-15,64.0924,64.0578,64.9521,66.5479,,UP,1
2017-06-16,64.7324,63.6858,64.9071,66.6007,,UP,1
2017-06-19,66.3499,64.8708,65.1078,66.6358,,DOWN,0
2017-06-20,65.6665,66.0904,65.1061,66.6367,,UP,1
2017-06-21,66.099,65.7357,65.388,66.6663,,UP,1
2017-06-22,66.3585,66.2028,65.8413,66.7085,,UP,1
2017-06-23,67.8635,65.9693,66.4675,66.7488,,UP,1
2017-06-26,68.2008,67.5089,66.8377,66.7892,,DOWN,0
2017-06-27,67.0505,67.9327,67.1145,66.7982,,UP,1
2017-06-28,67.8116,67.3791,67.457,66.8503,,UP,1
2017-06-29,67.9327,67.63,67.7718,66.9072,,DOWN,0
2017-06-30,66.3585,67.6559,67.4708,66.9285,,DOWN,0
2017-07-03,65.6925,66.3931,66.9692,66.9221,,UP,1
2017-07-05,65.9433,65.6925,66.7477,66.9316,,UP,1
2017-07-06,66.1769,65.9087,66.4208,66.9382,,UP,1
2017-07-07,66.9986,66.1769,66.234,66.961,,UP,1
2017-07-10,67.3359,66.9121,66.4294,66.9951,,DOWN,0
2017-07-11,67.2321,67.3964,66.7373,67.0364,,UP,1
2017-07-12,68.0538,67.6819,67.1594,67.0759,,DOWN,0
2017-07-13,67.95,68.0538,67.5141,67.1032,,DOWN,0
2017-07-14,67.9068,68.1749,67.6957,67.1247,,DOWN,0
2017-07-17,67.6473,67.9154,67.758,67.1359,,DOWN,0
2017-07-18,67.4483,67.6732,67.8012,67.1288,,UP,1
2017-07-19,68.0797,67.4656,67.8064,67.134,,DOWN,0
2017-07-20,68.0192,67.9154,67.8203,67.1278,,UP,1
2017-07-21,69.1436,67.9241,68.0676,67.1335,,UP,1
2017-07-24,69.4118,69.1955,68.4205,67.1479,,DOWN,0
2017-07-25,69.2474,69.4983,68.7803,67.1555,,DOWN,0
2017-07-26,69.2474,69.2474,69.0139,67.1473,,DOWN,0
2017-07-27,67.8808,69.3858,68.9862,67.1108,,DOWN,0
2017-07-28,67.8376,67.8203,68.725,67.1048,,DOWN,0
2017-07-31,67.7943,67.9327,68.4015,67.1093,,UP,1
2017-08-01,68.616,68.1143,68.2752,67.1311,,DOWN,0
2017-08-02,67.5608,68.3046,67.9379,67.1247,,UP,1
2017-08-03,67.8462,67.7857,67.931,67.1276,,UP,1
2017-08-04,68.0884,67.8895,67.9811,67.1409,,UP,1
2017-08-07,68.2181,68.0278,68.0659,67.1449,,DOWN,0
2017-08-08,67.0245,67.8635,67.7476,67.1247,,UP,1
2017-08-09,71.7731,68.9187,68.5901,67.2049,,DOWN,0
2017-08-10,70.294,71.0897,69.0796,67.2698,,UP,1
2017-08-11,70.9687,70.4583,69.6557,67.3547,,UP,1
2017-08-14,72.8542,71.626,70.5829,67.4696,,UP,1
2017-08-15,73.823,73.0445,71.9426,67.6011,,UP,1
2017-08-16,74.2035,73.8316,72.4287,67.7554,,DOWN,0
2017-08-17,72.292,73.9527,72.8283,67.8732,,DOWN,0
2017-08-18,72.0844,72.2401,73.0514,67.9976,,DOWN,0
2017-08-21,72.0239,72.1104,72.8854,68.1389,,UP,1
2017-08-22,73.9614,72.2228,72.913,68.3112,,DOWN,0
2017-08-23,73.5808,73.4597,72.7885,68.4693,,DOWN,0
2017-08-24,73.5462,73.9527,73.0393,68.6465,,DOWN,0
2017-08-25,73.4164,73.8489,73.3057,68.8329,,DOWN,0
2017-08-28,73.3386,73.4251,73.5687,69.0051,,DOWN,0
2017-08-29,73.2608,72.9234,73.4286,69.1433,,DOWN,0
2017-08-30,73.0272,73.1656,73.3178,69.2905,,UP,1
2017-08-31,73.5202,73.4164,73.3127,69.4389,,DOWN,0
2017-09-01,73.4424,73.6327,73.3178,69.5806,,DOWN,0
2017-09-05,73.0359,73.1829,73.2573,69.684,,DOWN,0
2017-09-06,72.6639,73.0272,73.1379,69.7733,,UP,1
2017-09-07,72.9407,72.8802,73.1206,69.8911,,DOWN,0
2017-09-08,72.8023,72.9061,72.9771,69.9909,,UP,1
2017-09-11,73.7365,73.3818,73.0359,70.107,,UP,1
2017-09-12,74.3073,74.0133,73.2902,70.266,,DOWN,0
2017-09-13,73.8316,74.2122,73.5237,70.4288,,UP,1
2017-09-14,73.8662,73.5029,73.7088,70.5872,,DOWN,0
2017-09-15,73.5808,74.1949,73.8645,70.7353,,DOWN,0
2017-09-18,73.3905,73.5894,73.7953,70.8631,,DOWN,0
2017-09-19,73.3213,73.4337,73.5981,70.9828,,UP,1
2017-09-20,73.4251,73.3127,73.5168,71.1067,,DOWN,0
2017-09-21,73.3818,73.1051,73.4199,71.2133,,UP,1
2017-09-22,73.9614,73.0186,73.496,71.3335,,DOWN,0
2017-09-25,73.1483,73.8057,73.4476,71.4383,,DOWN,0
2017-09-26,72.6726,73.0532,73.3178,71.5388,,UP,1
2017-09-27,73.1916,73.1743,73.2711,71.6537,,UP,1
2017-09-28,73.3386,72.8715,73.2625,71.7589,,UP,1
2017-09-29,74.2814,73.1051,73.3265,71.8841,,DOWN,0
2017-10-02,73.823,74.2814,73.4614,71.9777,,DOWN,0
2017-10-03,73.6154,73.8403,73.65,72.0618,,UP,1
2017-10-04,73.9527,73.6154,73.8022,72.1559,,UP,1
2017-10-05,74.1949,73.9268,73.9735,72.2548,,UP,1
2017-10-06,75.6307,74.2727,74.2433,72.4098,,UP,1
2017-10-09,76.4697,75.9421,74.7727,72.5825,,DOWN,0
2017-10-10,76.1929,76.4783,75.2882,72.7504,,DOWN,0
2017-10-11,75.8123,75.968,75.6601,72.8944,,UP,1
2017-10-12,78.8829,79.6267,76.5977,73.1208,,DOWN,0
2017-10-13,78.7445,79.2289,77.2205,73.3388,,UP,1
2017-10-16,79.1337,78.7618,77.7533,73.5597,,UP,1
2017-10-17,79.67,79.0472,78.4487,73.7887,,DOWN,0
2017-10-18,79.2029,80.1371,79.1268,74.0323,,DOWN,0
2017-10-19,78.7359,78.7099,79.0974,74.1715,,UP,1
2017-10-20,79.4797,79.1597,79.2444,74.3553,,DOWN,0
2017-10-23,79.1337,79.817,79.2444,74.5186,,DOWN,0
2017-10-24,79.0645,79.0559,79.1233,74.6428,,DOWN,0
2017-10-25,78.3899,78.8396,78.9607,74.7341,,UP,1
2017-10-26,78.6494,78.978,78.9434,74.823,,UP,1
2017-10-27,79.497,78.7445,78.9469,74.9671,,DOWN,0
2017-10-30,78.8656,79.2894,78.8933,75.1027,,UP,1
2017-10-31,79.1597,78.9261,78.9123,75.2455,,DOWN,0
2017-11-01,79.1424,79.5662,79.0628,75.3491,,DOWN,0
2017-11-02,78.4418,78.7705,79.0213,75.4463,,UP,1
2017-11-03,79.0991,78.4158,78.9417,75.5574,,UP,1
2017-11-06,80.4571,78.8483,79.26,75.6982,,DOWN,0
2017-11-07,80.0333,80.4052,79.4347,75.8321,,UP,1
2017-11-08,83.6833,83.8996,80.3429,76.0405,,DOWN,0
2017-11-09,81.8497,83.5536,81.0245,76.217,,UP,1
2017-11-10,82.9827,81.8151,81.8012,76.4062,,UP,1
2017-11-13,83.7266,82.9481,82.4551,76.6119,,DOWN,0
2017-11-14,82.827,83.6401,83.0139,76.8077,,UP,1
2017-11-15,83.026,82.4811,82.8824,77.015,,UP,1
2017-11-16,84.1764,83.1384,83.3477,77.2397,,DOWN,0
2017-11-17,83.8131,83.8044,83.5138,77.4599,,UP,1
2017-11-20,84.6867,83.8996,83.7058,77.6789,,UP,1
2017-11-21,85.6468,85.2229,84.2698,77.9057,,DOWN,0
2017-11-22,84.5829,85.4651,84.5811,78.1207,,DOWN,0
2017-11-24,84.5569,84.9289,84.6573,78.3345,,DOWN,0
2017-11-27,84.3666,84.851,84.768,78.5502,,UP,1
2017-11-28,84.7645,84.7645,84.7835,78.7777,,DOWN,0
2017-11-29,82.6195,84.8078,84.1781,78.9637,,UP,1
2017-11-30,83.1557,82.9222,83.8926,79.1583,,DOWN,0
2017-12-01,82.6713,83.1211,83.5155,79.3441,,DOWN,0
2017-12-04,80.6301,82.8876,82.7682,79.4775,,DOWN,0
2017-12-05,80.3273,80.0506,81.8808,79.621,,UP,1
2017-12-06,80.7685,80.3792,81.5106,79.783,,UP,1
2017-12-07,81.8669,80.6993,81.2528,79.9565,,UP,1
2017-12-08,82.9741,82.1697,81.3134,80.1492,,DOWN,0
2017-12-11,82.8357,82.8443,81.7545,80.3203,,DOWN,0
2017-12-12,81.988,82.8184,82.0866,80.4836,,UP,1
2017-12-13,82.1264,81.9707,82.3582,80.6538,,DOWN,0
2017-12-14,81.4777,82.1264,82.2804,80.8043,,UP,1
2017-12-15,82.3859,82.1091,82.1628,80.9681,,UP,1
2017-12-18,82.9568,82.8876,82.187,81.1146,,DOWN,0
2017-12-19,82.1091,82.8184,82.2112,81.2274,,UP,1
2017-12-20,82.4984,82.6886,82.2856,81.3535,,UP,1
2017-12-21,83.3114,82.9049,82.6523,81.5035,,DOWN,0
2017-12-22,82.9395,83.0865,82.763,81.5846,,UP,1
2017-12-26,82.9481,82.7578,82.7613,81.6687,,DOWN,0
2017-12-27,81.9361,83.0865,82.7267,81.7248,,UP,1
2017-12-28,82.1437,81.9534,82.6558,81.7742,71.8044,DOWN,0
2017-12-29,82.0832,82.2475,82.4101,81.8318,71.9154,UP,1
2018-01-02,82.2129,82.0832,82.2648,81.9014,72.0367,UP,1
2018-01-03,83.7698,82.5849,82.4292,81.9872,72.1672,UP,1
2018-01-04,85.7851,84.2542,83.199,82.1202,72.3153,UP,1
2018-01-05,87.0393,86.0619,84.1781,82.2797,72.4683,DOWN,0
2018-01-08,86.9701,87.0047,85.1555,82.4513,72.6128,UP,1
2018-01-09,87.9043,87.0999,86.2937,82.6364,72.7567,DOWN,0
2018-01-10,87.5583,87.2383,87.0514,82.7976,72.9047,DOWN,0
2018-01-11,87.4372,87.8091,87.3818,82.9691,73.0435,UP,1
2018-01-12,87.6102,87.688,87.496,83.1381,73.1678,DOWN,0
2018-01-16,87.4112,88.0426,87.5842,83.3034,73.2989,DOWN,0
2018-01-17,87.022,87.7053,87.4078,83.4751,73.4347,DOWN,0
2018-01-18,86.9096,86.8231,87.278,83.6313,73.5754,UP,1
2018-01-19,87.342,87.3593,87.259,83.769,73.712,UP,1
2018-01-22,87.9735,87.1431,87.3317,83.9278,73.8414,UP,1
2018-01-23,88.181,88.0167,87.4856,84.0177,73.9593,DOWN,0
2018-01-24,87.5237,88.2243,87.586,84.1312,74.0688,UP,1
2018-01-25,88.1032,87.8091,87.8247,84.2336,74.1862,UP,1
2018-01-26,88.6568,88.4059,88.0876,84.3322,74.3083,DOWN,0
2018-01-29,86.5982,88.6049,87.8126,84.4076,74.412,DOWN,0
2018-01-30,85.6295,86.356,87.3023,84.4597,74.5093,UP,1
2018-01-31,86.1052,86.9355,87.0186,84.4983,74.6068,DOWN,0
2018-02-01,86.0533,85.5862,86.6086,84.5431,74.7111,DOWN,0
2018-02-02,85.5343,85.7073,85.9841,84.56,74.8133,DOWN,0
2018-02-05,83.1125,85.1278,85.2869,84.5094,74.9024,DOWN,0
2018-02-06,82.9827,81.4258,84.7576,84.4774,74.9872,UP,1
2018-02-07,83.1038,82.6713,84.1573,84.4483,75.0754,DOWN,0
2018-02-08,79.5057,83.0865,82.8478,84.3511,75.1437,UP,1
2018-02-09,83.8909,81.8237,82.5191,84.3336,75.2339,UP,1
2018-02-12,84.678,84.5483,82.8322,84.3748,75.3291,DOWN,0
2018-02-13,84.1072,83.9774,83.0571,84.3938,75.4238,UP,1
2018-02-14,86.6155,83.5103,83.7594,84.4727,75.5265,UP,1
2018-02-15,87.4372,87.0566,85.3458,84.6088,75.6307,DOWN,0
2018-02-16,87.2037,87.221,86.0083,84.7463,75.7326,DOWN,0
2018-02-20,87.0739,86.5722,86.4875,84.8725,75.8325,UP,1
2018-02-21,87.2556,87.1431,87.1172,84.9802,75.9298,UP,1
2018-02-22,87.4545,87.5323,87.285,85.0698,76.028,UP,1
2018-02-23,89.9369,88.1205,87.7849,85.2119,76.136,UP,1
2018-02-26,90.5077,90.0666,88.4457,85.3823,76.2443,DOWN,0
2018-02-27,89.2103,90.3348,88.873,85.5239,76.3468,DOWN,0
2018-02-28,88.6914,90.0147,89.1602,85.6682,76.446,DOWN,0
2018-03-01,87.2988,88.9681,89.129,85.7665,76.5342,UP,1
2018-03-02,87.4458,86.5376,88.6308,85.8562,76.6229,UP,1
2018-03-05,88.2243,87.0307,88.1741,85.9785,76.7233,DOWN,0
2018-03-06,88.0945,88.7692,87.951,86.0905,76.8259,UP,1
2018-03-07,88.5703,87.2556,87.9267,86.1956,76.9311,UP,1
2018-03-08,89.2363,88.6654,88.3142,86.3216,77.0379,UP,1
2018-03-09,92.3068,89.9542,89.2864,86.5088,77.161,DOWN,0
2018-03-12,91.7533,92.4971,89.9922,86.7051,77.2826,DOWN,0
2018-03-13,91.7187,92.4106,90.7171,86.8966,77.4011,DOWN,0
2018-03-14,90.2483,92.2549,91.0527,87.0599,77.5122,UP,1
2018-03-15,90.3348,90.3953,91.2724,87.2223,77.625,UP,1
2018-03-16,90.3953,90.3866,90.89,87.3548,77.7418,UP,1
2018-03-19,91.4678,90.1099,90.833,87.4685,77.8655,UP,1
2018-03-20,92.8171,91.5111,91.0527,87.5841,77.994,DOWN,0
2018-03-21,92.0127,92.6096,91.4056,87.6849,78.1178,DOWN,0
2018-03-22,89.1238,91.1651,91.1634,87.7093,78.231,DOWN,0
2018-03-23,87.7053,89.1584,90.6254,87.7122,78.3375,UP,1
2018-03-26,89.9023,89.0114,90.3123,87.7615,78.4577,DOWN,0
2018-03-27,88.1983,90.4558,89.3885,87.7733,78.5739,DOWN,0
2018-03-28,87.0134,88.354,88.3886,87.7653,78.6823,DOWN,0
2018-03-29,86.9528,87.4199,87.9544,87.764,78.7887,DOWN,0
2018-04-02,86.0446,87.048,87.6223,87.7467,78.8954,UP,1
2018-04-03,86.6068,86.1571,86.9632,87.732,79.008,UP,1
2018-04-04,87.7572,85.1883,86.875,87.7276,79.1231,UP,1
2018-04-05,88.3367,88.3973,87.1396,87.7308,79.2331,DOWN,0
2018-04-06,86.2868,87.6448,87.0064,87.706,79.3362,UP,1
2018-04-09,86.529,86.503,87.1033,87.6745,79.4383,UP,1
2018-04-10,88.6827,87.8524,87.5185,87.675,79.5499,DOWN,0
2018-04-11,88.6395,87.9129,87.6949,87.7159,79.6538,UP,1
2018-04-12,89.9542,89.3055,88.0184,87.8024,79.7626,DOWN,0
2018-04-13,89.1584,90.3953,88.5928,87.8634,79.8731,UP,1
2018-04-16,89.9628,89.9801,89.2795,87.9416,79.9839,UP,1
2018-04-17,90.2223,90.6375,89.5874,88.0354,80.0953,UP,1
2018-04-18,90.378,90.2223,89.9351,88.1807,80.2154,DOWN,0
2018-04-19,90.0061,89.8417,89.9455,88.3212,80.337,DOWN,0
2018-04-20,89.5304,90.1272,90.0199,88.4497,80.4549,UP,1
2018-04-23,89.9542,89.9369,90.0182,88.6587,80.5738,DOWN,0
2018-04-24,89.0892,90.1445,89.7916,88.7626,80.6843,DOWN,0
2018-04-25,88.0686,88.8124,89.3297,88.8304,80.7879,UP,1
2018-04-26,89.6168,88.5097,89.2518,88.9406,80.8999,DOWN,0
2018-04-27,89.5044,89.6168,89.2467,88.9984,81.0071,DOWN,0
2018-04-30,89.1411,89.8417,89.084,89.0325,81.1131,DOWN,0
2018-05-01,88.8989,89.2276,89.046,89.0664,81.218,DOWN,0
2018-05-02,87.9389,88.8297,89.02,89.0837,81.3195,DOWN,0
2018-05-03,87.541,87.5669,88.6049,89.0894,81.4199,UP,1
2018-05-04,88.2329,87.2296,88.3506,89.105,81.5207,DOWN,0
2018-05-07,87.6707,88.1724,88.0565,89.0597,81.619,UP,1
2018-05-08,88.8557,87.3074,88.0478,89.0266,81.7175,UP,1
2018-05-09,89.4698,89.0027,88.354,89.0318,81.8178,UP,1
2018-05-10,90.1877,89.6774,88.8834,89.0617,81.9225,UP,1
2018-05-11,90.4731,90.2137,89.3314,89.1252,82.0287,DOWN,0
2018-05-14,88.726,90.8364,89.5425,89.1508,82.1329,DOWN,0
2018-05-15,87.2469,88.4838,89.2207,89.1313,82.2299,DOWN,0
2018-05-16,87.1518,87.3074,88.7571,89.1124,82.3267,DOWN,0
2018-05-17,86.4166,87.2296,88.0029,89.0693,82.4157,UP,1
2018-05-18,86.6933,86.382,87.2469,89.0185,82.5114,UP,1
2018-05-21,87.3334,87.0134,86.9684,88.919,82.6088,DOWN,0
2018-05-22,85.9668,87.3593,86.7124,88.8033,82.6982,UP,1
2018-05-23,86.5636,85.4651,86.5947,88.7002,82.7899,DOWN,0
2018-05-24,86.2349,86.849,86.5584,88.6199,82.886,DOWN,0
2018-05-25,81.4864,86.0619,85.517,88.4429,82.9345,DOWN,0
2018-05-29,77.8363,80.3446,83.6176,88.1918,82.9723,UP,1
2018-05-30,80.1544,79.6959,82.4551,87.9655,83.0182,DOWN,0
2018-05-31,79.67,80.189,81.0764,87.7026,83.0523,UP,1
2018-06-01,83.4,80.83,80.5094,87.5303,83.1002,UP,1
2018-06-04,84.29,83.23,81.0701,87.4336,83.1506,DOWN,0
2018-06-05,83.94,83.87,82.2909,87.3583,83.2088,UP,1
2018-06-06,84.75,83.77,83.21,87.2553,83.2722,DOWN,0
2018-06-07,84.4,85.0,84.156,87.1793,83.334,UP,1
2018-06-08,85.54,84.39,84.584,87.1498,83.3919,DOWN,0
2018-06-11,84.9,85.5,84.706,87.1088,83.4485,DOWN,0
2018-06-12,84.69,85.19,84.856,87.0817,83.5042,DOWN,0
2018-06-13,84.48,84.73,84.802,87.0392,83.5596,DOWN,0
2018-06-14,84.45,84.51,84.812,86.973,83.6151,DOWN,0
2018-06-15,83.86,84.45,84.476,86.8835,83.6681,DOWN,0
2018-06-18,83.65,82.78,84.226,86.8307,83.7212,DOWN,0
2018-06-19,83.06,82.59,83.9,86.7614,83.7689,DOWN,0
2018-06-20,82.32,83.61,83.468,86.6341,83.8133,DOWN,0
2018-06-21,81.08,82.15,82.794,86.4829,83.8535,DOWN,0
2018-06-22,80.85,81.81,82.192,86.3008,83.8945,DOWN,0
2018-06-25,78.83,80.69,81.228,86.0943,83.9239,DOWN,0
2018-06-26,78.5,78.87,80.316,85.865,83.9524,UP,1
2018-06-27,78.61,78.67,79.574,85.6328,83.9768,UP,1
2018-06-28,79.98,78.62,79.354,85.4248,84.0051,UP,1
2018-06-29,80.61,80.15,79.306,85.2369,84.039,UP,1
2018-07-02,82.0,79.665,79.94,85.0863,84.0797,DOWN,0
2018-07-03,82.0,82.42,80.64,84.9272,84.1218,UP,1
2018-07-05,83.2,82.36,81.558,84.8094,84.1708,UP,1
2018-07-06,83.55,83.17,82.272,84.719,84.222,UP,1
2018-07-09,84.22,83.54,82.994,84.6111,84.276,UP,1
2018-07-10,84.99,84.56,83.592,84.5208,84.334,DOWN,0
2018-07-11,84.05,84.13,84.002,84.419,84.3844,UP,1
2018-07-12,85.64,84.5,84.49,84.3538,84.4469,UP,1
2018-07-13,86.15,85.52,85.01,84.318,84.5143,DOWN,0
2018-07-16,85.72,86.36,85.31,84.2816,84.5769,UP,1
2018-07-17,86.54,85.59,85.62,84.2477,84.6429,UP,1
2018-07-18,87.1,86.4,86.23,84.2363,84.707,UP,1
2018-07-19,87.17,87.05,86.536,84.2026,84.7738,DOWN,0
2018-07-20,87.04,87.03,86.714,84.154,84.8409,UP,1
2018-07-23,87.69,87.02,87.108,84.1041,84.9096,DOWN,0
2018-07-24,86.94,88.29,87.188,84.0334,84.9733,UP,1
2018-07-25,88.24,86.98,87.416,84.0237,85.0363,DOWN,0
2018-07-26,87.17,88.22,87.416,84.0221,85.0898,DOWN,0
2018-07-27,85.87,87.23,87.182,83.9965,85.1382,DOWN,0
2018-07-30,84.51,85.93,86.546,83.9584,85.1817,UP,1
2018-07-31,84.74,84.88,86.106,83.9193,85.211,UP,1
2018-08-01,85.89,84.37,85.636,83.8904,85.2467,UP,1
2018-08-02,86.1,84.95,85.422,83.8931,85.2816,UP,1
2018-08-03,86.4,86.51,85.528,83.8898,85.3152,UP,1
2018-08-06,86.9,86.2,86.006,83.9031,85.3537,UP,1
2018-08-07,87.08,87.24,86.474,84.015,85.3954,UP,1
2018-08-08,88.99,89.3,87.094,84.2381,85.443,DOWN,0
2018-08-09,87.25,88.9,87.324,84.38,85.4836,DOWN,0
2018-08-10,86.1,86.52,87.264,84.5086,85.5187,DOWN,0
2018-08-13,84.59,86.02,86.802,84.5324,85.5497,UP,1
2018-08-14,86.56,84.77,86.698,84.5778,85.5893,DOWN,0
2018-08-15,86.52,86.21,86.204,84.6294,85.6244,UP,1
