ticker,DXC US Equity,DXC US Equity,DXC US Equity,DXC US Equity,DXC US Equity,Predictions,OneHotPred
2018-08-16,86.75,87.44,86.104,84.6694,85.6638,UP,1
2018-08-17,87.37,86.5,86.358,84.7288,85.7049,UP,1
2018-08-20,87.68,87.38,86.976,84.7716,85.7476,UP,1
2018-08-21,88.2,87.57,87.304,84.8376,85.7963,UP,1
2018-08-22,88.43,87.88,87.686,84.9124,85.843,UP,1
2018-08-23,88.61,88.52,88.058,84.995,85.8838,UP,1
2018-08-24,89.64,88.93,88.512,85.0988,85.9318,UP,1
2018-08-27,89.77,90.22,88.93,85.217,85.9622,UP,1
2018-08-28,90.06,89.89,89.302,85.3452,86.0033,UP,1
2018-08-29,91.14,90.24,89.844,85.5068,86.0441,DOWN,0
2018-08-30,90.66,90.99,90.254,85.6736,86.0787,UP,1
2018-08-31,91.09,90.41,90.544,85.8738,86.1201,DOWN,0
2018-09-04,90.71,90.4,90.732,86.071,86.1585,DOWN,0
2018-09-05,90.07,90.45,90.734,86.2958,86.1879,UP,1
2018-09-06,90.83,89.85,90.672,86.5424,86.223,DOWN,0
2018-09-07,90.2,90.56,90.58,86.7742,86.2506,DOWN,0
2018-09-10,89.77,90.51,90.316,86.97,86.2712,UP,1
2018-09-11,90.04,89.77,90.182,87.1586,86.2985,UP,1
2018-09-12,91.42,90.0,90.452,87.347,86.3328,UP,1
2018-09-13,92.54,91.81,90.794,87.5578,86.3737,DOWN,0
2018-09-14,92.46,92.73,91.246,87.743,86.4122,UP,1
2018-09-17,92.74,92.69,91.84,87.9268,86.4628,UP,1
2018-09-18,92.85,92.74,92.402,88.0994,86.5112,UP,1
2018-09-19,93.32,92.99,92.782,88.266,86.5645,UP,1
2018-09-20,94.82,93.8,93.238,88.4814,86.6354,UP,1
2018-09-21,96.38,95.22,94.022,88.6962,86.7157,DOWN,0
2018-09-24,94.34,95.92,94.342,88.86,86.7835,UP,1
2018-09-25,94.84,94.66,94.74,89.0424,86.8484,DOWN,0
2018-09-26,94.24,94.96,94.924,89.1964,86.9047,DOWN,0
2018-09-27,93.73,94.23,94.706,89.329,86.9592,DOWN,0
2018-09-28,93.52,93.44,94.134,89.456,87.0169,UP,1
2018-10-01,93.89,94.1,94.044,89.593,87.0757,DOWN,0
2018-10-02,93.43,93.83,93.762,89.7078,87.1354,UP,1
2018-10-03,93.67,93.89,93.648,89.8424,87.1919,DOWN,0
2018-10-04,92.91,93.19,93.484,89.9358,87.2416,DOWN,0
2018-10-05,90.99,92.52,92.978,90.0122,87.286,DOWN,0
2018-10-08,90.08,90.48,92.216,90.0964,87.3239,DOWN,0
2018-10-09,89.65,89.71,91.46,90.1992,87.3556,DOWN,0
2018-10-10,86.9,89.45,90.106,90.2424,87.3754,DOWN,0
2018-10-11,85.87,86.62,88.698,90.242,87.3901,UP,1
2018-10-12,87.66,87.45,88.032,90.2732,87.4187,DOWN,0
2018-10-15,87.41,87.36,87.498,90.2934,87.445,UP,1
2018-10-16,90.06,88.48,87.58,90.3566,87.4849,DOWN,0
2018-10-17,89.47,90.01,88.094,90.4044,87.5212,DOWN,0
2018-10-18,88.41,89.14,88.602,90.3928,87.5444,DOWN,0
2018-10-19,88.3,88.53,88.73,90.4138,87.5569,UP,1
2018-10-22,88.67,88.74,88.982,90.4652,87.5651,DOWN,0
2018-10-23,87.56,87.28,88.482,90.5246,87.5681,DOWN,0
2018-10-24,73.25,86.86,85.238,90.2584,87.4948,UP,1
2018-10-25,75.94,74.41,82.744,90.0468,87.4367,DOWN,0
2018-10-26,73.12,74.28,79.708,89.7742,87.3651,DOWN,0
2018-10-29,69.54,74.29,75.882,89.4176,87.2748,UP,1
2018-10-30,71.06,69.42,72.582,89.0852,87.193,UP,1
2018-10-31,72.83,72.33,72.498,88.7778,87.122,DOWN,0
2018-11-01,71.58,73.5,71.626,88.4408,87.0454,DOWN,0
2018-11-02,70.63,71.6,71.128,88.0812,86.9618,UP,1
2018-11-05,71.81,70.82,71.582,87.7246,86.881,UP,1
2018-11-06,72.21,72.02,71.812,87.3734,86.8012,DOWN,0
2018-11-07,63.21,65.85,69.888,86.8364,86.6796,UP,1
2018-11-08,63.26,63.62,68.224,86.2788,86.5554,DOWN,0
2018-11-09,62.0,62.54,66.498,85.7056,86.4221,UP,1
2018-11-12,62.01,61.67,64.538,85.124,86.2991,UP,1
2018-11-13,62.04,62.0,62.504,84.5506,86.1812,DOWN,0
2018-11-14,61.66,62.57,62.194,83.9824,86.059,UP,1
2018-11-15,62.27,61.42,61.996,83.4112,85.9401,UP,1
2018-11-16,62.69,61.92,62.134,82.861,85.8258,DOWN,0
2018-11-19,59.42,62.44,61.616,82.254,85.7074,DOWN,0
2018-11-20,57.79,58.2,60.766,81.609,85.5814,UP,1
2018-11-21,58.19,58.25,60.072,80.9444,85.4568,DOWN,0
2018-11-23,57.97,57.59,59.212,80.253,85.3492,UP,1
2018-11-26,59.61,59.55,58.596,79.596,85.2278,UP,1
2018-11-27,60.58,59.13,58.828,78.9528,85.1073,UP,1
2018-11-28,62.36,60.92,59.742,78.343,84.9985,DOWN,0
2018-11-29,62.31,62.12,60.566,77.7228,84.877,UP,1
2018-11-30,63.04,62.21,61.58,77.0872,84.755,UP,1
2018-12-03,63.5,63.96,62.358,76.4296,84.6365,DOWN,0
2018-12-04,62.03,62.99,62.648,75.7834,84.5113,DOWN,0
2018-12-06,60.52,60.62,62.28,75.097,84.3776,DOWN,0
2018-12-07,58.93,60.54,61.604,74.3908,84.235,DOWN,0
2018-12-10,58.86,58.97,60.768,73.6934,84.0796,DOWN,0
2018-12-11,58.34,59.77,59.736,72.9898,83.9188,DOWN,0
2018-12-12,58.15,59.01,58.96,72.275,83.7635,DOWN,0
2018-12-13,58.08,58.28,58.472,71.568,83.6104,DOWN,0
2018-12-14,56.76,57.51,58.038,70.8298,83.4577,DOWN,0
2018-12-17,55.49,56.41,57.364,70.0814,83.2979,DOWN,0
2018-12-18,55.18,55.92,56.732,69.3652,83.1327,DOWN,0
2018-12-19,54.07,55.27,55.916,68.645,82.9626,DOWN,0
2018-12-20,52.74,53.74,54.848,67.9068,82.7834,DOWN,0
2018-12-21,50.48,52.59,53.592,67.1784,82.5896,DOWN,0
2018-12-24,50.03,50.33,52.5,66.4616,82.3783,UP,1
2018-12-26,52.13,50.4,51.89,65.751,82.1801,UP,1
2018-12-27,53.44,51.48,51.764,65.0716,81.9888,DOWN,0
2018-12-28,52.95,53.44,51.806,64.3294,81.8023,UP,1
2018-12-31,53.17,53.11,52.344,63.6034,81.6164,UP,1
2019-01-02,54.49,52.28,53.236,62.925,81.4369,UP,1
2019-01-03,54.71,54.11,53.752,62.2532,81.2531,UP,1
2019-01-04,57.32,55.57,54.528,61.6262,81.0756,UP,1
2019-01-07,57.36,54.5,55.41,61.0222,80.9024,UP,1
2019-01-08,59.16,57.96,56.608,60.7404,80.7526,UP,1
2019-01-09,59.19,59.31,57.548,60.4054,80.61,UP,1
2019-01-10,60.63,58.78,58.732,60.1556,80.4636,UP,1
2019-01-11,61.08,60.18,59.484,59.9864,80.328,DOWN,0
2019-01-14,60.22,60.26,60.056,59.7696,80.1941,UP,1
2019-01-15,60.71,60.45,60.366,59.5272,80.0628,UP,1
2019-01-16,61.31,60.79,60.79,59.3218,79.9392,UP,1
2019-01-17,61.94,61.16,61.052,59.148,79.8158,UP,1
2019-01-18,62.62,62.5,61.36,58.9642,79.6902,DOWN,0
2019-01-22,61.82,62.41,61.68,58.7564,79.5576,UP,1
2019-01-23,62.02,62.22,61.942,58.7326,79.4362,UP,1
2019-01-24,62.12,62.23,62.104,58.7098,79.3142,UP,1
2019-01-25,63.34,62.95,62.384,58.7366,79.1875,DOWN,0
2019-01-28,62.92,62.36,62.444,58.7548,79.0589,DOWN,0
2019-01-29,62.46,62.99,62.572,58.7632,78.9214,UP,1
2019-01-30,64.18,62.62,63.004,58.8136,78.7965,DOWN,0
2019-01-31,64.12,64.03,63.404,58.8506,78.6673,UP,1
2019-02-01,65.1,64.38,63.756,58.8988,78.5417,DOWN,0
2019-02-04,64.76,64.9,64.124,59.0056,78.4136,DOWN,0
2019-02-05,64.71,64.95,64.574,59.144,78.2871,UP,1
2019-02-06,65.49,64.75,64.836,59.29,78.1669,DOWN,0
2019-02-07,64.61,65.16,64.934,59.4228,78.0402,UP,1
2019-02-08,69.21,66.0,65.756,59.6148,77.9408,DOWN,0
2019-02-11,67.24,68.89,66.252,59.748,77.8367,DOWN,0
2019-02-12,67.05,67.56,66.72,59.8418,77.7238,UP,1
2019-02-13,67.2,67.33,67.062,59.9396,77.6123,DOWN,0
2019-02-14,65.29,67.07,67.198,59.9846,77.493,UP,1
2019-02-15,65.46,65.96,66.448,60.0238,77.3759,UP,1
2019-02-19,65.83,65.21,66.166,60.0998,77.2653,UP,1
2019-02-20,66.44,66.02,66.044,60.2182,77.1598,DOWN,0
2019-02-21,66.11,66.6,65.826,60.3618,77.0492,UP,1
2019-02-22,66.67,66.44,66.102,60.518,76.9442,UP,1
2019-02-25,66.93,67.42,66.396,60.6898,76.8346,UP,1
2019-02-26,67.18,66.86,66.666,60.8704,76.7231,DOWN,0
2019-02-27,66.93,67.03,66.764,61.0474,76.6068,DOWN,0
2019-02-28,65.86,66.97,66.714,61.2294,76.4838,UP,1
2019-03-01,67.27,66.47,66.834,61.465,76.3765,DOWN,0
2019-03-04,66.01,67.41,66.65,61.6816,76.2703,DOWN,0
2019-03-05,65.09,66.0,66.232,61.902,76.16,DOWN,0
2019-03-06,64.26,65.09,65.698,62.1324,76.0492,UP,1
2019-03-07,64.38,64.03,65.402,62.4104,75.9376,DOWN,0
2019-03-08,64.19,63.62,64.786,62.6936,75.8219,UP,1
2019-03-11,65.44,64.64,64.672,62.9598,75.7193,DOWN,0
2019-03-12,65.11,65.68,64.676,63.1932,75.612,UP,1
2019-03-13,65.51,65.25,64.926,63.4444,75.5084,DOWN,0
2019-03-14,65.32,65.39,65.114,63.6874,75.4276,UP,1
2019-03-15,65.75,65.3,65.426,63.9126,75.3671,UP,1
2019-03-18,66.1,66.06,65.558,64.1404,75.2968,UP,1
2019-03-19,66.39,66.5,65.814,64.3218,75.2305,DOWN,0
2019-03-20,65.47,66.22,65.806,64.484,75.1408,UP,1
2019-03-21,66.64,65.26,66.07,64.6336,75.0526,DOWN,0
2019-03-22,64.34,65.84,65.788,64.7366,74.9546,UP,1
2019-03-25,64.42,64.28,65.452,64.8124,74.8529,UP,1
2019-03-26,64.83,64.88,65.14,64.8874,74.7551,DOWN,0
2019-03-27,63.9,64.85,64.826,64.961,74.6469,UP,1
2019-03-28,64.31,64.26,64.36,65.033,74.5439,DOWN,0
2019-03-29,64.31,64.73,64.354,65.093,74.442,UP,1
2019-04-01,65.64,64.54,64.598,65.167,74.3478,DOWN,0
2019-04-02,64.19,65.63,64.47,65.1984,74.2465,UP,1
2019-04-03,65.29,64.67,64.748,65.2678,74.1537,DOWN,0
2019-04-04,64.72,65.56,64.83,65.3218,74.059,UP,1
2019-04-05,65.45,64.74,65.058,65.3884,73.971,DOWN,0
2019-04-08,64.64,65.26,64.858,65.4144,73.8826,DOWN,0
2019-04-09,63.6,64.56,64.74,65.428,73.7952,UP,1
2019-04-10,64.4,63.89,64.562,65.4668,73.7129,UP,1
2019-04-11,64.57,64.86,64.532,65.4746,73.6416,UP,1
2019-04-12,65.98,64.92,64.638,65.5118,73.579,DOWN,0
2019-04-15,65.75,66.68,64.86,65.5248,73.5147,UP,1
2019-04-16,65.99,65.89,65.338,65.5494,73.4448,DOWN,0
2019-04-17,65.2,66.23,65.498,65.5592,73.3677,DOWN,0
2019-04-18,64.58,65.14,65.5,65.541,73.2806,UP,1
2019-04-22,64.61,64.22,65.226,65.541,73.1937,UP,1
2019-04-23,65.86,64.79,65.248,65.474,73.107,DOWN,0
2019-04-24,64.92,65.92,65.034,65.4276,73.0138,DOWN,0
2019-04-25,64.34,64.86,64.862,65.3734,72.9144,UP,1
2019-04-26,65.0,64.34,64.946,65.3294,72.8145,UP,1
2019-04-29,65.5,65.0,65.124,65.3336,72.7217,UP,1
2019-04-30,65.74,65.75,65.1,65.3392,72.6222,UP,1
2019-05-01,65.84,66.0,65.284,65.3394,72.5207,DOWN,0
2019-05-02,64.51,65.98,65.318,65.3008,72.4146,DOWN,0
2019-05-03,63.01,64.31,64.92,65.2388,72.297,DOWN,0
2019-05-06,62.48,61.8,64.316,65.155,72.1739,DOWN,0
2019-05-07,60.87,61.85,63.342,65.0338,72.0424,DOWN,0
2019-05-08,60.3,60.5,62.234,64.8962,71.9087,DOWN,0
2019-05-09,59.44,59.52,61.22,64.7464,71.7674,DOWN,0
2019-05-10,59.03,59.05,60.424,64.6098,71.6279,DOWN,0
2019-05-13,55.98,57.61,59.124,64.384,71.4666,UP,1
2019-05-14,57.0,56.07,58.35,64.2038,71.3157,UP,1
2019-05-15,57.39,56.76,57.768,64.0498,71.1733,UP,1
2019-05-16,57.66,57.5,57.412,63.9178,71.0391,DOWN,0
2019-05-17,56.33,56.9,56.872,63.7568,70.897,DOWN,0
2019-05-20,54.66,55.45,56.608,63.5662,70.7409,UP,1
2019-05-21,55.24,55.17,56.256,63.3622,70.5866,DOWN,0
2019-05-22,54.3,54.89,55.638,63.146,70.4261,DOWN,0
2019-05-23,51.98,53.68,54.502,62.8754,70.2515,UP,1
2019-05-24,53.08,53.11,53.852,62.6306,70.0815,DOWN,0
2019-05-28,51.41,53.0,53.202,62.3438,69.8936,DOWN,0
2019-05-29,49.7,51.13,52.094,62.0158,69.7058,DOWN,0
2019-05-30,49.38,49.87,51.11,61.6756,69.5222,DOWN,0
2019-05-31,47.54,48.55,50.222,61.317,69.337,DOWN,0
2019-06-03,46.64,47.47,48.934,60.917,69.1374,UP,1
2019-06-04,48.37,47.24,48.326,60.5976,68.9466,DOWN,0
2019-06-05,47.84,48.75,47.954,60.266,68.7521,UP,1
2019-06-06,48.35,48.08,47.748,59.9364,68.557,UP,1
2019-06-07,49.18,48.54,48.076,59.642,68.3645,UP,1
2019-06-10,50.27,49.55,48.802,59.3612,68.1748,UP,1
2019-06-11,50.73,50.72,49.274,59.0896,67.9863,DOWN,0
2019-06-12,50.18,50.4,49.742,58.7804,67.7942,UP,1
2019-06-13,51.44,50.63,50.36,58.5254,67.6032,UP,1
2019-06-14,51.72,51.05,50.868,58.254,67.4129,UP,1
2019-06-17,51.9,51.74,51.194,57.9976,67.2221,UP,1
2019-06-18,53.29,52.41,51.706,57.7544,67.0329,DOWN,0
2019-06-19,53.11,53.47,52.292,57.5238,66.8451,UP,1
2019-06-20,54.41,54.06,52.886,57.34,66.6617,UP,1
2019-06-21,54.44,54.15,53.43,57.1408,66.4804,DOWN,0
2019-06-24,53.94,54.38,53.838,56.9282,66.2997,UP,1
2019-06-25,54.01,54.05,53.982,56.6888,66.1156,DOWN,0
2019-06-26,53.62,54.22,54.084,56.4462,65.9327,UP,1
2019-06-27,53.8,53.74,53.962,56.2024,65.7529,UP,1
2019-06-28,55.15,54.06,54.104,56.0014,65.5784,UP,1
2019-07-01,55.94,56.01,54.504,55.8286,65.401,UP,1
2019-07-02,55.97,55.95,54.896,55.6558,65.2182,DOWN,0
2019-07-03,55.7,56.05,55.312,55.4526,65.0344,UP,1
2019-07-05,56.46,55.45,55.844,55.2834,64.853,DOWN,0
2019-07-08,54.98,55.87,55.81,55.0962,64.6636,UP,1
2019-07-09,55.55,54.61,55.732,54.9072,64.4748,DOWN,0
2019-07-10,55.25,55.78,55.588,54.7022,64.2769,UP,1
2019-07-11,55.48,55.76,55.544,54.497,64.0724,UP,1
2019-07-12,56.81,55.71,55.614,54.3164,63.8848,UP,1
2019-07-15,56.97,56.83,56.012,54.1656,63.6954,DOWN,0
2019-07-16,56.88,57.07,56.278,54.043,63.5086,DOWN,0
2019-07-17,56.02,56.93,56.432,53.9138,63.3201,UP,1
2019-07-18,56.63,55.68,56.662,53.829,63.1356,DOWN,0
2019-07-19,55.93,56.81,56.486,53.7416,62.9458,UP,1
2019-07-22,56.29,56.37,56.35,53.6786,62.7601,UP,1
2019-07-23,56.72,56.62,56.318,53.6324,62.5754,DOWN,0
2019-07-24,56.5,56.7,56.414,53.6428,62.3933,DOWN,0
2019-07-25,56.49,56.66,56.386,53.6326,62.2208,UP,1
2019-07-26,56.64,56.67,56.528,53.6176,62.0536,DOWN,0
2019-07-29,56.44,56.64,56.558,53.5932,61.8876,UP,1
2019-07-30,56.71,55.8,56.556,53.6008,61.7366,DOWN,0
2019-07-31,55.77,56.8,56.41,53.623,61.5861,DOWN,0
2019-08-01,55.13,55.55,56.138,53.6208,61.4235,DOWN,0
2019-08-02,53.29,54.85,55.468,53.6006,61.2529,DOWN,0
2019-08-05,50.86,52.0,54.352,53.5782,61.0569,DOWN,0
2019-08-06,49.65,51.04,52.94,53.5096,60.8578,UP,1
2019-08-07,49.89,48.87,51.764,53.4792,60.6652,UP,1
2019-08-08,51.65,50.13,51.068,53.5182,60.4819,DOWN,0
2019-08-09,35.91,38.8,47.592,53.2488,60.2181,DOWN,0
2019-08-12,33.92,35.57,44.204,52.9764,59.9499,UP,1
2019-08-13,34.09,34.05,41.092,52.7254,59.7541,DOWN,0
2019-08-14,31.75,33.1,37.464,52.393,59.5332,DOWN,0
2019-08-15,30.61,31.92,33.256,52.0484,59.3206,UP,1
2019-08-16,31.79,31.0,32.432,51.7172,59.1319,UP,1
2019-08-19,33.59,32.64,32.366,51.4054,58.9445,UP,1
2019-08-20,33.64,33.37,32.276,51.0728,58.7486,UP,1
2019-08-21,34.5,34.31,32.826,50.7482,58.5632,DOWN,0
2019-08-22,34.5,34.56,33.604,50.4346,58.3825,DOWN,0
2019-08-23,33.59,34.08,33.964,50.0776,58.1914,DOWN,0
2019-08-26,33.29,33.95,33.904,49.709,57.9968,DOWN,0
2019-08-27,31.76,33.5,33.528,49.3062,57.8396,UP,1
2019-08-28,31.82,31.57,32.992,48.8768,57.6824,UP,1
2019-08-29,32.96,32.25,32.684,48.4738,57.5372,UP,1
2019-08-30,33.22,33.2,32.61,48.05,57.3932,DOWN,0
2019-09-03,31.54,32.65,32.26,47.592,57.2407,UP,1
2019-09-04,32.38,32.13,32.384,47.1608,57.0943,UP,1
2019-09-05,34.04,32.8,32.828,46.7614,56.9532,UP,1
2019-09-06,34.13,34.31,33.062,46.3716,56.8104,UP,1
2019-09-09,34.96,34.41,33.41,45.9948,56.6881,UP,1
2019-09-10,36.03,34.82,34.308,45.6124,56.5793,UP,1
2019-09-11,36.49,36.17,35.13,45.2234,56.4708,DOWN,0
2019-09-12,32.48,33.8,34.818,44.7536,56.3433,UP,1
2019-09-13,32.7,33.12,34.532,44.2936,56.2088,UP,1
2019-09-16,33.25,32.34,34.19,43.8294,56.0721,DOWN,0
2019-09-17,32.34,32.95,33.452,43.3766,55.922,DOWN,0
2019-09-18,32.03,32.04,32.56,42.9062,55.7706,UP,1
2019-09-19,32.22,32.25,32.508,42.4456,55.6165,DOWN,0
2019-09-20,31.82,32.42,32.332,41.9724,55.4581,UP,1
2019-09-23,32.04,31.55,32.09,41.477,55.3082,DOWN,0
2019-09-24,30.89,32.38,31.8,40.9554,55.16,UP,1
2019-09-25,30.94,30.9,31.582,40.4366,55.0201,DOWN,0
2019-09-26,29.61,30.13,31.06,39.9084,54.8738,UP,1
2019-09-27,29.78,29.9,30.652,39.3714,54.731,DOWN,0
2019-09-30,29.5,29.83,30.144,38.8428,54.5878,DOWN,0
2019-10-01,28.08,29.68,29.582,38.2786,54.4378,DOWN,0
2019-10-02,27.09,27.75,28.812,37.686,54.2894,UP,1
2019-10-03,27.24,27.1,28.338,37.1008,54.1482,UP,1
2019-10-04,27.27,27.29,27.836,36.5164,54.0086,DOWN,0
2019-10-07,26.95,27.19,27.326,35.9226,53.873,DOWN,0
2019-10-08,26.33,26.44,26.976,35.3204,53.741,UP,1
2019-10-09,26.39,26.73,26.836,34.714,53.6205,UP,1
2019-10-10,26.59,26.56,26.706,34.1304,53.5033,UP,1
2019-10-11,28.03,27.14,26.858,33.5884,53.3828,UP,1
2019-10-14,28.1,27.86,27.088,33.0846,53.2561,UP,1
2019-10-15,29.0,28.19,27.622,32.6474,53.1364,DOWN,0
2019-10-16,27.87,29.03,27.918,32.2118,53.0099,UP,1
2019-10-17,27.9,27.98,28.18,31.772,52.8769,DOWN,0
2019-10-18,26.44,27.88,27.862,31.2678,52.7356,UP,1
2019-10-21,27.51,26.92,27.744,31.0998,52.5865,UP,1
2019-10-22,27.73,27.5,27.49,30.976,52.4384,UP,1
2019-10-23,27.98,27.59,27.512,30.8538,52.2825,DOWN,0
2019-10-24,27.41,28.09,27.414,30.767,52.1236,UP,1
2019-10-25,28.31,27.36,27.788,30.721,51.962,DOWN,0
2019-10-28,28.09,28.4,27.904,30.647,51.797,DOWN,0
2019-10-29,27.86,27.92,27.93,30.5324,51.6352,DOWN,0
2019-10-30,27.69,27.96,27.872,30.4134,51.4701,DOWN,0
2019-10-31,27.67,27.74,27.924,30.2768,51.3019,UP,1
2019-11-01,28.37,27.75,27.936,30.1542,51.1341,UP,1
2019-11-04,29.56,28.97,28.23,30.0736,50.9688,UP,1
2019-11-05,29.64,29.79,28.586,30.0006,50.8079,DOWN,0
2019-11-06,29.06,29.48,28.86,29.9466,50.6431,UP,1
2019-11-07,29.54,29.52,29.234,29.901,50.4802,UP,1
2019-11-08,30.08,29.42,29.576,29.8434,50.3139,DOWN,0
2019-11-11,29.4,29.78,29.544,29.767,50.1463,UP,1
2019-11-12,35.25,31.47,30.666,29.8412,50.0102,DOWN,0
2019-11-13,34.6,34.9,31.774,29.8856,49.8623,UP,1
2019-11-14,35.83,34.7,33.032,29.9214,49.7209,UP,1
2019-11-15,37.23,36.24,34.462,29.9834,49.5815,DOWN,0
2019-11-18,37.05,37.1,35.992,30.0252,49.443,DOWN,0
2019-11-19,36.98,37.35,36.338,30.0442,49.3043,DOWN,0
2019-11-20,35.89,36.45,36.596,30.0322,49.1563,DOWN,0
2019-11-21,35.61,35.98,36.552,30.0948,49.0113,UP,1
2019-11-22,35.84,35.77,36.274,30.1576,48.8445,UP,1
2019-11-25,36.96,35.87,36.256,30.2318,48.6931,DOWN,0
2019-11-26,36.6,36.69,36.18,30.317,48.5408,UP,1
2019-11-27,36.94,36.78,36.39,30.4152,48.3895,UP,1
2019-11-29,37.33,36.79,36.734,30.5174,48.2497,DOWN,0
2019-12-02,36.27,37.35,36.82,30.6064,48.1038,UP,1
2019-12-03,36.9,35.06,36.808,30.7036,47.9591,DOWN,0
2019-12-04,36.37,37.08,36.762,30.8132,47.8088,DOWN,0
2019-12-05,36.3,36.36,36.634,30.9204,47.6597,UP,1
2019-12-06,37.36,36.64,36.64,31.0754,47.5132,DOWN,0
2019-12-09,36.36,37.36,36.658,31.207,47.3603,DOWN,0
2019-12-10,35.86,36.19,36.45,31.3342,47.2037,UP,1
2019-12-11,36.07,35.95,36.39,31.494,47.0494,UP,1
2019-12-12,37.4,35.96,36.61,31.7002,46.9071,UP,1
2019-12-13,37.52,37.56,36.642,31.9058,46.7584,DOWN,0
2019-12-16,37.02,37.86,36.774,32.1008,46.6134,DOWN,0
2019-12-17,36.92,36.93,36.986,32.3002,46.4726,UP,1
2019-12-18,37.64,37.03,37.3,32.5264,46.3395,UP,1
2019-12-19,37.76,37.51,37.372,32.7538,46.2064,DOWN,0
2019-12-20,37.58,38.15,37.384,32.9736,46.0733,DOWN,0
2019-12-23,37.52,37.61,37.484,33.1634,45.9337,DOWN,0
2019-12-24,37.41,37.66,37.582,33.3496,45.7952,DOWN,0
2019-12-26,37.2,37.49,37.494,33.5136,45.6537,DOWN,0
2019-12-27,36.65,37.32,37.272,33.6892,45.5103,DOWN,0
2019-12-30,36.58,36.7,37.072,33.8628,45.3645,UP,1
2019-12-31,37.59,36.38,37.086,34.0858,45.2219,DOWN,0
2020-01-02,36.76,38.03,36.956,34.2708,45.0738,DOWN,0
2020-01-03,35.23,36.11,36.562,34.4208,44.9226,UP,1
2020-01-06,35.33,34.81,36.298,34.5678,44.766,UP,1
2020-01-07,35.85,35.35,36.152,34.7366,44.6236,UP,1
2020-01-08,36.46,35.88,35.926,34.8996,44.4838,DOWN,0
2020-01-09,36.22,35.57,35.818,35.0622,44.3407,DOWN,0
2020-01-10,35.74,36.4,35.92,35.2198,44.1999,DOWN,0
2020-01-13,35.55,35.71,35.964,35.377,44.0561,DOWN,0
2020-01-14,35.01,35.49,35.796,35.5238,43.9096,DOWN,0
2020-01-15,34.64,34.77,35.432,35.6492,43.7546,UP,1
2020-01-16,35.34,34.83,35.256,35.7648,43.6104,UP,1
2020-01-17,35.6,35.43,35.228,35.884,43.4619,DOWN,0
2020-01-21,34.98,35.45,35.114,36.0024,43.3132,UP,1
