ticker,LW US Equity,LW US Equity,LW US Equity,LW US Equity,LW US Equity,Predictions,OneHotPred
2019-12-09,84.16,84.26,84.266,79.0892,70.6269,DOWN,0
2019-12-10,84.02,84.29,84.188,79.3152,70.702,UP,1
2019-12-11,84.38,84.27,84.238,79.5314,70.7784,DOWN,0
2019-12-12,84.11,84.36,84.178,79.7466,70.8524,DOWN,0
2019-12-13,84.1,83.89,84.154,79.871,70.9181,DOWN,0
2019-12-16,83.97,84.05,84.116,79.995,70.984,UP,1
2019-12-17,84.09,84.03,84.13,80.1586,71.0487,UP,1
2019-12-18,84.17,84.31,84.088,80.3106,71.1168,UP,1
2019-12-19,84.2,84.39,84.106,80.4754,71.1853,UP,1
2019-12-20,85.83,84.86,84.452,80.6638,71.2644,DOWN,0
2019-12-23,85.5,86.23,84.758,80.852,71.3408,DOWN,0
2019-12-24,85.14,85.56,84.968,81.038,71.418,UP,1
2019-12-26,86.15,85.18,85.364,81.251,71.4996,DOWN,0
2019-12-27,86.07,86.22,85.738,81.4478,71.589,DOWN,0
2019-12-30,85.45,85.96,85.662,81.6158,71.6687,UP,1
2019-12-31,86.03,85.52,85.768,81.797,71.7493,DOWN,0
2020-01-02,84.09,85.77,85.558,81.9424,71.8212,UP,1
2020-01-03,93.56,87.15,87.04,82.307,71.9422,DOWN,0
2020-01-06,90.7,92.45,87.966,82.6248,72.0407,UP,1
2020-01-07,91.21,90.55,89.118,82.957,72.1384,UP,1
2020-01-08,91.26,91.2,90.164,83.2822,72.2306,DOWN,0
2020-01-09,90.79,91.95,91.504,83.5774,72.3195,DOWN,0
2020-01-10,90.48,90.83,90.888,83.8466,72.4106,UP,1
2020-01-13,91.23,90.27,90.994,84.1162,72.4971,DOWN,0
2020-01-14,90.67,91.06,90.886,84.3688,72.5758,UP,1
2020-01-15,90.88,90.73,90.81,84.635,72.6603,UP,1
2020-01-16,91.0,90.94,90.852,84.9108,72.7435,DOWN,0
2020-01-17,90.5,91.21,90.856,85.1836,72.8306,UP,1
2020-01-21,91.2,90.52,90.85,85.4262,72.935,DOWN,0
2020-01-22,91.19,91.23,90.954,85.67,73.0328,DOWN,0
2020-01-23,90.89,90.95,90.956,85.9088,73.1229,DOWN,0
2020-01-24,90.69,91.09,90.894,86.1128,73.2117,DOWN,0
2020-01-27,90.43,90.64,90.88,86.319,73.3019,UP,1
2020-01-28,91.66,90.11,90.972,86.5322,73.402,UP,1
2020-01-29,92.05,91.6,91.144,86.7524,73.5067,UP,1
2020-01-30,92.12,91.53,91.39,86.936,73.6113,DOWN,0
2020-01-31,91.31,91.87,91.514,87.095,73.7196,UP,1
2020-02-03,91.75,91.67,91.778,87.255,73.8352,UP,1
2020-02-04,92.28,92.21,91.902,87.4308,73.9585,UP,1
2020-02-05,92.58,92.38,92.008,87.6256,74.0769,UP,1
2020-02-06,93.17,92.77,92.218,87.8308,74.1953,UP,1
2020-02-07,94.45,93.38,92.846,88.0512,74.3211,UP,1
2020-02-10,94.58,94.43,93.412,88.2658,74.448,UP,1
2020-02-11,95.13,94.61,93.982,88.488,74.5752,DOWN,0
2020-02-12,94.51,94.98,94.368,88.6986,74.705,UP,1
2020-02-13,95.09,94.6,94.752,88.9198,74.8302,UP,1
2020-02-14,95.17,95.14,94.896,89.135,74.9556,UP,1
2020-02-18,95.87,94.94,95.154,89.3698,75.1031,DOWN,0
2020-02-19,94.35,95.98,94.998,89.5686,75.2393,UP,1
2020-02-20,94.92,94.23,95.08,89.7826,75.3764,DOWN,0
2020-02-21,94.84,94.92,95.03,89.9962,75.5094,UP,1
2020-02-24,95.32,94.0,95.06,90.2222,75.6445,DOWN,0
2020-02-25,93.77,95.2,94.64,90.41,75.7702,DOWN,0
2020-02-26,92.54,94.01,94.278,90.5786,75.8956,DOWN,0
2020-02-27,89.45,92.1,93.184,90.6856,76.0102,DOWN,0
2020-02-28,86.89,88.1,91.594,90.744,76.1095,DOWN,0
2020-03-02,86.65,86.94,89.86,90.7952,76.2074,DOWN,0
2020-03-03,85.5,86.44,88.206,90.8218,76.3005,UP,1
2020-03-04,88.09,86.56,87.316,90.8996,76.4028,DOWN,0
2020-03-05,86.36,87.32,86.698,90.9102,76.4969,DOWN,0
2020-03-06,83.37,83.78,85.994,90.8676,76.587,DOWN,0
2020-03-09,73.38,79.76,83.34,90.6324,76.6356,DOWN,0
2020-03-10,72.73,75.0,80.786,90.364,76.6838,DOWN,0
2020-03-11,71.43,71.01,77.454,90.0712,76.7303,DOWN,0
2020-03-12,63.36,67.57,72.854,89.6294,76.7432,UP,1
2020-03-13,63.85,65.78,68.95,89.1858,76.7628,DOWN,0
2020-03-16,52.44,58.32,64.762,88.5528,76.7247,UP,1
2020-03-17,53.13,53.35,60.842,87.7442,76.6941,DOWN,0
2020-03-18,45.01,50.4,55.558,86.8304,76.618,UP,1
2020-03-19,48.81,43.07,52.648,85.9824,76.5559,DOWN,0
2020-03-20,47.63,49.45,49.404,85.1098,76.4823,UP,1
2020-03-23,47.71,46.06,48.458,84.2482,76.4089,UP,1
2020-03-24,55.04,49.86,48.84,83.5394,76.3791,UP,1
2020-03-25,56.33,55.0,51.104,82.8414,76.3537,UP,1
2020-03-26,58.84,56.89,53.11,82.2048,76.3383,DOWN,0
2020-03-27,57.25,56.51,55.034,81.5322,76.3177,UP,1
2020-03-30,57.64,57.77,57.02,80.865,76.2998,DOWN,0
2020-03-31,57.1,57.79,57.432,80.197,76.2768,DOWN,0
2020-04-01,51.0,52.0,56.366,79.393,76.2325,DOWN,0
2020-04-02,49.88,49.75,54.574,78.5668,76.1871,UP,1
2020-04-03,50.2,49.88,53.164,77.753,76.1315,UP,1
2020-04-06,51.82,52.71,52.0,76.9756,76.0839,UP,1
2020-04-07,55.1,54.52,51.6,76.269,76.0552,UP,1
2020-04-08,57.75,55.43,52.95,75.5908,76.0401,UP,1
2020-04-09,58.4,58.71,54.654,74.9178,76.0194,DOWN,0
2020-04-13,58.26,58.39,56.266,74.2406,75.9957,UP,1
2020-04-14,60.7,59.09,58.042,73.6284,75.9907,DOWN,0
2020-04-15,55.91,58.61,58.204,72.9116,75.9535,UP,1
2020-04-16,57.55,56.36,58.164,72.217,75.9286,UP,1
2020-04-17,59.92,59.3,58.468,71.5638,75.9151,DOWN,0
2020-04-20,57.51,59.24,58.318,70.8506,75.884,DOWN,0
2020-04-21,55.71,55.22,57.32,70.0758,75.8409,UP,1
2020-04-22,56.33,56.68,57.404,69.3108,75.8006,UP,1
2020-04-23,56.69,56.34,57.232,68.542,75.7586,UP,1
2020-04-24,57.78,57.09,56.804,67.8074,75.7165,UP,1
2020-04-27,58.55,57.94,57.012,67.0766,75.6714,UP,1
2020-04-28,60.16,59.86,57.902,66.3764,75.6425,UP,1
2020-04-29,64.89,61.42,59.614,65.7568,75.6351,DOWN,0
2020-04-30,61.36,63.43,60.548,65.097,75.608,DOWN,0
2020-05-01,58.35,60.54,60.662,64.3656,75.5643,DOWN,0
2020-05-04,57.7,57.68,60.492,63.6228,75.513,UP,1
2020-05-05,58.97,58.36,60.254,62.8958,75.465,UP,1
2020-05-06,59.0,59.13,59.076,62.2004,75.4222,DOWN,0
2020-05-07,55.42,59.69,57.888,61.458,75.381,UP,1
2020-05-08,61.54,56.98,58.526,60.8998,75.3713,DOWN,0
2020-05-11,59.66,60.75,58.918,60.3552,75.3456,DOWN,0
2020-05-12,58.23,60.11,58.77,59.7868,75.3134,DOWN,0
2020-05-13,54.78,57.96,57.926,59.1724,75.2595,DOWN,0
2020-05-14,54.51,53.8,57.744,58.5008,75.1944,DOWN,0
2020-05-15,52.09,54.21,55.854,57.8154,75.1192,UP,1
2020-05-18,56.37,54.03,55.196,57.2754,75.0683,DOWN,0
2020-05-19,55.86,56.1,54.722,56.925,75.0123,UP,1
2020-05-20,56.27,56.07,55.02,56.5958,74.9669,DOWN,0
2020-05-21,55.83,56.12,55.284,56.2838,74.9213,UP,1
2020-05-22,57.22,56.2,56.31,56.161,74.8793,UP,1
2020-05-26,60.7,59.72,57.176,56.098,74.8486,UP,1
2020-05-27,61.95,61.73,58.394,56.2882,74.823,DOWN,0
2020-05-28,59.62,62.58,59.064,56.418,74.7816,UP,1
2020-05-29,60.06,58.96,59.91,56.719,74.7454,UP,1
2020-06-01,61.59,60.92,60.784,56.9746,74.7194,UP,1
2020-06-02,61.77,62.81,60.998,57.2574,74.6887,UP,1
2020-06-03,64.78,62.74,61.564,57.5988,74.6686,UP,1
2020-06-04,65.81,64.35,62.802,57.8142,74.647,UP,1
2020-06-05,71.25,69.3,65.04,58.1126,74.662,UP,1
2020-06-08,74.58,71.32,67.638,58.4274,74.6927,DOWN,0
2020-06-09,71.9,73.38,69.664,58.7204,74.7047,DOWN,0
2020-06-10,70.52,71.34,70.812,58.978,74.7153,DOWN,0
2020-06-11,63.26,68.08,70.302,59.1012,74.6872,UP,1
2020-06-12,64.97,65.41,69.046,59.3806,74.6698,UP,1
2020-06-15,65.52,63.06,67.234,59.6934,74.6536,UP,1
2020-06-16,67.96,68.44,66.446,60.0486,74.6438,DOWN,0
2020-06-17,67.83,68.12,65.908,60.3688,74.631,DOWN,0
2020-06-18,67.79,66.77,66.814,60.6226,74.6131,DOWN,0
2020-06-19,66.2,68.9,67.06,60.7916,74.5822,DOWN,0
2020-06-22,65.85,66.07,67.126,60.9406,74.5525,UP,1
2020-06-23,66.54,66.55,66.842,61.1062,74.5291,DOWN,0
2020-06-24,63.05,65.47,65.886,61.1532,74.4891,UP,1
2020-06-25,63.86,62.33,65.1,61.3122,74.4555,DOWN,0
2020-06-26,62.53,63.69,64.366,61.4118,74.4103,UP,1
2020-06-29,63.26,63.24,63.848,61.4786,74.3668,UP,1
2020-06-30,63.93,63.42,63.326,61.607,74.3257,DOWN,0
2020-07-01,63.42,63.87,63.4,61.7612,74.2769,UP,1
2020-07-02,63.46,64.71,63.32,61.9038,74.2242,UP,1
2020-07-06,64.05,64.86,63.624,62.051,74.1757,DOWN,0
2020-07-07,63.05,63.58,63.582,62.1564,74.1228,DOWN,0
2020-07-08,61.85,62.65,63.166,62.2224,74.0644,DOWN,0
2020-07-09,59.96,61.28,62.474,62.2184,73.9935,UP,1
2020-07-10,63.01,59.94,62.384,62.1808,73.9393,UP,1
2020-07-13,63.8,63.68,62.334,62.2296,73.889,UP,1
2020-07-14,66.15,63.63,62.954,62.3856,73.8518,UP,1
2020-07-15,68.26,67.78,64.236,62.5968,73.8263,DOWN,0
2020-07-16,66.92,67.84,65.628,62.7558,73.7973,DOWN,0
2020-07-17,66.4,67.26,66.306,62.9038,73.7614,DOWN,0
2020-07-20,65.0,66.23,66.546,63.0954,73.7197,UP,1
2020-07-21,65.94,65.29,66.504,63.1834,73.66,UP,1
2020-07-22,68.16,65.76,66.484,63.3534,73.6119,UP,1
2020-07-23,68.72,67.94,66.844,63.5632,73.576,DOWN,0
2020-07-24,67.79,68.38,67.122,63.8234,73.5321,UP,1
2020-07-27,70.5,67.86,68.222,64.1432,73.5048,DOWN,0
2020-07-28,62.42,65.26,67.518,64.3498,73.4348,DOWN,0
2020-07-29,59.81,62.22,65.848,64.4186,73.3534,DOWN,0
2020-07-30,59.32,59.04,63.968,64.4878,73.2708,UP,1
2020-07-31,60.08,59.87,62.426,64.564,73.1937,UP,1
2020-08-03,60.13,60.24,60.352,64.65,73.1132,UP,1
2020-08-04,61.74,60.21,60.216,64.7404,73.0367,UP,1
2020-08-05,62.8,62.12,60.814,64.7824,72.9658,UP,1
2020-08-06,63.5,61.9,61.65,64.8134,72.8992,DOWN,0
2020-08-07,62.75,63.12,62.184,64.876,72.8363,UP,1
2020-08-10,64.57,63.01,63.072,64.9662,72.7851,DOWN,0
2020-08-11,64.21,65.41,63.566,65.0186,72.7332,UP,1
2020-08-12,64.38,64.87,63.882,65.0708,72.6801,UP,1
2020-08-13,64.69,64.03,64.12,65.069,72.6234,DOWN,0
2020-08-14,64.65,64.21,64.5,65.0458,72.5615,DOWN,0
2020-08-17,63.45,64.92,64.276,64.8898,72.49,DOWN,0
2020-08-18,63.28,63.46,64.09,64.6638,72.4162,UP,1
2020-08-19,64.06,63.4,64.026,64.507,72.3487,DOWN,0
2020-08-20,62.34,63.17,63.556,64.3434,72.2743,DOWN,0
2020-08-21,61.48,62.39,62.922,64.3078,72.1974,UP,1
2020-08-24,63.66,61.82,62.964,64.2816,72.1204,DOWN,0
2020-08-25,62.93,63.97,62.894,64.2298,72.04,DOWN,0
2020-08-26,61.45,62.46,62.372,64.0996,71.9525,UP,1
2020-08-27,62.45,62.06,62.394,63.992,71.8623,UP,1
2020-08-28,64.19,62.62,62.936,63.92,71.7827,DOWN,0
2020-08-31,62.85,63.97,62.774,63.853,71.6919,DOWN,0
2020-09-01,61.33,62.55,62.454,63.7626,71.5934,UP,1
2020-09-02,62.77,61.37,62.718,63.6872,71.4925,UP,1
2020-09-03,63.28,63.26,62.884,63.6918,71.3921,DOWN,0
2020-09-04,62.44,63.44,62.534,63.6634,71.2856,DOWN,0
2020-09-08,61.1,62.19,62.184,63.6348,71.1736,UP,1
2020-09-09,61.4,61.78,62.198,63.5976,71.0664,UP,1
2020-09-10,62.0,61.59,62.044,63.559,70.9619,UP,1
2020-09-11,63.33,62.0,62.054,63.5572,70.8614,UP,1
2020-09-14,65.61,63.54,62.688,63.6002,70.7702,UP,1
2020-09-15,67.25,65.65,63.918,63.6642,70.6863,UP,1
2020-09-16,68.19,67.04,65.276,63.767,70.6074,UP,1
2020-09-17,70.1,67.39,66.896,63.932,70.5377,DOWN,0
2020-09-18,68.34,69.85,67.898,64.0996,70.4574,DOWN,0
2020-09-21,65.01,67.09,67.778,64.1396,70.3618,DOWN,0
2020-09-22,63.57,64.77,67.042,64.135,70.2576,DOWN,0
2020-09-23,63.53,64.53,66.11,64.0826,70.1541,DOWN,0
2020-09-24,62.67,63.49,64.624,63.9708,70.0467,UP,1
2020-09-25,64.89,62.61,63.934,63.9302,69.951,UP,1
2020-09-28,66.77,65.74,64.286,63.9376,69.863,DOWN,0
2020-09-29,65.29,66.45,64.63,63.9434,69.7689,UP,1
2020-09-30,66.27,66.03,65.178,63.95,69.6797,UP,1
2020-10-01,66.67,66.84,65.978,63.9202,69.5932,UP,1
2020-10-02,67.93,65.6,66.586,63.9044,69.5124,UP,1
2020-10-05,69.55,68.35,67.142,63.9396,69.4393,UP,1
2020-10-06,70.16,70.0,68.116,63.9328,69.3691,UP,1
2020-10-07,72.21,72.0,69.304,64.1286,69.301,UP,1
2020-10-08,74.33,72.63,70.836,64.419,69.2452,DOWN,0
2020-10-09,73.21,74.56,71.892,64.6968,69.1855,DOWN,0
2020-10-12,72.62,73.45,72.506,64.9476,69.1179,DOWN,0
2020-10-13,71.96,71.95,72.866,65.1842,69.0473,UP,1
2020-10-14,72.13,71.91,72.85,65.392,68.9807,UP,1
2020-10-15,73.24,71.03,72.632,65.6008,68.9168,DOWN,0
2020-10-16,72.7,73.28,72.53,65.7848,68.8598,DOWN,0
2020-10-19,71.66,72.66,72.338,65.963,68.7503,UP,1
2020-10-20,71.89,72.34,72.324,66.1094,68.6563,DOWN,0
2020-10-21,71.34,72.02,72.166,66.252,68.5569,UP,1
2020-10-22,72.88,71.73,72.094,66.422,68.465,DOWN,0
2020-10-23,72.11,73.3,71.976,66.5704,68.3716,DOWN,0
2020-10-26,67.79,71.06,71.202,66.6332,68.2582,DOWN,0
2020-10-27,66.23,67.68,70.07,66.6888,68.1332,DOWN,0
2020-10-28,63.31,64.45,68.464,66.6894,67.9964,UP,1
2020-10-29,64.09,63.22,66.706,66.69,67.8624,DOWN,0
2020-10-30,63.45,64.09,64.974,66.7122,67.7247,UP,1
2020-11-02,65.67,64.52,64.55,66.796,67.6005,UP,1
2020-11-03,67.23,66.75,64.75,66.8674,67.4807,DOWN,0
2020-11-04,67.21,67.7,65.53,66.953,67.3608,UP,1
2020-11-05,67.76,67.91,66.264,67.0792,67.2451,DOWN,0
2020-11-06,66.39,67.78,66.852,67.158,67.1236,UP,1
2020-11-09,75.87,72.86,68.892,67.3916,67.0508,UP,1
2020-11-10,76.46,76.46,70.738,67.6638,66.9748,DOWN,0
2020-11-11,73.78,76.48,72.052,67.9128,66.8835,DOWN,0
2020-11-12,71.41,73.1,72.782,68.0856,66.7799,UP,1
2020-11-13,71.93,72.0,73.89,68.2586,66.683,UP,1
2020-11-16,74.23,74.26,73.562,68.4944,66.5954,UP,1
2020-11-17,74.5,73.44,73.17,68.7624,66.5065,DOWN,0
2020-11-18,73.24,74.62,73.062,68.9992,66.4098,DOWN,0
2020-11-19,71.6,72.49,73.1,69.1912,66.302,DOWN,0
2020-11-20,69.62,71.21,72.638,69.317,66.1778,UP,1
2020-11-23,70.07,70.04,71.806,69.4062,66.0553,UP,1
2020-11-24,71.98,71.53,71.302,69.5008,65.9395,UP,1
2020-11-25,73.26,71.96,71.306,69.6022,65.8333,DOWN,0
2020-11-27,73.19,73.02,71.624,69.664,65.7238,DOWN,0
2020-11-30,72.38,73.0,72.176,69.7448,65.6098,UP,1
2020-12-01,72.75,73.29,72.712,69.8996,65.4942,DOWN,0
2020-12-02,72.63,71.77,72.842,70.0808,65.3856,UP,1
2020-12-03,75.66,73.0,73.322,70.3234,65.2893,UP,1
2020-12-04,76.38,75.42,73.96,70.5976,65.197,UP,1
2020-12-07,76.6,78.5,74.804,70.8318,65.1034,UP,1
2020-12-08,77.5,75.79,75.754,71.0464,65.0221,DOWN,0
2020-12-09,77.4,77.8,76.708,71.2886,64.9464,DOWN,0
2020-12-10,76.39,76.58,76.854,71.491,64.8811,UP,1
2020-12-11,77.28,75.93,77.034,71.7032,64.833,DOWN,0
2020-12-14,76.54,77.83,77.022,71.8754,64.7825,UP,1
2020-12-15,76.87,76.98,76.896,72.0218,64.7393,DOWN,0
2020-12-16,76.09,76.7,76.634,72.1404,64.6793,UP,1
2020-12-17,78.64,76.59,77.084,72.269,64.6407,UP,1
2020-12-18,78.66,78.88,77.36,72.3556,64.6172,DOWN,0
2020-12-21,77.47,77.01,77.546,72.4408,64.6376,DOWN,0
2020-12-22,77.34,77.98,77.64,72.5352,64.6607,UP,1
2020-12-23,78.6,77.6,78.142,72.668,64.6965,DOWN,0
2020-12-24,77.65,78.44,77.944,72.7784,64.768,DOWN,0
2020-12-28,77.44,78.35,77.7,72.8624,64.8359,DOWN,0
2020-12-29,76.84,77.65,77.574,72.9452,64.9579,UP,1
2020-12-30,77.36,76.77,77.578,73.0592,65.0791,UP,1
2020-12-31,78.74,77.59,77.606,73.1962,65.2477,DOWN,0
2021-01-04,75.67,78.38,77.21,73.2828,65.382,DOWN,0
2021-01-05,75.39,75.83,76.8,73.333,65.5208,UP,1
2021-01-06,76.63,76.29,76.758,73.4234,65.6654,DOWN,0
2021-01-07,75.7,77.12,76.426,73.5816,65.7687,UP,1
2021-01-08,76.83,75.3,76.044,73.7936,65.8712,DOWN,0
2021-01-11,76.01,76.1,76.112,74.0476,65.9571,DOWN,0
2021-01-12,75.08,75.63,76.05,74.2674,66.0462,UP,1
2021-01-13,76.69,74.81,76.062,74.5322,66.1415,UP,1
2021-01-14,78.14,77.17,76.55,74.7816,66.2467,UP,1
2021-01-15,78.5,77.73,76.884,75.007,66.3842,DOWN,0
2021-01-19,77.09,79.22,77.1,75.2046,66.5202,UP,1
2021-01-20,77.37,76.95,77.558,75.3968,66.6561,DOWN,0
2021-01-21,77.07,77.33,77.634,75.6104,66.7823,UP,1
2021-01-22,78.15,77.08,77.636,75.656,66.8976,DOWN,0
2021-01-25,78.03,77.55,77.542,75.6874,66.999,DOWN,0
2021-01-26,76.93,78.61,77.51,75.7504,67.0916,DOWN,0
2021-01-27,73.38,75.64,76.712,75.7898,67.1672,UP,1
2021-01-28,76.91,74.34,76.68,75.8894,67.2483,DOWN,0
2021-01-29,74.7,76.29,75.99,75.8988,67.3422,UP,1
2021-02-01,75.6,75.16,75.504,75.9208,67.4325,UP,1
2021-02-02,77.84,76.5,75.686,76.0128,67.5221,UP,1
2021-02-03,78.54,77.17,76.718,76.1516,67.6272,UP,1
2021-02-04,79.22,78.79,77.18,76.3436,67.7448,UP,1
2021-02-05,79.5,80.0,78.14,76.5322,67.8606,UP,1
2021-02-08,79.71,79.53,78.962,76.6868,67.9757,DOWN,0
2021-02-09,78.77,79.8,79.148,76.797,68.0807,DOWN,0
2021-02-10,77.08,79.49,78.856,76.8748,68.1733,UP,1
2021-02-11,77.26,76.67,78.464,76.9724,68.2588,DOWN,0
2021-02-12,77.16,76.87,77.996,77.0606,68.3202,DOWN,0
2021-02-16,76.72,77.64,77.398,77.1424,68.397,UP,1
2021-02-17,77.09,76.6,77.062,77.171,68.4907,UP,1
2021-02-18,77.59,76.43,77.164,77.1952,68.5901,UP,1
2021-02-19,78.09,77.85,77.33,77.225,68.6857,UP,1
2021-02-22,80.75,77.88,78.048,77.29,68.7945,UP,1
2021-02-23,83.07,81.29,79.318,77.4034,68.9327,UP,1
2021-02-24,83.59,82.85,80.618,77.5474,69.043,DOWN,0
2021-02-25,80.35,83.55,81.17,77.6088,69.1464,DOWN,0
2021-02-26,79.77,80.86,81.506,77.6734,69.2541,UP,1
2021-03-01,81.27,80.95,81.61,77.7614,69.3866,UP,1
2021-03-02,81.34,81.25,81.264,77.8664,69.5207,UP,1
2021-03-03,83.13,81.17,81.172,77.9562,69.6759,DOWN,0
2021-03-04,82.76,83.13,81.654,78.0382,69.8079,UP,1
2021-03-05,85.8,83.7,82.86,78.2048,69.9576,DOWN,0
2021-03-08,84.3,86.33,83.466,78.344,70.0977,DOWN,0
2021-03-09,81.6,84.01,83.518,78.404,70.2266,DOWN,0
2021-03-10,80.69,81.71,83.03,78.4648,70.3439,DOWN,0
2021-03-11,80.54,80.56,82.586,78.5268,70.4431,UP,1
2021-03-12,80.72,81.05,81.57,78.6044,70.537,UP,1
2021-03-15,82.75,80.54,81.26,78.7122,70.6526,DOWN,0
2021-03-16,80.3,82.43,81.0,78.7434,70.7538,UP,1
2021-03-17,80.76,80.01,81.014,78.8452,70.8497,DOWN,0
2021-03-18,79.92,80.31,80.89,78.9358,70.9404,UP,1
2021-03-19,80.24,79.65,80.794,79.008,71.0177,DOWN,0
2021-03-22,79.25,79.97,80.094,79.079,71.0849,DOWN,0
2021-03-23,78.0,78.71,79.634,79.1024,71.1187,DOWN,0
2021-03-24,77.99,78.11,79.08,79.142,71.1357,UP,1
2021-03-25,79.8,77.91,79.056,79.2364,71.1752,UP,1
2021-03-26,80.64,80.4,79.136,79.3154,71.2258,DOWN,0
2021-03-29,79.19,79.65,79.124,79.3364,71.3055,DOWN,0
2021-03-30,78.92,79.19,79.308,79.3448,71.3752,DOWN,0
2021-03-31,77.48,78.55,79.206,79.3526,71.435,UP,1
2021-04-01,78.08,77.25,78.862,79.3668,71.4856,UP,1
2021-04-05,80.6,81.32,78.854,79.4374,71.5495,UP,1
2021-04-06,80.92,79.97,79.2,79.4928,71.6151,DOWN,0
2021-04-07,77.99,79.13,79.014,79.492,71.6741,DOWN,0
2021-04-08,77.62,75.85,79.042,79.5058,71.7329,DOWN,0
2021-04-09,77.41,77.51,78.908,79.5864,71.7873,UP,1
2021-04-12,78.69,77.47,78.526,79.622,71.8655,DOWN,0
2021-04-13,77.7,78.22,77.882,79.682,71.9347,DOWN,0
2021-04-14,77.52,77.63,77.788,79.7204,72.0096,UP,1
2021-04-15,78.73,78.09,78.01,79.7382,72.087,UP,1
2021-04-16,80.61,79.18,78.65,79.7796,72.1704,DOWN,0
2021-04-19,79.73,80.74,78.858,79.7898,72.2519,DOWN,0
2021-04-20,79.16,79.2,79.15,79.783,72.3304,UP,1
2021-04-21,80.87,79.46,79.82,79.8062,72.4145,DOWN,0
2021-04-22,80.12,80.94,80.098,79.8332,72.4999,UP,1
2021-04-23,81.34,80.49,80.244,79.9184,72.5973,UP,1
2021-04-26,81.61,81.75,80.62,80.0054,72.7056,DOWN,0
2021-04-27,80.46,81.42,80.88,80.0714,72.7928,DOWN,0
2021-04-28,79.68,80.62,80.642,80.1306,72.8722,UP,1
2021-04-29,80.59,80.0,80.736,80.2006,72.9444,DOWN,0
2021-04-30,80.5,80.49,80.568,80.2588,73.0056,UP,1
2021-05-03,81.29,80.67,80.504,80.3228,73.0775,DOWN,0
2021-05-04,78.86,81.39,80.184,80.285,73.1398,DOWN,0
2021-05-05,78.64,79.12,79.976,80.1964,73.208,DOWN,0
2021-05-06,78.05,78.64,79.468,80.0856,73.2685,UP,1
2021-05-07,78.97,77.76,79.162,80.058,73.3226,DOWN,0
2021-05-10,78.9,79.45,78.684,80.0406,73.3735,DOWN,0
2021-05-11,78.14,78.5,78.54,79.978,73.4252,DOWN,0
2021-05-12,76.75,77.98,78.162,79.8862,73.4565,UP,1
2021-05-13,78.4,76.63,78.232,79.7916,73.5364,UP,1
2021-05-14,78.79,78.91,78.196,79.7122,73.6313,DOWN,0
2021-05-17,77.68,77.84,77.952,79.5498,73.7231,DOWN,0
2021-05-18,77.48,77.87,77.82,79.4134,73.8101,DOWN,0
2021-05-19,77.14,76.99,77.898,79.3242,73.8951,UP,1
2021-05-20,77.56,77.33,77.73,79.2616,73.9742,UP,1
2021-05-21,80.24,79.44,78.02,79.2556,74.0614,UP,1
2021-05-24,80.43,80.41,78.57,79.2498,74.1461,DOWN,0
2021-05-25,80.25,80.36,79.124,79.1998,74.2336,UP,1
2021-05-26,80.68,80.54,79.832,79.2074,74.3141,DOWN,0
2021-05-27,80.25,80.93,80.37,79.1972,74.3943,UP,1
2021-05-28,82.49,80.57,80.82,79.2486,74.4849,UP,1
2021-06-01,83.96,83.23,81.526,79.323,74.5812,UP,1
2021-06-02,84.14,83.95,82.304,79.4208,74.6787,DOWN,0
2021-06-03,83.6,83.56,82.888,79.5328,74.7794,UP,1
2021-06-04,84.0,83.97,83.638,79.653,74.883,DOWN,0
