ticker,OKTA US Equity,OKTA US Equity,OKTA US Equity,OKTA US Equity,OKTA US Equity,Predictions,OneHotPred
2018-11-02,57.77,60.0,56.414,63.2458,49.8275,DOWN,0
2018-11-05,56.53,57.9,57.224,63.1774,49.9612,DOWN,0
2018-11-06,56.1,56.76,57.738,63.1092,50.0898,UP,1
2018-11-07,62.6,57.35,58.586,63.1518,50.2488,DOWN,0
2018-11-08,61.49,62.2,58.898,63.1428,50.4037,DOWN,0
2018-11-09,59.28,60.31,59.2,63.0946,50.5452,DOWN,0
2018-11-12,54.62,58.89,58.818,62.9504,50.6662,UP,1
2018-11-13,55.0,55.16,58.598,62.788,50.7922,DOWN,0
2018-11-14,54.86,55.87,57.05,62.6876,50.9193,UP,1
2018-11-15,58.02,54.58,56.356,62.644,51.0601,DOWN,0
2018-11-16,57.71,57.65,56.042,62.3598,51.2021,DOWN,0
2018-11-19,48.67,57.11,54.852,61.8916,51.3028,DOWN,0
2018-11-20,47.82,43.95,53.416,61.39,51.3977,UP,1
2018-11-21,51.69,48.98,52.782,60.9404,51.5092,UP,1
2018-11-23,52.05,50.2,51.588,60.5316,51.6266,UP,1
2018-11-26,55.03,52.72,51.052,60.1896,51.7574,DOWN,0
2018-11-27,53.48,54.53,52.014,59.869,51.8717,UP,1
2018-11-28,58.14,56.9,54.078,59.6344,52.0045,UP,1
2018-11-29,61.37,58.0,56.014,59.465,52.1418,UP,1
2018-11-30,63.65,61.76,58.334,59.318,52.2932,UP,1
2018-12-03,64.87,65.2,60.302,59.2454,52.4438,DOWN,0
2018-12-04,60.65,63.87,61.736,59.088,52.5679,UP,1
2018-12-06,66.95,60.1,63.498,59.0386,52.726,DOWN,0
2018-12-07,62.38,66.14,63.7,58.8944,52.8588,UP,1
2018-12-10,64.55,62.05,63.88,58.7772,52.9991,DOWN,0
2018-12-11,64.54,66.53,63.814,58.6608,53.1333,UP,1
2018-12-12,67.03,65.82,65.09,58.565,53.2797,UP,1
2018-12-13,67.27,66.01,65.154,58.5484,53.4231,DOWN,0
2018-12-14,66.81,66.29,66.04,58.5192,53.5752,DOWN,0
2018-12-17,60.45,65.33,65.22,58.4266,53.69,UP,1
2018-12-18,62.76,61.72,64.864,58.3796,53.8096,DOWN,0
2018-12-19,62.67,63.14,63.992,58.4068,53.9319,DOWN,0
2018-12-20,58.77,61.75,62.292,58.3884,54.03,DOWN,0
2018-12-21,54.59,59.17,59.848,58.3718,54.09,DOWN,0
2018-12-24,53.75,52.29,58.508,58.354,54.1602,UP,1
2018-12-26,59.82,54.25,57.92,58.3986,54.2608,UP,1
2018-12-27,61.41,58.44,57.668,58.4624,54.3654,UP,1
2018-12-28,61.61,62.75,58.236,58.4564,54.4749,UP,1
2018-12-31,63.8,62.66,60.078,58.4872,54.6002,DOWN,0
2019-01-02,63.26,61.1,61.98,58.5646,54.7237,DOWN,0
2019-01-03,59.56,61.8,61.928,58.6406,54.8315,UP,1
2019-01-04,63.15,61.21,62.276,58.7552,54.9523,UP,1
2019-01-07,66.27,64.0,63.208,58.9352,55.0861,UP,1
2019-01-08,68.9,67.15,64.228,59.2576,55.2346,DOWN,0
2019-01-09,68.78,68.86,65.332,59.5344,55.3866,UP,1
2019-01-10,68.84,68.0,67.188,59.8724,55.5318,DOWN,0
2019-01-11,68.41,68.87,68.24,60.191,55.6815,UP,1
2019-01-14,70.48,67.23,69.082,60.53,55.8426,UP,1
2019-01-15,72.44,70.48,69.79,60.8116,56.0055,UP,1
2019-01-16,72.86,73.45,70.606,61.0702,56.1747,UP,1
2019-01-17,76.4,72.56,72.118,61.4428,56.3618,UP,1
2019-01-18,77.9,77.29,74.016,61.8702,56.5535,DOWN,0
2019-01-22,77.22,76.82,75.364,62.2926,56.7447,UP,1
2019-01-23,78.27,78.0,76.53,62.606,56.9428,UP,1
2019-01-24,79.33,78.61,77.824,62.9628,57.1462,UP,1
2019-01-25,79.62,80.53,78.468,63.3696,57.3482,DOWN,0
2019-01-28,78.99,79.0,78.686,63.857,57.5414,DOWN,0
2019-01-29,77.11,79.36,78.664,64.2992,57.7232,UP,1
2019-01-30,78.91,78.78,78.792,64.7802,57.9148,UP,1
2019-01-31,82.43,79.5,79.412,65.2684,58.1239,UP,1
2019-02-01,83.56,82.21,80.2,65.7854,58.3339,DOWN,0
2019-02-04,81.38,81.63,80.678,66.4396,58.5331,UP,1
2019-02-05,82.11,81.25,81.678,67.1254,58.7383,DOWN,0
2019-02-06,81.46,82.0,82.188,67.7208,58.9357,DOWN,0
2019-02-07,80.67,80.61,81.836,68.2932,59.1225,UP,1
2019-02-08,83.17,79.59,81.758,68.856,59.3285,DOWN,0
2019-02-11,82.93,84.0,82.068,69.445,59.5332,UP,1
2019-02-12,84.62,83.72,82.57,69.9746,59.7424,DOWN,0
2019-02-13,83.6,85.0,82.998,70.4192,59.9517,UP,1
2019-02-14,85.2,83.0,83.904,70.8502,60.1636,DOWN,0
2019-02-15,84.76,85.71,84.222,71.248,60.3702,UP,1
2019-02-19,85.08,84.77,84.652,71.7366,60.5727,DOWN,0
2019-02-20,83.99,85.2,84.526,72.0774,60.765,DOWN,0
2019-02-21,82.07,83.99,84.22,72.4712,60.9465,UP,1
2019-02-22,84.17,82.7,84.014,72.8636,61.1321,UP,1
2019-02-25,84.23,85.02,83.908,73.2574,61.3145,DOWN,0
2019-02-26,83.75,84.02,83.642,73.5918,61.4869,UP,1
2019-02-27,85.25,83.79,83.894,73.9514,61.6611,DOWN,0
2019-02-28,84.88,85.15,84.456,74.3128,61.833,UP,1
2019-03-01,86.43,86.65,84.908,74.8324,62.0244,DOWN,0
2019-03-04,79.56,86.5,83.974,75.1684,62.1796,UP,1
2019-03-05,80.11,79.96,83.246,75.5172,62.3352,DOWN,0
2019-03-06,79.98,80.0,82.192,75.9414,62.489,UP,1
2019-03-07,81.21,79.98,81.458,76.4738,62.6464,DOWN,0
2019-03-08,78.43,74.79,79.858,76.9674,62.7859,UP,1
2019-03-11,80.93,78.75,80.132,77.3896,62.948,DOWN,0
2019-03-12,80.63,80.74,80.236,77.774,63.1035,DOWN,0
2019-03-13,80.47,81.0,80.334,78.1512,63.2525,UP,1
2019-03-14,82.88,81.99,80.668,78.5328,63.4075,DOWN,0
2019-03-15,79.21,82.46,80.824,78.8518,63.5352,UP,1
2019-03-18,82.87,83.15,81.212,79.318,63.6728,DOWN,0
2019-03-19,81.19,83.55,81.324,79.6788,63.7977,UP,1
2019-03-20,81.77,80.93,81.584,79.9888,63.9198,UP,1
2019-03-21,85.47,81.68,82.102,80.3202,64.0603,DOWN,0
2019-03-22,81.05,84.62,82.47,80.5656,64.1927,UP,1
2019-03-25,82.16,80.9,82.328,80.832,64.3328,UP,1
2019-03-26,83.5,82.57,82.79,81.1338,64.4959,DOWN,0
2019-03-27,80.76,83.75,82.588,81.3394,64.6433,UP,1
2019-03-28,81.31,81.0,81.756,81.5168,64.7918,UP,1
2019-03-29,82.73,82.28,82.092,81.7142,64.9407,UP,1
2019-04-01,84.23,83.62,82.506,81.8708,65.0989,UP,1
2019-04-02,85.79,84.0,82.964,82.0286,65.2638,UP,1
2019-04-03,89.35,86.0,84.682,82.2712,65.4382,DOWN,0
2019-04-04,85.39,89.27,85.498,82.4136,65.5901,UP,1
2019-04-05,86.83,86.22,86.318,82.5636,65.7596,UP,1
2019-04-08,87.64,86.45,87.0,82.724,65.9294,UP,1
2019-04-09,92.65,87.38,88.372,82.9972,66.1265,UP,1
2019-04-10,92.76,91.8,89.054,83.3102,66.3309,UP,1
2019-04-11,95.02,93.35,90.98,83.6324,66.5609,UP,1
2019-04-12,95.24,95.32,92.662,83.8886,66.7892,UP,1
2019-04-15,95.69,95.07,94.272,84.1312,67.0261,DOWN,0
2019-04-16,94.22,96.1,94.586,84.388,67.2453,DOWN,0
2019-04-17,92.2,94.76,94.474,84.5898,67.4545,DOWN,0
2019-04-18,91.94,91.01,93.858,84.7994,67.6571,UP,1
2019-04-22,95.51,91.57,93.912,85.0962,67.8805,UP,1
2019-04-23,101.05,96.05,94.984,85.4538,68.1278,UP,1
2019-04-24,101.73,101.69,96.486,85.8298,68.3736,DOWN,0
2019-04-25,101.65,102.4,98.376,86.1704,68.6226,UP,1
2019-04-26,102.99,101.19,100.586,86.5582,68.8829,UP,1
2019-04-29,103.4,103.8,102.164,86.9222,69.1441,UP,1
2019-04-30,104.03,103.28,102.76,87.3076,69.3909,DOWN,0
2019-05-01,102.15,105.0,102.844,87.649,69.6309,UP,1
2019-05-02,103.64,101.55,103.242,88.042,69.8788,UP,1
2019-05-03,106.07,104.65,103.858,88.522,70.13,UP,1
2019-05-06,107.79,102.16,104.736,88.9944,70.3872,DOWN,0
2019-05-07,105.11,106.68,104.952,89.412,70.6328,UP,1
2019-05-08,105.58,104.36,105.638,89.8486,70.8791,UP,1
2019-05-09,106.39,104.0,106.188,90.2714,71.1253,DOWN,0
2019-05-10,105.59,105.7,106.092,90.6856,71.3776,DOWN,0
2019-05-13,100.06,101.45,104.546,90.9582,71.591,UP,1
2019-05-14,103.83,101.52,104.29,91.4436,71.8212,UP,1
2019-05-15,106.13,103.01,104.4,91.964,72.0763,UP,1
2019-05-16,109.71,106.8,105.064,92.5586,72.3758,UP,1
2019-05-17,110.93,108.64,106.132,93.153,72.6822,DOWN,0
2019-05-20,108.87,109.82,107.894,93.7618,72.9665,UP,1
2019-05-21,109.65,110.0,109.058,94.3362,73.2418,UP,1
2019-05-22,109.69,110.26,109.77,94.9174,73.5256,DOWN,0
2019-05-23,107.98,108.01,109.424,95.4676,73.7886,UP,1
2019-05-24,109.63,109.1,109.164,96.0026,74.0624,DOWN,0
2019-05-28,108.6,109.09,109.11,96.5904,74.3309,DOWN,0
2019-05-29,105.49,107.2,108.278,97.0428,74.5748,UP,1
2019-05-30,106.6,106.1,107.66,97.551,74.8272,UP,1
2019-05-31,113.22,114.5,108.708,98.18,75.1187,DOWN,0
2019-06-03,109.03,114.44,108.588,98.6512,75.3861,UP,1
2019-06-04,113.99,111.12,109.666,99.31,75.6838,UP,1
2019-06-05,119.49,115.1,112.466,100.0566,76.0069,UP,1
2019-06-06,123.57,119.21,115.86,100.858,76.3486,UP,1
2019-06-07,127.31,124.81,118.678,101.789,76.705,UP,1
2019-06-10,129.92,130.51,122.856,102.7612,77.0742,DOWN,0
2019-06-11,127.35,130.84,125.528,103.6536,77.4247,UP,1
2019-06-12,129.61,127.87,127.552,104.5612,77.7802,UP,1
2019-06-13,130.35,130.0,128.908,105.4524,78.1322,DOWN,0
2019-06-14,128.95,129.83,129.236,106.2444,78.4794,DOWN,0
2019-06-17,127.8,129.31,128.812,107.0926,78.816,UP,1
2019-06-18,128.73,129.8,129.088,107.9306,79.15,UP,1
2019-06-19,132.4,129.73,129.646,108.8258,79.5035,UP,1
2019-06-20,133.38,135.0,130.252,109.6404,79.8613,DOWN,0
2019-06-21,131.15,133.0,130.692,110.4082,80.2014,DOWN,0
2019-06-24,125.0,130.86,130.132,111.0078,80.527,DOWN,0
2019-06-25,121.0,125.83,128.586,111.523,80.831,DOWN,0
2019-06-26,119.72,122.4,126.05,112.0036,81.07,UP,1
2019-06-27,122.74,120.0,123.922,112.574,81.3233,UP,1
2019-06-28,123.51,123.39,122.394,113.2002,81.5764,DOWN,0
2019-07-01,122.42,126.0,121.878,113.8098,81.8176,UP,1
2019-07-02,125.98,122.89,122.874,114.4192,82.0851,UP,1
2019-07-03,127.5,126.55,124.43,114.9482,82.3619,UP,1
2019-07-05,127.71,125.73,125.424,115.4678,82.6529,UP,1
2019-07-08,130.08,126.45,126.738,116.0364,82.954,UP,1
2019-07-09,133.9,129.63,129.034,116.6546,83.2743,UP,1
2019-07-10,135.48,134.77,130.934,117.2962,83.5967,UP,1
2019-07-11,136.61,136.03,132.756,117.9478,83.9372,DOWN,0
2019-07-12,135.29,136.59,134.272,118.6106,84.2711,UP,1
2019-07-15,138.07,136.11,135.87,119.2992,84.6143,DOWN,0
2019-07-16,134.85,138.05,136.06,119.8748,84.9406,UP,1
2019-07-17,138.02,136.0,136.568,120.4794,85.2787,UP,1
2019-07-18,138.66,137.51,136.978,121.1504,85.6202,DOWN,0
2019-07-19,136.19,140.0,137.158,121.7626,85.942,UP,1
2019-07-22,137.12,137.3,136.968,122.3772,86.2871,DOWN,0
2019-07-23,135.64,137.97,137.126,122.9782,86.624,UP,1
2019-07-24,137.02,135.02,136.926,123.7174,86.9837,DOWN,0
2019-07-25,136.62,136.98,136.518,124.3732,87.3412,UP,1
2019-07-26,140.53,137.63,137.386,125.0612,87.7373,DOWN,0
2019-07-29,132.63,141.01,136.488,125.5196,88.102,DOWN,0
2019-07-30,131.99,131.2,135.758,125.9408,88.4849,DOWN,0
2019-07-31,130.83,132.75,134.52,126.38,88.8658,UP,1
2019-08-01,133.08,132.0,133.812,126.8486,89.2433,DOWN,0
2019-08-02,132.57,134.46,132.22,127.3062,89.615,DOWN,0
2019-08-05,126.27,128.01,130.948,127.672,89.9368,UP,1
2019-08-06,129.93,128.06,130.536,128.078,90.2752,UP,1
2019-08-07,132.39,128.1,130.848,128.5538,90.6402,UP,1
2019-08-08,136.17,133.85,131.466,129.1674,91.0422,DOWN,0
2019-08-09,134.2,134.0,131.792,129.7194,91.4261,DOWN,0
2019-08-12,130.5,132.91,132.638,130.065,91.7923,UP,1
2019-08-13,133.14,129.75,133.28,130.5472,92.1941,DOWN,0
2019-08-14,126.87,130.89,132.176,130.8048,92.5537,UP,1
2019-08-15,127.36,128.14,130.414,130.9622,92.9308,UP,1
2019-08-16,128.18,129.25,129.21,131.0544,93.3093,DOWN,0
2019-08-19,125.84,130.0,128.278,131.025,93.6709,UP,1
2019-08-20,131.74,125.62,127.998,131.0614,94.0378,UP,1
2019-08-21,137.07,133.1,130.038,131.2558,94.4235,DOWN,0
2019-08-22,133.87,136.56,131.34,131.341,94.804,DOWN,0
2019-08-23,132.46,134.5,132.196,131.3832,95.1836,UP,1
2019-08-26,133.44,134.94,133.716,131.473,95.5703,UP,1
2019-08-27,135.07,134.8,134.382,131.6184,95.9327,DOWN,0
2019-08-28,133.17,134.5,133.602,131.7072,96.2911,DOWN,0
2019-08-29,127.18,130.75,132.264,131.6028,96.6306,DOWN,0
2019-08-30,126.5,126.92,131.072,131.4652,96.99,UP,1
2019-09-03,128.19,126.0,130.022,131.406,97.3559,DOWN,0
2019-09-04,127.94,127.95,128.596,131.4648,97.7213,DOWN,0
2019-09-05,124.25,127.44,126.812,131.5298,98.0525,DOWN,0
2019-09-06,121.25,125.2,125.626,131.5604,98.3702,DOWN,0
2019-09-09,109.26,121.88,122.178,131.2908,98.6731,DOWN,0
2019-09-10,107.22,106.9,117.984,130.965,98.9701,DOWN,0
2019-09-11,106.58,107.22,113.712,130.6482,99.2446,DOWN,0
2019-09-12,106.37,108.29,110.136,130.256,99.5162,DOWN,0
2019-09-13,102.09,106.0,106.304,129.7478,99.7515,UP,1
2019-09-16,103.79,100.9,105.21,129.2694,100.003,UP,1
2019-09-17,105.66,103.71,104.898,128.781,100.2406,DOWN,0
2019-09-18,103.63,104.8,104.308,128.1756,100.4519,DOWN,0
2019-09-19,103.5,104.17,103.734,127.536,100.6512,UP,1
2019-09-20,106.16,104.37,104.548,126.927,100.8576,DOWN,0
2019-09-23,105.12,106.43,104.814,126.3236,101.08,DOWN,0
2019-09-24,102.39,105.4,104.16,125.61,101.2572,UP,1
2019-09-25,102.67,102.1,103.968,124.9664,101.4586,DOWN,0
2019-09-26,102.11,103.3,103.69,124.2482,101.6464,DOWN,0
2019-09-27,97.06,102.38,101.87,123.4162,101.809,UP,1
2019-09-30,98.46,96.91,100.538,122.6616,101.9662,UP,1
2019-10-01,103.69,98.46,100.798,121.993,102.1483,DOWN,0
2019-10-02,103.06,102.17,100.876,121.3414,102.3295,UP,1
2019-10-03,114.15,105.15,103.284,120.884,102.598,UP,1
2019-10-04,116.53,114.7,107.178,120.4822,102.8669,UP,1
2019-10-07,119.07,115.39,111.3,120.053,103.1489,DOWN,0
2019-10-08,115.19,117.86,113.6,119.7042,103.431,UP,1
2019-10-09,118.21,116.01,116.63,119.4286,103.7491,DOWN,0
2019-10-10,114.57,117.0,116.714,119.1034,104.0532,UP,1
2019-10-11,116.24,115.86,116.656,118.7666,104.3353,DOWN,0
2019-10-14,115.77,117.95,115.996,118.4306,104.6071,UP,1
2019-10-15,115.86,116.15,116.13,118.2224,104.8783,DOWN,0
2019-10-16,106.4,112.74,113.768,117.7518,105.0913,DOWN,0
2019-10-17,104.99,107.0,111.852,117.2038,105.3,DOWN,0
2019-10-18,98.56,104.5,108.316,116.4516,105.495,UP,1
2019-10-21,101.16,98.53,105.394,115.7908,105.685,DOWN,0
2019-10-22,99.29,102.22,102.08,115.1666,105.8501,UP,1
2019-10-23,100.79,98.35,100.958,114.5196,106.0096,UP,1
2019-10-24,108.0,102.38,101.56,114.1422,106.2057,DOWN,0
2019-10-25,107.99,106.94,103.446,113.7548,106.4014,DOWN,0
2019-10-28,107.25,108.4,104.664,113.3362,106.5956,UP,1
2019-10-29,107.46,107.61,106.298,112.9686,106.7805,UP,1
2019-10-30,112.31,109.0,108.602,112.58,106.9799,DOWN,0
2019-10-31,109.07,111.71,108.816,112.02,107.1609,UP,1
2019-11-01,111.07,109.56,109.432,111.564,107.3343,DOWN,0
2019-11-04,107.27,112.0,109.436,111.0602,107.4811,DOWN,0
2019-11-05,106.8,107.59,109.304,110.5274,107.629,UP,1
2019-11-06,108.23,106.9,108.488,109.9906,107.7788,DOWN,0
2019-11-07,105.22,107.45,107.718,109.4316,107.9083,UP,1
2019-11-08,109.66,106.0,107.436,109.0812,108.0585,UP,1
2019-11-11,110.9,109.1,108.162,108.7692,108.218,UP,1
2019-11-12,113.46,111.11,109.494,108.4746,108.3998,UP,1
2019-11-13,116.7,114.31,111.188,108.2498,108.5887,DOWN,0
2019-11-14,115.96,116.71,113.336,108.084,108.7564,UP,1
2019-11-15,117.52,116.78,114.908,108.0094,108.9262,UP,1
2019-11-18,121.15,115.0,116.958,108.2472,109.125,UP,1
2019-11-19,126.08,122.89,119.482,108.6244,109.3449,UP,1
2019-11-20,129.41,126.0,122.024,109.081,109.5846,DOWN,0
2019-11-21,127.88,129.49,124.408,109.5112,109.8207,DOWN,0
2019-11-22,127.67,128.58,126.438,110.0228,110.0432,UP,1
2019-11-25,128.62,128.39,127.932,110.5194,110.2716,UP,1
2019-11-26,130.32,129.66,128.78,111.0126,110.5001,DOWN,0
2019-11-27,129.96,130.02,128.89,111.5392,110.7319,DOWN,0
2019-11-29,129.78,130.0,129.27,112.0648,110.9548,DOWN,0
2019-12-02,121.95,129.24,128.126,112.3806,111.1408,UP,1
2019-12-03,124.79,118.46,127.36,112.774,111.3393,DOWN,0
2019-12-04,121.85,125.89,125.666,113.1632,111.5286,DOWN,0
2019-12-05,119.16,121.14,123.506,113.493,111.7141,DOWN,0
2019-12-06,118.31,119.36,121.212,113.817,111.8848,UP,1
2019-12-09,121.02,118.29,121.026,114.2962,112.0687,DOWN,0
2019-12-10,119.61,121.5,119.99,114.7192,112.248,DOWN,0
2019-12-11,117.65,120.46,119.15,114.9984,112.41,DOWN,0
2019-12-12,113.25,117.75,117.968,115.2022,112.5519,UP,1
2019-12-13,116.69,113.88,117.644,115.253,112.7032,DOWN,0
2019-12-16,116.23,116.99,116.686,115.247,112.8865,DOWN,0
2019-12-17,114.1,116.89,115.584,115.1476,113.0565,UP,1
2019-12-18,115.4,114.64,115.134,115.1518,113.2336,UP,1
2019-12-19,115.75,115.83,115.634,115.1026,113.4063,UP,1
2019-12-20,116.22,116.25,115.54,115.1356,113.5952,UP,1
2019-12-23,118.09,116.68,115.912,115.1726,113.781,UP,1
2019-12-24,119.02,118.09,116.896,115.2376,113.973,UP,1
2019-12-26,120.4,120.32,117.896,115.3284,114.1726,DOWN,0
2019-12-27,119.92,121.46,118.73,115.5988,114.3578,DOWN,0
2019-12-30,114.3,118.94,118.346,115.785,114.5333,UP,1
2019-12-31,115.37,113.21,117.802,116.1212,114.6958,UP,1
2020-01-02,117.31,116.75,117.46,116.4442,114.8764,UP,1
2020-01-03,118.29,114.6935,117.038,116.8242,115.059,UP,1
2020-01-06,123.43,116.94,117.74,117.277,115.2488,DOWN,0
2020-01-07,122.89,123.9,119.458,117.5748,115.458,UP,1
2020-01-08,125.55,123.31,121.494,117.926,115.6749,UP,1
2020-01-09,128.52,127.36,123.736,118.3514,115.9,UP,1
2020-01-10,129.39,128.52,125.956,118.79,116.1432,UP,1
2020-01-13,131.16,130.07,127.502,119.167,116.3924,DOWN,0
2020-01-14,129.03,131.16,128.73,119.5662,116.6239,DOWN,0
2020-01-15,128.57,130.0,129.334,119.9162,116.8456,DOWN,0
2020-01-16,128.4,130.17,129.31,120.3388,117.0587,DOWN,0
2020-01-17,125.83,128.34,128.598,120.7194,117.2411,DOWN,0
2020-01-21,125.26,125.92,127.418,121.06,117.4404,DOWN,0
2020-01-22,125.02,127.01,126.616,121.456,117.6314,UP,1
2020-01-23,127.84,126.09,126.47,121.8196,117.8324,UP,1
2020-01-24,129.66,129.34,126.722,122.1948,118.0174,DOWN,0
2020-01-27,125.82,126.49,126.72,122.442,118.1827,UP,1
2020-01-28,127.47,126.8,127.162,122.6574,118.345,UP,1
2020-01-29,129.0,129.0,127.958,122.9182,118.5138,UP,1
2020-01-30,132.94,129.14,128.978,123.2266,118.7,DOWN,0
2020-01-31,128.05,133.01,128.656,123.3646,118.8692,UP,1
2020-02-03,129.35,128.75,129.362,123.43,119.0549,UP,1
2020-02-04,134.76,130.65,130.82,123.537,119.269,DOWN,0
2020-02-05,129.67,135.01,130.954,123.5728,119.4398,UP,1
2020-02-06,130.09,130.45,130.384,123.6212,119.585,UP,1
2020-02-07,132.79,130.26,131.332,123.7046,119.7403,UP,1
2020-02-10,135.76,132.6,132.614,123.8134,119.9109,UP,1
2020-02-11,137.27,136.5,133.116,123.9596,120.0823,UP,1
2020-02-12,137.58,137.18,134.698,124.1156,120.2532,DOWN,0
2020-02-13,135.31,137.25,135.742,124.3828,120.4096,UP,1
2020-02-14,137.03,136.0,136.59,124.6276,120.584,UP,1
2020-02-18,137.9,137.0,137.018,124.9486,120.7553,UP,1
2020-02-19,139.5,138.65,137.464,125.3554,120.9224,DOWN,0
2020-02-20,138.55,139.5,137.658,125.7602,121.0762,DOWN,0
2020-02-21,133.59,137.06,137.314,126.0116,121.2186,DOWN,0
2020-02-24,126.8,123.91,135.268,126.1554,121.3247,DOWN,0
2020-02-25,122.97,129.44,132.282,126.2618,121.4076,UP,1
2020-02-26,127.82,124.05,129.946,126.5532,121.5188,DOWN,0
2020-02-27,123.83,124.46,127.002,126.696,121.6376,UP,1
2020-02-28,128.06,118.69,125.896,126.9326,121.7588,UP,1
2020-03-02,133.43,130.05,127.222,127.3192,121.8953,DOWN,0
2020-03-03,131.34,133.91,128.896,127.638,122.0034,DOWN,0
2020-03-04,131.34,131.0,129.6,127.9498,122.1055,DOWN,0
2020-03-05,129.05,129.9,130.644,128.2064,122.2064,DOWN,0
2020-03-06,125.97,129.15,130.226,128.364,122.288,DOWN,0
2020-03-09,114.85,113.68,126.51,128.2806,122.3138,UP,1
2020-03-10,119.21,118.53,124.084,128.2568,122.3699,DOWN,0
2020-03-11,114.75,116.54,120.766,128.1534,122.3955,DOWN,0
2020-03-12,106.08,104.62,116.172,127.989,122.3829,UP,1
2020-03-13,107.29,110.3,112.436,127.8274,122.3919,DOWN,0
2020-03-16,96.08,95.24,108.682,127.4028,122.3393,UP,1
2020-03-17,109.11,97.37,106.662,127.2192,122.3188,DOWN,0
2020-03-18,102.06,101.01,104.124,126.7918,122.2839,UP,1
2020-03-19,113.95,105.63,105.698,126.613,122.2837,UP,1
2020-03-20,115.45,115.45,107.33,126.411,122.2635,UP,1
2020-03-23,118.4,115.2,111.794,126.2086,122.2377,UP,1
2020-03-24,123.97,122.9,114.766,126.1002,122.221,DOWN,0
