ticker,OTIS US Equity,OTIS US Equity,OTIS US Equity,OTIS US Equity,OTIS US Equity,Predictions,OneHotPred
2021-08-17,90.74,91.43,90.786,85.1966,72.657,DOWN,0
2021-08-18,90.5,90.47,90.8,85.3896,72.8031,DOWN,0
2021-08-19,90.2,89.57,90.8,85.5786,72.9434,DOWN,0
2021-08-20,90.02,89.83,90.672,85.7706,73.08,DOWN,0
2021-08-23,89.92,90.54,90.276,85.9582,73.2181,UP,1
2021-08-24,90.37,89.86,90.202,86.1496,73.3568,UP,1
2021-08-25,91.13,90.77,90.328,86.3524,73.4945,UP,1
2021-08-26,91.81,90.92,90.65,86.576,73.6361,UP,1
2021-08-27,92.01,92.11,91.048,86.8068,73.7674,UP,1
2021-08-30,92.37,92.01,91.538,87.0642,73.8987,DOWN,0
2021-08-31,92.22,92.37,91.908,87.2878,74.0298,DOWN,0
2021-09-01,91.5,92.19,91.982,87.4904,74.1595,UP,1
2021-09-02,92.06,91.9,92.032,87.7152,74.2828,DOWN,0
2021-09-03,91.82,91.89,91.994,87.9242,74.4059,DOWN,0
2021-09-07,89.38,91.57,91.396,88.0788,74.5197,UP,1
2021-09-08,90.72,89.13,91.096,88.26,74.6425,DOWN,0
2021-09-09,90.48,90.84,90.892,88.428,74.7633,UP,1
2021-09-10,90.55,91.03,90.59,88.6036,74.8798,DOWN,0
2021-09-13,89.95,91.33,90.216,88.761,74.9925,UP,1
2021-09-14,90.36,90.21,90.412,88.915,75.1074,DOWN,0
2021-09-15,90.35,90.58,90.338,89.077,75.2225,DOWN,0
2021-09-16,88.2,90.35,89.882,89.1594,75.3288,DOWN,0
2021-09-17,85.02,87.26,88.776,89.198,75.4197,DOWN,0
2021-09-20,83.18,84.0,87.422,89.1852,75.5072,DOWN,0
2021-09-21,82.0,83.32,85.75,89.1488,75.5897,UP,1
2021-09-22,84.29,83.86,84.538,89.164,75.6854,UP,1
2021-09-23,85.74,84.53,84.046,89.1832,75.7898,DOWN,0
2021-09-24,84.86,85.42,84.014,89.1758,75.8836,DOWN,0
2021-09-27,84.23,84.55,84.224,89.162,75.9773,DOWN,0
2021-09-28,83.71,83.57,84.566,89.155,76.0758,DOWN,0
2021-09-29,83.32,83.9,84.372,89.0994,76.1738,DOWN,0
2021-09-30,82.28,83.88,83.68,89.0088,76.2713,UP,1
2021-10-01,82.5,82.66,83.208,88.9122,76.3601,DOWN,0
2021-10-04,81.91,82.11,82.744,88.78,76.4435,UP,1
2021-10-05,83.36,82.28,82.674,88.666,76.5313,DOWN,0
2021-10-06,82.87,82.79,82.584,88.559,76.6176,UP,1
2021-10-07,84.38,83.94,83.004,88.488,76.7088,DOWN,0
2021-10-08,83.45,83.91,83.194,88.3796,76.799,DOWN,0
2021-10-11,81.62,83.23,83.136,88.221,76.8789,UP,1
2021-10-12,81.94,81.81,82.852,88.0612,76.9597,DOWN,0
2021-10-13,81.28,82.24,82.534,87.8612,77.0361,UP,1
2021-10-14,83.41,81.96,82.34,87.7134,77.1247,UP,1
2021-10-15,84.1,83.92,82.47,87.5808,77.2116,DOWN,0
2021-10-18,83.32,83.66,82.81,87.4444,77.2904,UP,1
2021-10-19,84.42,84.0,83.306,87.3382,77.3846,UP,1
2021-10-20,85.46,84.63,84.142,87.25,77.4864,DOWN,0
2021-10-21,85.35,84.18,84.53,87.1484,77.5786,UP,1
2021-10-22,85.63,85.86,84.836,87.057,77.6678,DOWN,0
2021-10-25,81.86,81.09,84.544,86.881,77.743,DOWN,0
2021-10-26,80.27,82.335,83.714,86.6484,77.8125,DOWN,0
2021-10-27,79.72,80.67,82.566,86.428,77.885,UP,1
2021-10-28,79.92,79.6,81.48,86.2164,77.9647,UP,1
2021-10-29,80.31,79.56,80.416,86.0186,78.0416,UP,1
2021-11-01,80.92,80.46,80.228,85.8366,78.1185,UP,1
2021-11-02,81.11,81.33,80.396,85.6604,78.1972,DOWN,0
2021-11-03,80.61,81.28,80.574,85.4652,78.2743,UP,1
2021-11-04,81.84,80.94,80.958,85.2794,78.3659,DOWN,0
2021-11-05,81.71,82.13,81.238,85.0774,78.4501,UP,1
2021-11-08,82.24,82.11,81.502,84.882,78.5402,UP,1
2021-11-09,83.54,82.4,81.988,84.7054,78.6403,DOWN,0
2021-11-10,83.36,83.95,82.538,84.5282,78.7459,UP,1
2021-11-11,83.4,83.45,82.85,84.3662,78.8438,UP,1
2021-11-12,85.63,83.94,83.634,84.2376,78.9487,DOWN,0
2021-11-15,84.16,85.5,84.018,84.0844,79.0467,UP,1
2021-11-16,84.52,84.56,84.214,83.9872,79.1461,UP,1
2021-11-17,85.57,84.36,84.656,83.8842,79.2537,UP,1
2021-11-18,86.23,84.79,85.222,83.7992,79.3684,UP,1
2021-11-19,86.26,86.44,85.348,83.7134,79.4801,DOWN,0
2021-11-22,84.2,86.25,85.356,83.5984,79.5824,DOWN,0
2021-11-23,83.81,84.0,85.214,83.4674,79.6797,UP,1
2021-11-24,84.46,83.65,84.992,83.3496,79.7754,DOWN,0
2021-11-26,83.19,82.93,84.384,83.2494,79.8742,UP,1
2021-11-29,83.58,84.11,83.848,83.2206,79.9725,DOWN,0
2021-11-30,80.4,83.08,83.088,83.165,80.0585,UP,1
2021-12-01,80.45,81.7,82.416,83.134,80.1473,UP,1
2021-12-02,82.85,80.86,82.094,83.1052,80.2463,DOWN,0
2021-12-03,82.8,83.35,82.016,83.0464,80.3451,UP,1
2021-12-06,84.01,83.4,82.102,83.0294,80.449,UP,1
2021-12-07,85.7,85.14,83.162,83.0588,80.5613,UP,1
2021-12-08,86.21,85.65,84.314,83.1088,80.6706,DOWN,0
2021-12-09,86.19,86.04,84.982,83.1662,80.7793,DOWN,0
2021-12-10,86.08,86.32,85.638,83.2422,80.8911,DOWN,0
2021-12-13,85.38,86.25,85.912,83.2998,80.9934,DOWN,0
2021-12-14,84.81,85.07,85.734,83.3578,81.0904,UP,1
2021-12-15,84.92,85.05,85.476,83.389,81.18,UP,1
2021-12-16,86.51,85.71,85.54,83.4618,81.2928,DOWN,0
2021-12-17,84.16,85.43,85.156,83.4574,81.3892,DOWN,0
2021-12-20,82.33,83.25,84.546,83.435,81.4748,UP,1
2021-12-21,84.18,83.33,84.42,83.4862,81.571,UP,1
2021-12-22,84.31,84.13,84.298,83.5336,81.6613,UP,1
2021-12-23,85.25,84.85,84.046,83.613,81.7511,UP,1
2021-12-27,86.52,85.73,84.518,83.6752,81.8537,DOWN,0
2021-12-28,86.46,86.49,85.344,83.7224,81.9529,UP,1
2021-12-29,86.82,86.22,85.872,83.7924,82.0485,DOWN,0
2021-12-30,86.36,86.87,86.282,83.8312,82.1374,UP,1
2021-12-31,87.07,86.17,86.646,83.8634,82.232,DOWN,0
2022-01-03,85.57,87.2,86.456,83.8678,82.3256,UP,1
2022-01-04,86.22,85.4,86.408,83.8796,82.4226,DOWN,0
2022-01-05,83.83,86.53,85.81,83.919,82.5069,UP,1
2022-01-06,84.71,84.19,85.48,84.0078,82.5946,DOWN,0
2022-01-07,84.36,84.4,84.938,84.1006,82.6771,UP,1
2022-01-10,84.66,83.81,84.756,84.1954,82.7552,UP,1
2022-01-11,86.24,85.2,84.76,84.314,82.8369,UP,1
2022-01-12,86.95,86.72,85.384,84.4346,82.9229,DOWN,0
2022-01-13,85.76,87.09,85.594,84.5276,83.0095,DOWN,0
2022-01-14,84.18,84.86,85.558,84.599,83.0841,DOWN,0
2022-01-18,83.89,83.05,85.404,84.64,83.1574,DOWN,0
2022-01-19,83.1,84.2,84.776,84.6678,83.2243,DOWN,0
2022-01-20,82.21,83.6,83.828,84.6672,83.2872,UP,1
2022-01-21,83.11,82.21,83.298,84.6586,83.3557,UP,1
2022-01-24,83.23,81.68,83.108,84.656,83.4181,DOWN,0
2022-01-25,82.97,81.73,82.924,84.6474,83.4797,DOWN,0
2022-01-26,81.52,83.57,82.608,84.5652,83.5317,UP,1
2022-01-27,82.61,82.3,82.688,84.5342,83.5927,UP,1
2022-01-28,82.77,82.21,82.62,84.4992,83.6517,UP,1
2022-01-31,85.43,81.3,83.06,84.4964,83.726,DOWN,0
2022-02-01,83.56,85.85,83.178,84.443,83.7886,DOWN,0
2022-02-02,83.27,83.82,83.528,84.3832,83.8526,DOWN,0
2022-02-03,81.85,82.67,83.376,84.3362,83.9067,UP,1
2022-02-04,82.44,81.26,83.31,84.3088,83.9641,DOWN,0
2022-02-07,81.66,82.6,82.556,84.2528,84.016,UP,1
2022-02-08,84.07,82.04,82.658,84.2704,84.055,DOWN,0
2022-02-09,83.77,84.91,82.758,84.2742,84.0789,DOWN,0
2022-02-10,81.55,82.88,82.698,84.2972,84.0966,DOWN,0
2022-02-11,79.64,81.6,82.138,84.281,84.1014,UP,1
2022-02-14,79.75,79.56,81.756,84.219,84.1108,DOWN,0
2022-02-15,78.79,81.18,80.7,84.1388,84.1127,UP,1
2022-02-16,78.87,78.94,79.72,84.036,84.1135,DOWN,0
2022-02-17,76.22,78.03,78.654,83.8464,84.1043,UP,1
2022-02-18,76.35,76.05,77.996,83.6492,84.0942,DOWN,0
2022-02-22,76.3,76.1,77.306,83.4514,84.0848,DOWN,0
2022-02-23,74.69,76.77,76.486,83.2236,84.067,UP,1
2022-02-24,76.59,73.325,76.03,83.0478,84.0618,UP,1
2022-02-25,78.51,76.68,76.488,82.9218,84.0737,DOWN,0
2022-02-28,78.33,77.16,76.884,82.79,84.0796,DOWN,0
2022-03-01,77.65,78.34,77.154,82.6128,84.0735,UP,1
2022-03-02,78.78,78.18,77.972,82.5052,84.0723,UP,1
2022-03-03,79.18,79.67,78.49,82.4422,84.0752,DOWN,0
2022-03-04,77.96,78.21,78.38,82.3178,84.0777,DOWN,0
2022-03-07,74.3,77.8,77.574,82.1176,84.0624,DOWN,0
2022-03-08,73.5,74.21,76.744,81.8826,84.042,UP,1
2022-03-09,75.26,74.94,76.04,81.6574,84.0277,DOWN,0
2022-03-10,73.8,74.3,74.964,81.4042,84.0082,DOWN,0
2022-03-11,72.4,73.99,73.852,81.1158,83.9814,DOWN,0
2022-03-14,71.98,73.33,73.388,80.8282,83.9477,UP,1
2022-03-15,73.65,72.5,73.418,80.5598,83.9243,UP,1
2022-03-16,75.5,74.51,73.466,80.3584,83.9098,UP,1
2022-03-17,76.39,75.04,73.984,80.1618,83.9004,UP,1
2022-03-18,77.98,76.65,75.1,80.0448,83.8946,DOWN,0
2022-03-21,77.33,77.52,76.17,79.8972,83.8819,UP,1
2022-03-22,77.53,77.3,76.946,79.7606,83.8715,DOWN,0
2022-03-23,76.44,77.13,77.134,79.5962,83.8494,UP,1
2022-03-24,77.42,76.38,77.34,79.4198,83.8328,DOWN,0
2022-03-25,77.24,77.61,77.192,79.2256,83.8169,UP,1
2022-03-28,78.01,76.96,77.328,79.0706,83.8042,UP,1
2022-03-29,78.65,78.7,77.552,78.96,83.7935,DOWN,0
2022-03-30,77.75,78.0,77.814,78.8372,83.7773,DOWN,0
2022-03-31,76.95,77.61,77.72,78.7142,83.7589,DOWN,0
2022-04-01,76.28,76.91,77.528,78.5956,83.7379,UP,1
2022-04-04,76.64,76.3,77.254,78.4662,83.7236,DOWN,0
2022-04-05,75.15,76.36,76.554,78.3046,83.6942,UP,1
2022-04-06,76.23,74.33,76.25,78.1698,83.6685,UP,1
2022-04-07,77.54,75.78,76.368,78.0902,83.6521,DOWN,0
2022-04-08,77.24,77.26,76.56,77.9828,83.6314,DOWN,0
2022-04-11,76.37,77.0,76.506,77.8548,83.605,DOWN,0
2022-04-12,75.89,76.52,76.654,77.664,83.5762,DOWN,0
2022-04-13,75.84,75.26,76.576,77.5096,83.545,DOWN,0
2022-04-14,74.75,76.03,76.018,77.3392,83.5099,DOWN,0
2022-04-18,73.62,74.69,75.294,77.1746,83.4676,UP,1
2022-04-19,75.37,74.03,75.094,77.0332,83.4311,UP,1
2022-04-20,75.52,75.98,75.02,76.9104,83.3975,DOWN,0
2022-04-21,75.21,76.1,74.894,76.7332,83.3531,DOWN,0
2022-04-22,73.42,73.84,74.628,76.5262,83.3047,UP,1
2022-04-25,74.6,75.28,74.824,76.3872,83.2586,DOWN,0
2022-04-26,72.37,73.37,74.224,76.2418,83.2014,UP,1
2022-04-27,73.57,72.31,73.834,76.1182,83.1516,UP,1
2022-04-28,76.07,73.59,74.006,76.0638,83.108,DOWN,0
2022-04-29,72.84,75.58,73.89,75.9432,83.0461,UP,1
2022-05-02,72.95,73.0,73.56,75.8778,82.9863,UP,1
2022-05-03,73.32,72.92,73.75,75.8172,82.9325,UP,1
2022-05-04,76.6,73.94,74.356,75.8232,82.885,DOWN,0
2022-05-05,74.68,75.49,74.078,75.823,82.8244,DOWN,0
2022-05-06,74.58,74.23,74.426,75.7828,82.7606,DOWN,0
2022-05-09,73.31,73.29,74.498,75.6788,82.6846,DOWN,0
2022-05-10,72.77,73.87,74.388,75.5676,82.6031,UP,1
2022-05-11,72.9,72.71,73.648,75.4726,82.5265,UP,1
2022-05-12,73.0,72.52,73.312,75.357,82.4519,UP,1
2022-05-13,75.11,73.83,73.418,75.2756,82.3831,DOWN,0
2022-05-16,74.34,74.56,73.624,75.2032,82.3071,UP,1
2022-05-17,75.46,75.04,74.162,75.2264,82.2347,DOWN,0
2022-05-18,72.21,74.41,74.024,75.2006,82.1393,UP,1
2022-05-19,72.59,71.26,73.942,75.1472,82.0483,UP,1
2022-05-20,73.44,73.31,73.608,75.14,81.9619,UP,1
2022-05-23,73.87,73.99,73.514,75.1694,81.8805,UP,1
2022-05-24,75.49,74.83,73.52,75.2396,81.8093,DOWN,0
2022-05-25,73.53,74.72,73.784,75.2372,81.7276,UP,1
2022-05-26,75.08,74.38,74.282,75.2288,81.6509,UP,1
2022-05-27,76.3,75.85,74.854,75.227,81.5813,DOWN,0
2022-05-31,74.4,75.55,74.96,75.1554,81.5,DOWN,0
2022-06-01,73.97,74.32,74.656,75.0882,81.4104,UP,1
2022-06-02,75.24,74.0,74.998,75.0424,81.3329,DOWN,0
2022-06-03,75.19,74.74,75.02,75.0174,81.2564,UP,1
2022-06-06,75.2,75.53,74.8,74.973,81.1814,UP,1
2022-06-07,76.49,74.74,75.218,74.958,81.1137,DOWN,0
2022-06-08,76.34,75.83,75.692,74.9246,81.0458,DOWN,0
2022-06-09,76.0,76.19,75.844,74.8716,80.9739,DOWN,0
2022-06-10,73.29,74.79,75.464,74.7824,80.8848,DOWN,0
2022-06-13,71.1,71.43,74.644,74.6654,80.7812,DOWN,0
2022-06-14,69.21,70.92,73.188,74.524,80.6672,UP,1
2022-06-15,69.76,69.41,71.872,74.3864,80.5541,DOWN,0
2022-06-16,67.95,68.42,70.262,74.2424,80.4328,DOWN,0
2022-06-17,67.88,67.94,69.18,74.0754,80.3147,UP,1
2022-06-21,69.87,68.8,68.934,73.922,80.2038,DOWN,0
2022-06-22,68.76,68.48,68.844,73.7524,80.0885,DOWN,0
2022-06-23,68.59,68.68,68.61,73.5968,79.9845,UP,1
2022-06-24,70.86,68.95,69.192,73.4962,79.8852,DOWN,0
2022-06-27,69.92,71.3,69.6,73.3778,79.7824,DOWN,0
2022-06-28,69.79,70.2,69.584,73.2786,79.6786,DOWN,0
2022-06-29,69.78,69.5,69.788,73.2018,79.5778,UP,1
2022-06-30,70.67,68.97,70.204,73.1078,79.4793,UP,1
2022-07-01,71.9,70.98,70.412,73.0354,79.3871,DOWN,0
2022-07-05,71.37,70.38,70.702,72.9586,79.3029,DOWN,0
2022-07-06,71.26,71.46,70.996,72.9154,79.2341,DOWN,0
2022-07-07,70.09,68.65,71.058,72.8252,79.1687,DOWN,0
2022-07-08,69.89,70.0,70.902,72.7756,79.1081,DOWN,0
2022-07-11,69.0,69.93,70.322,72.6842,79.0317,DOWN,0
2022-07-12,68.84,68.89,69.816,72.5396,78.9472,DOWN,0
2022-07-13,68.4,68.08,69.244,72.4508,78.8649,UP,1
2022-07-14,68.99,67.32,69.024,72.3716,78.7887,UP,1
2022-07-15,69.51,69.93,68.948,72.2954,78.7177,DOWN,0
2022-07-18,68.96,69.89,68.94,72.1426,78.6459,UP,1
2022-07-19,71.84,69.8,69.54,72.0858,78.5937,UP,1
2022-07-20,72.67,72.04,70.394,72.0476,78.5445,UP,1
2022-07-21,72.95,72.65,71.186,72.0404,78.4997,DOWN,0
2022-07-22,71.9,73.08,71.664,72.023,78.4424,UP,1
2022-07-25,72.39,71.97,72.35,72.0128,78.39,UP,1
2022-07-26,72.72,72.39,72.526,72.0072,78.3317,UP,1
2022-07-27,76.44,72.8,73.28,72.0338,78.2967,UP,1
2022-07-28,76.85,76.06,74.06,72.084,78.2728,UP,1
2022-07-29,78.17,77.09,75.314,72.1382,78.2539,UP,1
2022-08-01,78.28,77.3,76.492,72.2596,78.2389,DOWN,0
2022-08-02,77.46,78.17,77.44,72.357,78.2092,UP,1
2022-08-03,79.23,77.85,77.998,72.4728,78.1848,UP,1
2022-08-04,79.5,79.58,78.528,72.5854,78.1657,DOWN,0
2022-08-05,79.32,78.91,78.758,72.662,78.1402,DOWN,0
2022-08-08,79.28,79.8,78.958,72.777,78.1093,DOWN,0
2022-08-09,78.86,78.9,79.238,72.8526,78.0769,UP,1
2022-08-10,79.9,80.0,79.372,72.9246,78.0483,UP,1
2022-08-11,80.6,80.71,79.592,73.0486,78.042,UP,1
2022-08-12,81.75,81.06,80.078,73.2042,78.0493,DOWN,0
2022-08-15,81.55,81.26,80.532,73.3304,78.0585,DOWN,0
2022-08-16,81.32,81.24,81.024,73.453,78.0655,DOWN,0
2022-08-17,80.58,80.52,81.16,73.5606,78.0668,DOWN,0
2022-08-18,80.41,80.54,81.122,73.639,78.0643,DOWN,0
2022-08-19,79.41,80.03,80.654,73.7004,78.0558,DOWN,0
2022-08-22,77.33,78.07,79.81,73.727,78.0394,DOWN,0
2022-08-23,76.9,77.13,78.926,73.7992,78.0147,UP,1
2022-08-24,77.37,76.96,78.284,73.9246,77.993,UP,1
2022-08-25,78.18,77.71,77.838,74.104,77.9727,DOWN,0
2022-08-26,75.23,78.39,77.002,74.2134,77.9311,DOWN,0
2022-08-29,74.07,74.75,76.35,74.3358,77.8847,DOWN,0
2022-08-30,72.86,74.13,75.542,74.4354,77.832,DOWN,0
2022-08-31,72.22,73.2,74.512,74.4824,77.7649,UP,1
2022-09-01,72.72,72.14,73.42,74.5616,77.7077,DOWN,0
2022-09-02,71.72,73.46,72.718,74.6242,77.6437,UP,1
2022-09-06,72.08,71.7,72.32,74.6486,77.5763,UP,1
2022-09-07,73.41,72.21,72.43,74.7184,77.5122,DOWN,0
2022-09-08,72.91,72.94,72.568,74.7808,77.4454,UP,1
2022-09-09,73.4,73.18,72.704,74.8532,77.3914,UP,1
2022-09-12,73.8,73.99,73.12,74.9158,77.3414,DOWN,0
2022-09-13,71.12,72.27,72.928,74.9002,77.2747,DOWN,0
2022-09-14,69.85,71.05,72.216,74.8698,77.208,DOWN,0
2022-09-15,68.93,69.9,71.42,74.8232,77.1347,DOWN,0
2022-09-16,67.8,68.17,70.3,74.7774,77.0717,UP,1
2022-09-19,68.25,67.45,69.19,74.7446,77.0107,DOWN,0
2022-09-20,67.62,67.83,68.49,74.717,76.9346,DOWN,0
2022-09-21,67.03,67.93,67.926,74.6808,76.8557,DOWN,0
2022-09-22,65.45,66.58,67.23,74.6218,76.7629,UP,1
2022-09-23,65.78,64.99,66.826,74.5576,76.6633,DOWN,0
2022-09-26,65.37,65.48,66.25,74.4748,76.5592,DOWN,0
2022-09-27,65.13,65.94,65.752,74.3982,76.4538,UP,1
2022-09-28,65.77,65.73,65.5,74.2768,76.3523,DOWN,0
2022-09-29,64.5,65.22,65.31,74.1134,76.2479,DOWN,0
2022-09-30,63.8,64.53,64.914,73.9304,76.1429,UP,1
2022-10-03,65.44,64.72,64.928,73.8012,76.0455,UP,1
2022-10-04,67.05,66.46,65.312,73.6944,75.9482,UP,1
2022-10-05,67.43,66.42,65.644,73.5886,75.8645,DOWN,0
2022-10-06,66.8,67.22,66.104,73.3958,75.7869,DOWN,0
2022-10-07,65.26,66.17,66.396,73.164,75.6923,DOWN,0
2022-10-10,65.01,65.8,66.31,72.9008,75.5958,DOWN,0
2022-10-11,64.75,64.97,65.85,72.6302,75.4933,DOWN,0
2022-10-12,64.58,65.07,65.28,72.3726,75.3836,UP,1
2022-10-13,65.01,63.18,64.922,72.0882,75.2763,DOWN,0
2022-10-14,64.12,65.43,64.694,71.7806,75.1628,UP,1
2022-10-17,65.37,65.03,64.766,71.5016,75.0579,UP,1
2022-10-18,66.71,66.92,65.158,71.2502,74.9561,DOWN,0
2022-10-19,66.28,66.47,65.498,70.9986,74.8596,DOWN,0
2022-10-20,64.75,66.44,65.446,70.6956,74.7523,UP,1
2022-10-21,66.79,65.03,65.98,70.4194,74.6671,UP,1
2022-10-24,67.08,67.17,66.322,70.126,74.5789,UP,1
2022-10-25,68.85,66.98,66.75,69.872,74.5014,DOWN,0
2022-10-26,68.34,68.69,67.162,69.6124,74.4198,UP,1
2022-10-27,70.01,68.51,68.214,69.401,74.3386,UP,1
2022-10-28,71.69,70.12,69.194,69.2266,74.2623,DOWN,0
2022-10-31,70.64,70.68,69.906,69.0512,74.1867,UP,1
2022-11-01,71.51,71.27,70.438,68.9348,74.1234,DOWN,0
2022-11-02,70.21,71.21,70.812,68.801,74.055,DOWN,0
2022-11-03,70.21,69.47,70.852,68.6578,73.9905,UP,1
2022-11-04,73.22,71.29,71.158,68.5586,73.9456,UP,1
2022-11-07,73.74,73.09,71.778,68.5288,73.8987,DOWN,0
2022-11-08,73.16,73.94,72.108,68.5106,73.8484,DOWN,0
2022-11-09,72.61,72.96,72.588,68.5056,73.7966,UP,1
2022-11-10,75.6,74.52,73.666,68.5732,73.767,UP,1
2022-11-11,77.37,75.66,74.496,68.6662,73.7408,UP,1
2022-11-14,77.77,76.76,75.302,68.7872,73.7158,UP,1
2022-11-15,78.71,78.47,76.412,68.9198,73.6822,DOWN,0
2022-11-16,78.4,78.45,77.57,69.0196,73.6564,DOWN,0
2022-11-17,77.35,77.0,77.92,69.1084,73.6268,UP,1
2022-11-18,77.76,78.18,77.998,69.1956,73.6063,UP,1
2022-11-21,78.19,77.47,78.082,69.2834,73.5851,UP,1
2022-11-22,78.25,78.56,77.99,69.426,73.568,DOWN,0
2022-11-23,78.1,77.97,77.93,69.591,73.5382,UP,1
2022-11-25,78.67,78.54,78.194,69.7858,73.5127,DOWN,0
2022-11-28,76.34,78.02,77.91,69.9566,73.4866,UP,1
2022-11-29,76.88,76.46,77.648,70.1292,73.4728,UP,1
2022-11-30,78.09,76.81,77.616,70.3386,73.4645,X,X
