ticker,PDD US Equity,PDD US Equity,PDD US Equity,PDD US Equity,PDD US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2018-07-25,19.0,19.0,,,,UP,1
2018-07-26,26.7,26.5,,,,DOWN,0
2018-07-27,24.6,27.54,,,,DOWN,0
2018-07-30,22.5,23.31,,,,UP,1
2018-07-31,22.59,22.2,23.078,,,DOWN,0
2018-08-01,20.31,19.38,23.34,,,DOWN,0
2018-08-02,19.66,19.27,21.932,,,DOWN,0
2018-08-03,19.07,20.0,20.826,,,UP,1
2018-08-06,20.16,19.22,20.358,,,UP,1
2018-08-07,20.89,21.08,20.018,,,DOWN,0
2018-08-08,20.27,21.42,20.01,,,DOWN,0
2018-08-09,20.0,20.39,20.078,,,DOWN,0
2018-08-10,19.51,19.85,20.166,,,DOWN,0
2018-08-13,19.44,19.21,20.022,,,DOWN,0
2018-08-14,19.0,19.46,19.644,,,DOWN,0
2018-08-15,17.7,17.9,19.13,,,UP,1
2018-08-16,19.04,18.27,18.938,,,DOWN,0
2018-08-17,19.0,18.65,18.836,,,DOWN,0
2018-08-20,18.95,18.82,18.738,,,DOWN,0
2018-08-21,18.75,19.14,18.688,,,DOWN,0
2018-08-22,18.4,18.67,18.828,,,DOWN,0
2018-08-23,18.31,18.38,18.682,,,DOWN,0
2018-08-24,17.22,18.25,18.326,,,UP,1
2018-08-27,19.17,17.7,18.37,,,UP,1
2018-08-28,19.54,19.49,18.528,,,UP,1
2018-08-29,21.15,19.54,19.078,,,DOWN,0
2018-08-30,17.99,20.68,19.014,,,UP,1
2018-08-31,19.35,18.87,19.44,,,UP,1
2018-09-04,20.75,18.66,19.756,,,DOWN,0
2018-09-05,18.8,20.44,19.608,,,UP,1
2018-09-06,19.11,19.28,19.2,,,UP,1
2018-09-07,19.57,19.03,19.516,,,UP,1
2018-09-10,19.74,19.68,19.594,,,UP,1
2018-09-11,23.57,19.55,20.158,,,DOWN,0
2018-09-12,23.04,22.77,21.006,,,UP,1
2018-09-13,29.96,24.5,23.176,,,DOWN,0
2018-09-14,26.34,28.89,24.53,,,DOWN,0
2018-09-17,24.36,25.98,25.454,,,DOWN,0
2018-09-18,22.64,24.66,25.268,,,UP,1
2018-09-19,23.0,23.28,25.26,,,UP,1
2018-09-20,24.65,23.36,24.198,,,UP,1
2018-09-21,25.6,25.51,24.05,,,UP,1
2018-09-24,26.49,24.76,24.476,,,UP,1
2018-09-25,26.94,26.15,25.336,,,DOWN,0
2018-09-26,26.06,26.98,25.948,,,UP,1
2018-09-27,26.33,26.36,26.284,,,DOWN,0
2018-09-28,26.29,26.0,26.422,,,UP,1
2018-10-01,27.69,26.23,26.662,,,DOWN,0
2018-10-02,25.66,27.3,26.406,,,UP,1
2018-10-03,26.28,26.3,26.45,21.8228,,DOWN,0
2018-10-04,22.7,25.73,25.724,21.8968,,DOWN,0
2018-10-05,21.78,23.08,24.822,21.7984,,DOWN,0
2018-10-08,21.19,20.61,23.522,21.7302,,UP,1
2018-10-09,22.34,20.97,22.858,21.727,,DOWN,0
2018-10-10,20.33,22.78,21.668,21.6818,,UP,1
2018-10-11,20.82,20.24,21.292,21.692,,UP,1
2018-10-12,21.62,22.1012,21.26,21.7312,,DOWN,0
2018-10-15,21.11,21.28,21.244,21.772,,DOWN,0
2018-10-16,20.81,21.23,20.938,21.785,,DOWN,0
2018-10-17,19.99,20.85,20.87,21.767,,DOWN,0
2018-10-18,18.8,19.67,20.466,21.7376,,DOWN,0
2018-10-19,18.68,19.58,19.878,21.7112,,UP,1
2018-10-22,19.95,19.7,19.646,21.72,,DOWN,0
2018-10-23,18.51,19.0,19.186,21.7014,,DOWN,0
2018-10-24,17.32,18.71,18.652,21.6678,,UP,1
2018-10-25,18.56,17.97,18.604,21.685,,DOWN,0
2018-10-26,18.2,17.77,18.508,21.6682,,DOWN,0
2018-10-29,17.37,18.62,17.992,21.6356,,DOWN,0
2018-10-30,17.2,17.5,17.73,21.6006,,UP,1
2018-10-31,17.65,17.88,17.796,21.5786,,UP,1
2018-11-01,20.34,17.86,18.152,21.6174,,UP,1
2018-11-02,20.37,21.15,18.586,21.6586,,DOWN,0
2018-11-05,20.05,20.19,19.122,21.7152,,DOWN,0
2018-11-06,19.64,20.0,19.61,21.7246,,UP,1
2018-11-07,20.72,20.22,20.224,21.7482,,DOWN,0
2018-11-08,19.28,20.21,20.012,21.7108,,DOWN,0
2018-11-09,18.31,18.95,19.6,21.7172,,DOWN,0
2018-11-12,17.22,18.34,19.034,21.6746,,DOWN,0
2018-11-13,17.15,17.68,18.536,21.6026,,UP,1
2018-11-14,19.15,17.2,18.222,21.6096,,UP,1
2018-11-15,20.38,18.7,18.442,21.635,,UP,1
2018-11-16,20.83,20.0,18.946,21.6602,,DOWN,0
2018-11-19,19.84,20.43,19.47,21.6622,,UP,1
2018-11-20,23.14,20.85,20.668,21.6536,,UP,1
2018-11-21,23.66,23.5,21.57,21.666,,DOWN,0
2018-11-23,22.5,23.65,21.994,21.5168,,DOWN,0
2018-11-26,21.22,22.9,22.072,21.4144,,UP,1
2018-11-27,22.45,20.95,22.594,21.3762,,UP,1
2018-11-28,22.9,22.7,22.546,21.3814,,DOWN,0
2018-11-29,22.44,22.98,22.302,21.3702,,UP,1
2018-11-30,22.96,22.56,22.394,21.3364,,UP,1
2018-12-03,23.97,24.33,22.944,21.3038,,DOWN,0
2018-12-04,23.32,23.9,23.118,21.2404,,DOWN,0
2018-12-06,22.54,22.5,23.046,21.1524,,DOWN,0
2018-12-07,20.61,22.53,22.68,21.0434,,DOWN,0
2018-12-10,20.11,21.0,22.11,20.919,,UP,1
2018-12-11,20.81,20.84,21.478,20.8094,,UP,1
2018-12-12,22.65,21.12,21.344,20.7086,,DOWN,0
2018-12-13,22.58,22.82,21.352,20.647,,UP,1
2018-12-14,23.1,21.91,21.85,20.5834,,DOWN,0
2018-12-17,22.18,22.69,22.264,20.573,,UP,1
2018-12-18,23.0,22.26,22.702,20.5974,,DOWN,0
2018-12-19,22.32,22.65,22.636,20.62,,DOWN,0
2018-12-20,21.49,22.02,22.418,20.603,,DOWN,0
2018-12-21,21.13,21.81,22.024,20.619,,UP,1
2018-12-24,21.3,20.84,21.848,20.6286,,UP,1
2018-12-26,21.51,21.4,21.55,20.6264,,UP,1
2018-12-27,21.9,21.59,21.466,20.6422,,UP,1
2018-12-28,22.06,22.11,21.58,20.6672,,UP,1
2018-12-31,22.44,22.52,21.842,20.7162,,DOWN,0
2019-01-02,22.21,22.0,22.024,20.7844,,DOWN,0
2019-01-03,21.52,21.82,22.026,20.8412,,UP,1
2019-01-04,22.69,22.2,22.184,20.896,,UP,1
2019-01-07,23.21,22.86,22.414,20.99,,UP,1
2019-01-08,24.0,23.6,22.726,21.1236,,UP,1
2019-01-09,25.54,24.2,23.392,21.2632,,UP,1
2019-01-10,26.38,24.79,24.364,21.4268,,DOWN,0
2019-01-11,26.16,26.0,25.058,21.6026,,DOWN,0
2019-01-14,24.37,25.38,25.29,21.746,,UP,1
2019-01-15,24.41,24.79,25.372,21.8812,,UP,1
2019-01-16,25.14,24.73,25.292,21.9772,,DOWN,0
2019-01-17,24.54,24.78,24.924,22.0606,,UP,1
2019-01-18,24.99,25.0,24.69,22.1594,,UP,1
2019-01-22,25.17,24.0,24.85,22.27,,UP,1
2019-01-23,26.67,25.63,25.302,22.389,,UP,1
2019-01-24,28.74,26.81,26.022,22.5782,,UP,1
2019-01-25,29.5,28.74,27.014,22.802,,DOWN,0
2019-01-28,29.0,28.35,27.816,23.0376,,UP,1
2019-01-29,30.19,28.78,28.82,23.2984,,DOWN,0
2019-01-30,28.82,30.2,29.25,23.4918,,UP,1
2019-01-31,29.21,29.0,29.344,23.6684,,DOWN,0
2019-02-01,28.96,28.93,29.236,23.831,,UP,1
2019-02-04,29.93,29.05,29.422,24.0328,,UP,1
2019-02-05,30.33,30.0,29.45,24.1766,,DOWN,0
2019-02-06,28.0,28.55,29.286,24.2634,,DOWN,0
2019-02-07,26.51,27.65,28.746,24.3436,,DOWN,0
2019-02-08,25.95,25.75,28.144,24.4382,,UP,1
2019-02-11,26.74,26.78,27.506,24.524,,UP,1
2019-02-12,26.95,27.26,26.83,24.605,,UP,1
2019-02-13,27.01,27.5,26.632,24.6964,,UP,1
2019-02-14,27.03,27.0,26.736,24.7778,,UP,1
2019-02-15,27.52,27.17,27.05,24.8488,,UP,1
2019-02-19,29.09,27.87,27.52,24.9642,,UP,1
2019-02-20,29.33,29.45,27.996,25.1,,DOWN,0
2019-02-21,28.5,29.49,28.294,25.2578,,UP,1
2019-02-22,29.38,29.0,28.764,25.4432,,DOWN,0
2019-02-25,29.01,30.7,29.062,25.6072,,UP,1
2019-02-26,29.14,28.68,29.072,25.737,,DOWN,0
2019-02-27,28.56,29.0,28.918,25.8566,,UP,1
2019-02-28,29.94,29.0,29.206,25.9934,,UP,1
2019-03-01,29.99,30.27,29.328,26.1496,,UP,1
2019-03-04,31.14,30.14,29.754,26.3124,,DOWN,0
2019-03-05,30.78,31.53,30.082,26.4816,,DOWN,0
2019-03-06,29.99,31.09,30.368,26.6516,,DOWN,0
2019-03-07,29.09,29.94,30.198,26.8108,,DOWN,0
2019-03-08,28.46,28.01,29.892,26.954,,UP,1
2019-03-11,29.93,29.43,29.65,27.1224,,UP,1
2019-03-12,30.43,30.47,29.58,27.293,,DOWN,0
2019-03-13,25.12,27.31,28.606,27.3542,,DOWN,0
2019-03-14,24.39,25.29,27.666,27.3932,,UP,1
2019-03-15,24.52,24.95,26.878,27.4394,,UP,1
2019-03-18,25.83,24.99,26.058,27.5256,,DOWN,0
2019-03-19,25.26,26.0,25.024,27.577,,DOWN,0
2019-03-20,24.61,25.17,24.922,27.605,,UP,1
2019-03-21,24.83,24.43,25.01,27.6216,,DOWN,0
2019-03-22,23.5,24.73,24.806,27.5808,,DOWN,0
2019-03-25,23.34,23.3,24.308,27.52,,UP,1
2019-03-26,23.36,23.66,23.928,27.464,,UP,1
2019-03-27,23.61,23.37,23.728,27.4488,,DOWN,0
2019-03-28,23.32,23.76,23.426,27.427,,UP,1
2019-03-29,24.8,23.79,23.686,27.4202,,DOWN,0
2019-04-01,24.67,25.53,23.952,27.4228,,DOWN,0
2019-04-02,24.46,24.59,24.172,27.4122,,DOWN,0
2019-04-03,23.51,24.75,24.152,27.379,,DOWN,0
2019-04-04,22.6,23.11,24.008,27.2976,,DOWN,0
2019-04-05,21.6,22.73,23.368,27.1548,,UP,1
2019-04-08,21.83,21.79,22.8,27.0014,,UP,1
2019-04-09,22.35,21.86,22.378,26.8684,,DOWN,0
2019-04-10,21.95,22.43,22.066,26.7036,,DOWN,0
2019-04-11,21.67,21.84,21.88,26.5606,,UP,1
2019-04-12,21.69,22.06,21.898,26.4102,,UP,1
2019-04-15,22.01,21.9,21.934,26.2712,,UP,1
2019-04-16,22.5,22.35,21.964,26.1226,,UP,1
2019-04-17,23.02,23.1,22.178,25.9764,,UP,1
2019-04-18,23.55,23.13,22.554,25.8874,,UP,1
2019-04-22,24.0,23.46,23.016,25.8372,,UP,1
2019-04-23,24.43,24.28,23.5,25.8068,,DOWN,0
2019-04-24,23.94,24.3,23.788,25.7508,,DOWN,0
2019-04-25,23.07,23.62,23.798,25.6732,,DOWN,0
2019-04-26,21.92,22.85,23.472,25.5714,,UP,1
2019-04-29,22.28,22.0,23.128,25.4764,,DOWN,0
2019-04-30,22.23,22.01,22.688,25.3706,,UP,1
2019-05-01,23.3,22.18,22.56,25.2548,,DOWN,0
2019-05-02,23.13,23.27,22.572,25.1308,,UP,1
2019-05-03,23.96,23.45,22.98,25.04,,DOWN,0
2019-05-06,23.74,22.5,23.272,24.9272,,DOWN,0
2019-05-07,22.82,23.4,23.39,24.8034,,UP,1
2019-05-08,23.19,22.77,23.368,24.6844,,DOWN,0
2019-05-09,23.13,22.63,23.368,24.5758,,DOWN,0
2019-05-10,22.4,22.6,23.056,24.425,23.2061,DOWN,0
2019-05-13,20.75,21.51,22.458,24.2402,23.2149,UP,1
2019-05-14,22.15,21.26,22.324,24.0604,23.1921,DOWN,0
2019-05-15,22.03,22.21,22.092,23.8854,23.1793,UP,1
2019-05-16,22.86,22.2,22.038,23.7428,23.1811,DOWN,0
2019-05-17,22.7,22.2,22.098,23.615,23.1816,DOWN,0
2019-05-20,20.78,21.51,22.104,23.4614,23.184,UP,1
2019-05-21,21.52,21.24,21.978,23.2932,23.1933,DOWN,0
2019-05-22,20.46,21.3,21.664,23.0938,23.2002,UP,1
2019-05-23,20.53,20.13,21.198,23.002,23.2021,DOWN,0
2019-05-24,20.28,20.8,20.714,22.9198,23.199,DOWN,0
2019-05-28,20.23,20.51,20.604,22.834,23.1988,DOWN,0
2019-05-29,19.98,20.0,20.296,22.717,23.1987,DOWN,0
2019-05-30,19.65,20.05,20.134,22.6048,23.1994,DOWN,0
2019-05-31,19.42,19.29,19.912,22.501,23.1993,DOWN,0
2019-06-03,19.03,19.38,19.662,22.385,23.1995,UP,1
2019-06-04,19.28,19.18,19.472,22.3006,23.2074,DOWN,0
2019-06-05,19.13,19.29,19.302,22.2164,23.2078,UP,1
2019-06-06,19.37,19.09,19.246,22.1366,23.2097,UP,1
2019-06-07,19.78,19.49,19.318,22.06,23.2138,UP,1
2019-06-10,20.2,20.25,19.552,21.9976,23.2211,DOWN,0
2019-06-11,20.05,20.56,19.706,21.9026,23.2293,UP,1
2019-06-12,20.41,19.9,19.962,21.8174,23.2398,UP,1
2019-06-13,20.47,20.69,20.182,21.7376,23.2561,UP,1
2019-06-14,20.51,20.29,20.328,21.6776,23.2628,UP,1
2019-06-17,20.59,20.5,20.406,21.6374,23.268,UP,1
2019-06-18,20.89,20.95,20.574,21.6232,23.2667,UP,1
2019-06-19,20.96,21.29,20.684,21.6058,23.2816,DOWN,0
2019-06-20,20.95,21.5,20.78,21.5778,23.2896,UP,1
2019-06-21,21.05,20.88,20.888,21.5598,23.2911,DOWN,0
2019-06-24,20.75,21.04,20.92,21.5414,23.3008,DOWN,0
2019-06-25,20.54,20.46,20.85,21.5184,23.308,DOWN,0
2019-06-26,20.45,20.54,20.748,21.4872,23.3124,UP,1
2019-06-27,20.76,20.7,20.71,21.4524,23.3175,DOWN,0
2019-06-28,20.63,20.8,20.626,21.4046,23.3028,UP,1
2019-07-01,20.64,21.3,20.604,21.3464,23.2908,DOWN,0
2019-07-02,20.31,20.73,20.558,21.2726,23.2425,DOWN,0
2019-07-03,20.09,20.25,20.486,21.1858,23.2113,UP,1
2019-07-05,20.29,19.88,20.392,21.1128,23.1909,DOWN,0
2019-07-08,20.04,19.9,20.274,21.0522,23.1779,UP,1
2019-07-09,20.48,19.99,20.242,21.0234,23.1653,DOWN,0
2019-07-10,19.84,20.45,20.148,20.9746,23.1413,DOWN,0
2019-07-11,19.34,19.86,19.998,20.9168,23.11,DOWN,0
2019-07-12,19.14,19.5,19.768,20.8336,23.0732,UP,1
2019-07-15,19.35,19.43,19.63,20.758,23.0353,UP,1
2019-07-16,20.12,19.44,19.558,20.6812,23.0056,DOWN,0
2019-07-17,19.97,19.93,19.584,20.6058,22.9738,UP,1
2019-07-18,20.19,19.82,19.754,20.5532,22.9433,DOWN,0
2019-07-19,20.05,20.38,19.936,20.4904,22.9051,UP,1
2019-07-22,20.14,20.02,20.094,20.4306,22.8775,UP,1
2019-07-23,20.99,20.29,20.268,20.4024,22.8511,DOWN,0
2019-07-24,20.93,20.98,20.46,20.406,22.8422,UP,1
2019-07-25,21.51,20.97,20.724,20.3932,22.8409,UP,1
2019-07-26,21.61,21.62,21.036,20.3848,22.843,UP,1
2019-07-29,21.91,21.73,21.39,20.3658,22.8408,UP,1
2019-07-30,21.95,21.68,21.582,20.3508,22.8489,UP,1
2019-07-31,22.27,21.95,21.85,20.3806,22.8562,UP,1
2019-08-01,22.66,22.2,22.08,20.4034,22.8614,UP,1
2019-08-02,22.99,22.29,22.356,20.454,22.8708,DOWN,0
2019-08-05,22.17,22.41,22.408,20.4868,22.8776,DOWN,0
2019-08-06,21.96,22.25,22.41,20.5204,22.8874,UP,1
2019-08-07,22.13,21.59,22.382,20.5584,22.9041,UP,1
2019-08-08,22.81,22.24,22.412,20.615,22.9247,DOWN,0
2019-08-09,22.6,22.46,22.334,20.674,22.938,DOWN,0
2019-08-12,22.36,22.4,22.372,20.7328,22.9572,UP,1
2019-08-13,23.78,22.57,22.736,20.8278,22.9895,DOWN,0
2019-08-14,23.56,23.23,23.022,20.9134,23.0145,UP,1
2019-08-15,23.87,23.9,23.234,21.0082,23.0429,UP,1
2019-08-16,25.01,24.18,23.716,21.121,23.0811,UP,1
2019-08-19,25.57,25.5,24.358,21.2368,23.1229,UP,1
2019-08-20,25.96,25.61,24.794,21.352,23.1645,UP,1
2019-08-21,30.11,29.4,26.104,21.5532,23.2133,UP,1
2019-08-22,30.59,29.64,27.448,21.7568,23.2644,DOWN,0
2019-08-23,29.49,29.64,28.344,21.9372,23.3116,UP,1
2019-08-26,30.61,29.95,29.352,22.1392,23.3665,UP,1
2019-08-27,30.87,30.9,30.334,22.3448,23.4172,UP,1
2019-08-28,30.93,30.62,30.498,22.5456,23.4755,UP,1
2019-08-29,33.61,31.5,31.102,22.7986,23.552,DOWN,0
2019-08-30,32.77,33.75,31.758,23.035,23.6297,UP,1
2019-09-03,33.25,32.68,32.286,23.279,23.7102,UP,1
2019-09-04,34.0,33.66,32.912,23.544,23.7845,UP,1
2019-09-05,34.87,34.4,33.7,23.8306,23.8569,UP,1
2019-09-06,34.98,35.07,33.974,24.1212,23.9277,DOWN,0
2019-09-09,34.98,35.13,34.416,24.4056,24.0034,DOWN,0
2019-09-10,34.85,34.46,34.736,24.69,24.0619,UP,1
2019-09-11,36.67,34.89,35.27,25.0106,24.127,DOWN,0
2019-09-12,36.16,36.3,35.528,25.3276,24.1953,DOWN,0
2019-09-13,35.9,36.07,35.712,25.6438,24.2686,DOWN,0
2019-09-16,34.73,35.51,35.662,25.9326,24.33,UP,1
2019-09-17,35.43,34.3,35.778,26.2404,24.3927,DOWN,0
2019-09-18,34.37,35.27,35.318,26.5182,24.4524,UP,1
2019-09-19,34.62,34.33,35.01,26.8138,24.5107,DOWN,0
2019-09-20,34.08,34.67,34.646,27.1086,24.5612,DOWN,0
2019-09-23,33.82,33.85,34.464,27.4022,24.6137,DOWN,0
2019-09-24,30.99,32.8,33.576,27.635,24.6559,UP,1
2019-09-25,32.25,31.01,33.152,27.8776,24.7142,UP,1
2019-09-26,32.65,32.41,32.758,28.1312,24.7769,DOWN,0
2019-09-27,31.28,32.86,32.198,28.353,24.8292,UP,1
2019-09-30,32.22,31.96,31.878,28.5964,24.8771,UP,1
2019-10-01,32.75,32.35,32.23,28.8486,24.9279,DOWN,0
2019-10-02,32.59,32.26,32.298,29.0806,24.9754,UP,1
2019-10-03,32.95,32.6,32.358,29.321,25.0292,UP,1
2019-10-04,33.35,32.97,32.772,29.5578,25.0809,DOWN,0
2019-10-07,31.67,33.24,32.662,29.759,25.1277,DOWN,0
2019-10-08,31.25,31.0,32.362,29.9458,25.1765,UP,1
2019-10-09,31.78,31.72,32.2,30.1424,25.2298,UP,1
2019-10-10,31.94,31.91,31.998,30.3358,25.2829,UP,1
2019-10-11,32.86,32.2,31.9,30.5398,25.3397,DOWN,0
2019-10-14,32.84,32.6,32.134,30.7368,25.3944,UP,1
2019-10-15,33.94,33.19,32.672,30.9722,25.4538,DOWN,0
2019-10-16,33.74,33.69,33.064,31.2078,25.5103,UP,1
2019-10-17,34.2,33.82,33.516,31.4492,25.5702,DOWN,0
2019-10-18,33.38,34.22,33.62,31.6606,25.6295,UP,1
2019-10-21,34.0,33.88,33.852,31.8886,25.6861,UP,1
2019-10-22,34.37,34.09,33.938,32.1288,25.7419,UP,1
2019-10-23,35.5,34.24,34.29,32.3632,25.7994,UP,1
2019-10-24,39.96,35.8,35.442,32.6912,25.8715,UP,1
2019-10-25,40.84,39.4,36.934,33.0306,25.9438,UP,1
2019-10-28,42.58,41.29,38.65,33.382,26.0259,DOWN,0
2019-10-29,40.5,42.13,39.876,33.6806,26.1065,UP,1
2019-10-30,40.88,40.61,40.952,33.979,26.1889,DOWN,0
2019-10-31,40.88,40.4,41.136,34.1944,26.2676,UP,1
2019-11-01,41.49,41.5,41.266,34.4124,26.3523,UP,1
2019-11-04,42.53,42.39,41.256,34.6732,26.44,UP,1
2019-11-05,43.53,43.15,41.862,34.9316,26.5318,DOWN,0
2019-11-06,43.49,44.05,42.384,35.184,26.6159,DOWN,0
2019-11-07,43.31,44.16,42.87,35.4316,26.6888,DOWN,0
2019-11-08,43.23,43.46,43.218,35.624,26.7574,DOWN,0
2019-11-11,41.92,42.42,43.096,35.807,26.822,DOWN,0
2019-11-12,41.57,42.08,42.704,35.9734,26.8789,UP,1
2019-11-13,41.69,41.18,42.344,36.1272,26.9433,DOWN,0
2019-11-14,41.32,41.5,41.946,36.2562,27.0038,UP,1
2019-11-15,42.76,41.82,41.852,36.4118,27.0728,DOWN,0
2019-11-18,41.51,43.34,41.77,36.5424,27.1307,DOWN,0
2019-11-19,40.72,41.8003,41.6,36.6598,27.1827,DOWN,0
2019-11-20,31.4,31.35,39.542,36.5544,27.1997,UP,1
2019-11-21,31.58,32.65,37.594,36.4628,27.225,UP,1
2019-11-22,33.99,32.23,35.84,36.4246,27.2652,UP,1
2019-11-25,36.52,35.01,34.842,36.4604,27.3141,UP,1
2019-11-26,36.98,36.0,34.094,36.4914,27.3643,DOWN,0
2019-11-27,35.86,37.29,34.986,36.5212,27.4085,UP,1
2019-11-29,35.95,35.68,35.86,36.5478,27.4531,UP,1
2019-12-02,36.04,35.86,36.27,36.587,27.4957,UP,1
2019-12-03,36.17,34.7,36.2,36.634,27.5311,DOWN,0
2019-12-04,35.85,36.45,35.974,36.7312,27.5637,UP,1
2019-12-05,36.58,35.78,36.118,36.8178,27.6041,UP,1
2019-12-06,37.52,36.9,36.432,36.9152,27.6448,DOWN,0
2019-12-09,37.52,37.37,36.728,37.04,27.6874,UP,1
2019-12-10,38.13,37.5,37.12,37.1582,27.7323,DOWN,0
2019-12-11,37.31,38.27,37.412,37.2494,27.7761,UP,1
2019-12-12,38.09,37.5,37.714,37.3594,27.8168,DOWN,0
2019-12-13,36.46,38.0,37.502,37.4296,27.8492,UP,1
2019-12-16,38.68,36.96,37.734,37.5362,27.8869,UP,1
2019-12-17,38.71,38.8,37.85,37.677,27.9265,DOWN,0
2019-12-18,37.72,38.78,37.932,37.8064,27.9652,DOWN,0
2019-12-19,37.52,37.99,37.818,37.9212,28.0073,DOWN,0
2019-12-20,37.36,37.84,37.998,38.0296,28.0518,UP,1
2019-12-23,37.89,37.7,37.84,38.1302,28.0916,UP,1
2019-12-24,38.04,37.85,37.706,38.2342,28.1297,UP,1
2019-12-26,38.57,38.38,37.876,38.3268,28.1969,UP,1
2019-12-27,39.24,39.0,38.22,38.4368,28.2712,DOWN,0
2019-12-30,38.15,39.2,38.378,38.5158,28.3393,DOWN,0
2019-12-31,37.82,38.2,38.364,38.6046,28.3993,UP,1
2020-01-02,41.23,38.5,39.002,38.7492,28.4791,DOWN,0
2020-01-03,40.89,40.0,39.466,38.8796,28.5605,DOWN,0
2020-01-06,40.09,40.55,39.636,38.9714,28.6368,UP,1
2020-01-07,41.21,40.71,40.248,38.9964,28.7254,DOWN,0
2020-01-08,40.5,40.63,40.784,38.9896,28.8112,DOWN,0
2020-01-09,39.66,41.14,40.47,38.9312,28.8927,DOWN,0
2020-01-10,38.42,40.25,39.976,38.8896,28.9667,UP,1
2020-01-13,39.35,39.01,39.828,38.859,29.0469,DOWN,0
2020-01-14,38.02,39.37,39.19,38.8018,29.113,UP,1
2020-01-15,38.67,37.94,38.824,38.7454,29.183,UP,1
2020-01-16,39.51,39.1,38.794,38.685,29.2582,DOWN,0
2020-01-17,39.43,39.84,38.996,38.603,29.3378,DOWN,0
2020-01-21,39.34,38.58,38.994,38.52,29.4215,DOWN,0
2020-01-22,38.86,39.95,39.162,38.431,29.5078,DOWN,0
2020-01-23,38.37,38.2497,39.102,38.3338,29.5905,DOWN,0
2020-01-24,37.34,38.5,38.668,38.2422,29.6655,DOWN,0
2020-01-27,36.59,35.51,38.1,38.1426,29.7387,UP,1
2020-01-28,36.96,37.3,37.624,38.048,29.8151,DOWN,0
2020-01-29,36.74,37.51,37.2,37.9564,29.8904,DOWN,0
2020-01-30,35.93,35.65,36.712,37.8198,29.96,DOWN,0
2020-01-31,35.22,35.73,36.288,37.694,30.0236,UP,1
2020-02-03,35.79,35.0,36.128,37.5954,30.0874,UP,1
2020-02-04,36.51,36.43,36.038,37.6976,30.1522,DOWN,0
2020-02-05,35.72,37.09,35.834,37.7804,30.2108,UP,1
2020-02-06,36.38,36.27,35.924,37.8282,30.2706,DOWN,0
2020-02-07,34.28,36.21,35.736,37.7834,30.3223,UP,1
2020-02-10,34.5,34.5,35.478,37.7338,30.3794,UP,1
2020-02-11,36.0,34.95,35.376,37.7366,30.4498,UP,1
2020-02-12,36.81,36.57,35.594,37.7538,30.5225,UP,1
2020-02-13,37.42,36.2,35.802,37.7814,30.5985,DOWN,0
2020-02-14,37.12,37.3,36.37,37.8004,30.6675,DOWN,0
