ticker,PDD US Equity,PDD US Equity,PDD US Equity,PDD US Equity,PDD US Equity,Predictions,OneHotPred
2020-02-18,36.44,37.0,36.758,37.8122,30.7341,UP,1
2020-02-19,37.13,36.82,36.984,37.8232,30.7999,DOWN,0
2020-02-20,36.32,37.12,36.886,37.7992,30.8628,DOWN,0
2020-02-21,34.57,36.06,36.316,37.7402,30.9216,DOWN,0
2020-02-24,33.14,33.0,35.52,37.6404,30.9714,DOWN,0
2020-02-25,32.8,34.18,34.792,37.5502,31.0197,UP,1
2020-02-26,34.53,33.02,34.272,37.479,31.0804,UP,1
2020-02-27,35.18,34.08,34.044,37.4534,31.1525,UP,1
2020-02-28,35.78,34.0,34.286,37.3954,31.2207,UP,1
2020-03-02,37.51,37.0,35.16,37.3714,31.2981,DOWN,0
2020-03-03,35.79,37.5,35.758,37.3328,31.3627,UP,1
2020-03-04,36.29,36.43,36.11,37.3082,31.4307,DOWN,0
2020-03-05,36.12,35.7,36.298,37.2834,31.5074,UP,1
2020-03-06,36.76,35.74,36.494,37.2608,31.5836,DOWN,0
2020-03-09,36.51,35.01,36.294,37.2302,31.6638,UP,1
2020-03-10,37.69,37.14,36.674,37.2126,31.7496,DOWN,0
2020-03-11,35.06,35.5,36.428,37.129,31.8235,DOWN,0
2020-03-12,32.81,33.9,35.766,37.0222,31.8864,UP,1
2020-03-13,33.76,34.5,35.166,36.941,31.9553,DOWN,0
2020-03-16,32.19,31.14,34.302,36.7602,32.018,UP,1
2020-03-17,33.39,32.79,33.442,36.6102,32.0879,DOWN,0
2020-03-18,31.77,31.56,32.784,36.4438,32.1516,UP,1
2020-03-19,33.8,31.55,32.982,36.2956,32.2242,DOWN,0
2020-03-20,33.57,34.0,32.944,36.157,32.2964,UP,1
2020-03-23,34.1,34.15,33.326,36.0458,32.37,UP,1
2020-03-24,36.05,35.05,33.858,35.9984,32.4514,UP,1
2020-03-25,37.26,35.85,34.956,35.9566,32.5367,DOWN,0
2020-03-26,37.01,37.02,35.598,35.9364,32.6215,DOWN,0
2020-03-27,35.32,36.2,35.948,35.8694,32.696,UP,1
2020-03-30,35.63,35.53,36.254,35.7918,32.7718,UP,1
2020-03-31,36.03,35.71,36.25,35.7238,32.8494,DOWN,0
2020-04-01,35.9,35.73,35.978,35.655,32.926,UP,1
2020-04-02,36.28,33.9,35.832,35.6034,33.0029,UP,1
2020-04-03,36.9,36.4,36.148,35.574,33.0826,UP,1
2020-04-06,38.49,37.5,36.72,35.597,33.1703,UP,1
2020-04-07,40.63,38.6603,37.64,35.6778,33.2682,DOWN,0
2020-04-08,39.71,40.0,38.402,35.7328,33.363,UP,1
2020-04-09,41.04,40.4,39.354,35.8188,33.4655,UP,1
2020-04-13,41.42,41.02,40.258,35.9286,33.5704,UP,1
2020-04-14,43.03,42.4,41.166,36.0848,33.6817,UP,1
2020-04-15,43.89,42.34,41.818,36.2468,33.798,UP,1
2020-04-16,45.12,44.33,42.9,36.419,33.9204,DOWN,0
2020-04-17,44.46,45.68,43.584,36.5938,34.0412,UP,1
2020-04-20,50.11,45.12,45.322,36.8684,34.1913,UP,1
2020-04-21,50.94,50.0,46.904,37.2016,34.3445,UP,1
2020-04-22,52.15,51.7,48.556,37.5546,34.5051,DOWN,0
2020-04-23,49.17,51.5335,49.366,37.818,34.6485,UP,1
2020-04-24,49.57,49.6965,50.388,38.0732,34.7972,UP,1
2020-04-27,51.19,51.15,50.604,38.3486,34.9564,DOWN,0
2020-04-28,48.06,51.23,50.028,38.5674,35.101,UP,1
2020-04-29,48.86,48.17,49.37,38.8158,35.2486,DOWN,0
2020-04-30,47.44,48.53,49.024,39.022,35.3851,DOWN,0
2020-05-01,45.43,46.55,48.196,39.2042,35.5125,UP,1
2020-05-04,46.37,45.72,47.232,39.4402,35.6434,UP,1
2020-05-05,48.72,47.9,47.364,39.7518,35.7867,UP,1
2020-05-06,49.2,49.65,47.432,40.0798,35.932,UP,1
2020-05-07,50.05,49.8,47.954,40.3902,36.0773,UP,1
2020-05-08,54.6,50.89,49.788,40.7786,36.2457,UP,1
2020-05-11,54.94,54.43,51.502,41.1618,36.4128,UP,1
2020-05-12,57.83,55.78,53.324,41.5682,36.5939,UP,1
2020-05-13,59.83,59.0435,55.45,42.049,36.7835,UP,1
2020-05-14,60.84,58.38,57.608,42.54,36.978,UP,1
2020-05-15,61.3,60.6,58.948,43.0436,37.1731,UP,1
2020-05-18,66.46,62.59,61.252,43.6376,37.3921,DOWN,0
2020-05-19,63.09,66.96,62.304,44.1692,37.5926,DOWN,0
2020-05-20,60.9,63.34,62.518,44.6334,37.7863,DOWN,0
2020-05-21,60.0,59.14,62.35,45.1322,37.9765,UP,1
2020-05-22,68.7,62.61,63.83,45.85,38.2093,DOWN,0
2020-05-26,64.89,69.69,63.516,46.4726,38.4197,DOWN,0
2020-05-27,60.32,63.17,62.962,47.0352,38.6083,UP,1
2020-05-28,60.36,59.77,62.854,47.5746,38.7983,UP,1
2020-05-29,66.87,61.39,64.228,48.2766,39.0137,DOWN,0
2020-06-01,65.76,65.91,63.64,48.9158,39.2247,UP,1
2020-06-02,67.3,67.47,64.122,49.5904,39.4419,UP,1
2020-06-03,68.15,68.0,65.688,50.2714,39.6576,DOWN,0
2020-06-04,66.27,67.85,66.87,50.8758,39.8611,UP,1
2020-06-05,69.7,67.75,67.436,51.5246,40.0798,DOWN,0
2020-06-08,68.31,72.38,67.946,52.1506,40.2708,UP,1
2020-06-09,69.38,68.25,68.362,52.8318,40.4648,UP,1
2020-06-10,72.8,70.54,69.292,53.5752,40.6813,DOWN,0
2020-06-11,71.51,71.14,70.34,54.2848,40.8858,UP,1
2020-06-12,73.11,74.41,71.022,55.029,41.097,UP,1
2020-06-15,77.67,72.66,72.894,55.8568,41.3307,UP,1
2020-06-16,78.0,81.12,74.618,56.6788,41.5527,UP,1
2020-06-17,82.8,78.82,76.618,57.565,41.8028,DOWN,0
2020-06-18,82.42,84.63,78.8,58.4008,42.0486,UP,1
2020-06-19,87.58,85.89,81.694,59.3582,42.3166,DOWN,0
2020-06-22,81.79,88.46,82.518,60.1732,42.5512,UP,1
2020-06-23,83.64,83.06,83.646,61.0176,42.7945,UP,1
2020-06-24,84.5,83.59,83.986,61.847,43.042,UP,1
2020-06-25,86.0,84.39,84.702,62.6892,43.2978,DOWN,0
2020-06-26,85.16,86.7,84.218,63.49,43.5402,UP,1
2020-06-29,87.47,84.62,85.354,64.3502,43.7968,DOWN,0
2020-06-30,85.84,88.82,85.794,65.0648,44.0465,DOWN,0
2020-07-01,85.45,85.0,85.984,65.755,44.3001,UP,1
2020-07-02,93.0,87.85,87.384,66.572,44.588,DOWN,0
2020-07-06,87.0,98.96,87.752,67.3286,44.8511,UP,1
2020-07-07,91.0,88.0,88.458,68.1572,45.133,UP,1
2020-07-08,92.31,93.0,89.752,68.9796,45.4241,DOWN,0
2020-07-09,90.25,93.15,90.712,69.8234,45.7063,DOWN,0
2020-07-10,87.3,88.61,89.572,70.5922,45.9878,UP,1
2020-07-13,88.28,90.97,89.828,71.409,46.268,DOWN,0
2020-07-14,87.33,86.9,89.094,72.247,46.5414,DOWN,0
2020-07-15,85.3,88.58,87.692,73.0256,46.8115,DOWN,0
2020-07-16,83.55,81.51,86.352,73.7222,47.0681,DOWN,0
2020-07-17,82.47,84.74,85.386,74.3876,47.3167,UP,1
2020-07-20,84.83,81.0,84.696,75.0832,47.5779,DOWN,0
2020-07-21,82.58,86.89,83.746,75.6428,47.8261,DOWN,0
2020-07-22,80.76,82.0,82.838,76.1592,48.0631,DOWN,0
2020-07-23,79.05,81.1,81.938,76.5836,48.3,DOWN,0
2020-07-24,78.95,76.2235,81.234,76.966,48.5385,UP,1
2020-07-27,83.44,79.13,80.956,77.418,48.7968,UP,1
2020-07-28,83.77,83.17,81.194,77.8674,49.056,UP,1
2020-07-29,84.03,85.39,81.848,78.2188,49.3118,UP,1
2020-07-30,84.94,83.63,83.026,78.6558,49.5723,UP,1
2020-07-31,91.8,86.43,85.596,79.2738,49.8616,UP,1
2020-08-03,96.03,92.97,88.114,79.9944,50.1731,DOWN,0
2020-08-04,94.02,95.86,90.164,80.5008,50.4722,UP,1
2020-08-05,97.46,94.7,92.85,81.1522,50.7926,DOWN,0
2020-08-06,91.62,97.45,94.186,81.7782,51.0807,DOWN,0
2020-08-07,88.2,90.63,93.466,82.335,51.3498,DOWN,0
2020-08-10,87.53,89.41,91.766,82.7482,51.61,DOWN,0
2020-08-11,87.27,88.03,90.416,83.1784,51.8465,UP,1
2020-08-12,90.11,88.16,88.946,83.6346,52.0929,DOWN,0
2020-08-13,88.85,90.0,88.392,84.0486,52.3242,DOWN,0
2020-08-14,85.04,88.54,87.76,84.424,52.547,UP,1
2020-08-17,89.18,90.79,88.09,84.8136,52.7885,UP,1
2020-08-18,91.59,90.954,88.954,85.2792,53.042,UP,1
2020-08-19,95.94,91.56,90.12,85.8104,53.3143,UP,1
2020-08-20,97.13,95.07,91.776,86.297,53.5873,DOWN,0
2020-08-21,84.0,86.65,91.568,86.5468,53.7896,DOWN,0
2020-08-24,83.16,85.62,90.364,86.7478,53.988,UP,1
2020-08-25,87.24,83.41,89.494,86.9392,54.2076,UP,1
2020-08-26,89.25,88.6965,88.156,87.1642,54.4377,DOWN,0
2020-08-27,88.82,89.0,86.494,87.2846,54.6722,UP,1
2020-08-28,89.2,87.72,87.534,87.4202,54.9104,DOWN,0
2020-08-31,88.94,89.23,88.69,87.4474,55.1466,UP,1
2020-09-01,91.36,89.37,89.514,87.6388,55.3968,DOWN,0
2020-09-02,90.29,92.85,89.722,87.7718,55.6345,DOWN,0
2020-09-03,85.76,88.0,89.11,87.797,55.8557,DOWN,0
2020-09-04,85.04,85.4957,88.278,87.7778,56.0773,DOWN,0
2020-09-08,81.71,81.62,86.832,87.7088,56.3289,UP,1
2020-09-09,84.65,83.69,85.49,87.6524,56.5942,DOWN,0
2020-09-10,83.87,84.61,84.206,87.613,56.8436,UP,1
2020-09-11,84.74,85.19,84.002,87.5988,57.0847,UP,1
2020-09-14,85.28,85.74,84.05,87.4444,57.3262,DOWN,0
2020-09-15,82.65,86.05,84.238,87.3574,57.5602,DOWN,0
2020-09-16,82.65,82.92,83.838,87.1904,57.7937,DOWN,0
2020-09-17,81.02,80.04,83.268,86.9646,58.0186,DOWN,0
2020-09-18,79.81,81.8,82.282,86.7558,58.2368,UP,1
2020-09-21,79.96,77.9,81.218,86.609,58.4573,UP,1
2020-09-22,80.04,79.65,80.696,86.4442,58.6746,DOWN,0
2020-09-23,76.64,79.63,79.494,86.2304,58.8702,DOWN,0
2020-09-24,75.29,75.6,78.348,86.0302,59.0591,DOWN,0
2020-09-25,74.33,75.0,77.252,85.8458,59.2401,UP,1
2020-09-28,75.1,75.61,76.28,85.6984,59.429,DOWN,0
2020-09-29,73.7,75.09,75.012,85.4758,59.6071,UP,1
2020-09-30,74.15,73.74,74.514,85.3072,59.7955,UP,1
2020-10-01,74.43,74.88,74.342,85.1806,59.9743,DOWN,0
2020-10-02,71.4,72.17,73.756,85.0276,60.1377,UP,1
2020-10-05,72.07,72.2,73.15,84.89,60.3095,UP,1
2020-10-06,72.99,72.0,73.008,84.681,60.4868,UP,1
2020-10-07,74.8,74.39,73.138,84.5016,60.674,DOWN,0
2020-10-08,73.41,75.03,72.934,84.2892,60.8516,UP,1
2020-10-09,79.54,74.0,74.562,84.1812,61.0591,UP,1
2020-10-12,84.72,81.88,77.092,84.0396,61.2899,DOWN,0
2020-10-13,84.65,84.2,79.424,83.812,61.5169,DOWN,0
2020-10-14,82.66,85.48,80.996,83.5848,61.7395,UP,1
2020-10-15,82.79,80.54,82.872,83.2914,61.9643,UP,1
2020-10-16,84.02,83.78,83.768,83.1394,62.1783,UP,1
2020-10-19,84.15,84.9,83.654,83.0584,62.3946,UP,1
2020-10-20,89.07,85.44,84.538,83.0892,62.6395,UP,1
2020-10-21,90.23,90.26,86.052,83.1484,62.8846,DOWN,0
2020-10-22,87.77,90.0,87.048,83.1016,63.1209,DOWN,0
2020-10-23,86.91,87.87,87.626,83.0628,63.3572,UP,1
2020-10-26,86.92,86.26,88.18,83.1004,63.5997,UP,1
2020-10-27,90.31,88.1,88.428,83.123,63.8545,DOWN,0
2020-10-28,89.99,88.9774,88.38,83.091,64.1143,UP,1
2020-10-29,94.12,91.96,89.65,83.0546,64.3916,DOWN,0
2020-10-30,89.98,93.56,90.264,82.9116,64.6439,UP,1
2020-11-02,91.62,91.91,91.204,83.064,64.9049,UP,1
2020-11-03,97.72,94.6,92.686,83.3552,65.1968,UP,1
2020-11-04,110.26,101.82,96.74,83.8156,65.5538,UP,1
2020-11-05,113.07,113.775,100.53,84.292,65.9273,UP,1
2020-11-06,114.53,113.8,105.44,84.8062,66.3132,DOWN,0
2020-11-09,106.14,112.58,108.344,85.145,66.661,DOWN,0
2020-11-10,103.09,101.14,109.418,85.428,66.9916,UP,1
2020-11-11,111.46,102.46,109.658,85.83,67.3652,UP,1
2020-11-12,134.21,138.155,113.886,86.7084,67.8566,UP,1
2020-11-13,151.29,140.72,121.238,88.019,68.437,DOWN,0
2020-11-16,142.03,146.28,128.416,89.1588,68.9682,DOWN,0
2020-11-17,132.37,132.4265,134.272,90.172,69.4475,UP,1
2020-11-18,132.38,129.88,138.456,91.1266,69.9308,UP,1
2020-11-19,137.66,134.4428,139.146,92.2024,70.4372,UP,1
2020-11-20,143.55,142.01,137.598,93.3786,70.9835,DOWN,0
2020-11-23,141.05,145.94,137.402,94.494,71.5163,UP,1
2020-11-24,143.94,142.33,139.716,95.7198,72.056,DOWN,0
2020-11-25,135.9,140.31,140.42,96.7848,72.5514,UP,1
2020-11-27,144.05,141.23,141.698,98.0454,73.0846,DOWN,0
2020-11-30,138.81,141.39,140.75,99.2254,73.593,DOWN,0
2020-12-01,136.54,139.81,139.848,100.357,74.0935,UP,1
2020-12-02,144.06,132.1666,139.872,101.6374,74.6282,UP,1
2020-12-03,145.16,144.8,141.724,103.0078,75.1724,UP,1
2020-12-04,146.36,147.33,142.186,104.4292,75.7313,UP,1
2020-12-07,146.79,146.67,143.782,105.8784,76.2996,UP,1
2020-12-08,157.49,149.91,147.972,107.5262,76.923,DOWN,0
2020-12-09,147.57,161.96,148.674,109.0036,77.4882,UP,1
2020-12-10,154.34,147.01,150.51,110.6074,78.084,DOWN,0
2020-12-11,147.65,148.8,150.768,112.0718,78.6434,DOWN,0
2020-12-14,142.12,144.68,149.834,113.4862,79.1664,DOWN,0
2020-12-15,142.03,143.14,146.742,114.8854,79.6976,UP,1
2020-12-16,145.47,143.27,146.322,116.335,80.2435,UP,1
2020-12-17,149.95,146.69,145.444,117.838,80.8127,DOWN,0
2020-12-18,149.37,150.65,145.788,119.3572,81.3757,DOWN,0
2020-12-21,146.87,146.28,146.738,120.7038,81.9275,DOWN,0
2020-12-22,139.02,147.3,146.136,121.7898,82.4341,UP,1
2020-12-23,140.25,142.0,145.092,122.9018,82.9601,UP,1
2020-12-24,152.75,137.59,145.652,124.3036,83.5598,DOWN,0
2020-12-28,143.8,154.24,144.538,125.5238,84.11,UP,1
2020-12-29,166.19,147.9,148.402,127.1672,84.78,UP,1
2020-12-30,179.11,163.34,156.42,129.0664,85.5086,DOWN,0
2020-12-31,177.67,180.42,163.904,130.8384,86.2381,DOWN,0
2021-01-04,166.78,176.75,166.71,132.3694,86.903,UP,1
2021-01-05,187.2,172.35,175.39,134.358,87.6711,DOWN,0
2021-01-06,176.75,184.2449,177.502,136.1548,88.3844,UP,1
2021-01-07,180.12,184.37,177.704,138.0188,89.1047,UP,1
2021-01-08,180.77,182.7,178.324,139.828,89.8223,DOWN,0
2021-01-11,172.49,170.94,179.466,141.478,90.4997,DOWN,0
2021-01-12,169.48,169.46,175.922,142.9852,91.1705,DOWN,0
2021-01-13,164.8,173.21,173.532,144.4816,91.8164,UP,1
2021-01-14,167.26,170.6,170.96,145.9944,92.4725,DOWN,0
2021-01-15,161.2,162.95,167.046,147.264,93.099,UP,1
2021-01-19,168.79,166.89,166.306,148.4346,93.7616,UP,1
2021-01-20,170.96,175.48,166.602,149.5924,94.4319,UP,1
2021-01-21,172.81,170.25,168.204,150.758,95.1035,DOWN,0
2021-01-22,171.89,172.6,169.13,152.073,95.7597,UP,1
2021-01-25,180.43,181.45,172.976,153.6198,96.4633,DOWN,0
2021-01-26,173.98,181.6,174.014,154.8702,97.128,DOWN,0
2021-01-27,166.3,169.96,173.082,155.512,97.7525,UP,1
2021-01-28,169.36,169.26,172.392,155.8734,98.3841,DOWN,0
2021-01-29,165.71,169.6,171.156,156.347,98.9932,UP,1
2021-02-01,173.96,173.53,169.862,157.1788,99.6374,UP,1
2021-02-02,182.0,180.755,171.466,158.1712,100.3251,UP,1
2021-02-03,193.11,183.69,176.828,159.2802,101.0401,UP,1
2021-02-04,197.26,199.3442,182.408,160.3544,101.7717,DOWN,0
2021-02-05,196.16,197.51,188.498,161.4566,102.4918,DOWN,0
2021-02-08,188.26,197.0683,191.358,162.343,103.1872,UP,1
2021-02-09,189.76,191.4105,192.91,163.4202,103.8881,UP,1
2021-02-10,199.61,196.95,194.21,164.5314,104.6302,UP,1
2021-02-11,199.8,203.0,194.718,165.7512,105.3889,DOWN,0
2021-02-12,196.59,197.12,194.804,166.9522,106.1276,UP,1
2021-02-16,202.81,211.6,197.714,168.1272,106.9045,UP,1
2021-02-17,202.82,203.08,200.326,169.2804,107.6914,DOWN,0
2021-02-18,195.78,198.0,199.56,170.2688,108.4385,UP,1
2021-02-19,195.98,200.09,198.796,171.2526,109.1748,DOWN,0
2021-02-22,188.24,189.99,197.126,171.8676,109.87,DOWN,0
2021-02-23,187.91,180.0,194.146,172.6744,110.5593,DOWN,0
2021-02-24,179.32,184.0,189.446,173.174,111.1829,DOWN,0
2021-02-25,171.06,180.15,184.502,173.6422,111.7635,UP,1
2021-02-26,171.16,169.46,179.538,174.223,112.3301,UP,1
2021-03-01,186.15,181.5,179.12,175.1054,112.9617,DOWN,0
2021-03-02,175.52,186.11,176.642,175.7064,113.5351,DOWN,0
2021-03-03,168.75,180.0,174.528,176.0824,114.0724,DOWN,0
2021-03-04,158.4,163.18,171.996,176.263,114.5321,DOWN,0
2021-03-05,156.82,159.92,169.128,176.462,115.0007,DOWN,0
2021-03-08,137.6,153.15,159.418,176.4336,115.3842,UP,1
2021-03-09,154.18,145.7,155.15,176.7122,115.8551,DOWN,0
2021-03-10,148.14,159.03,151.028,176.62,116.2523,UP,1
2021-03-11,162.4,159.0,151.828,176.992,116.7399,DOWN,0
2021-03-12,161.06,157.825,152.676,176.8894,117.2436,DOWN,0
2021-03-15,159.13,158.7,156.982,176.4898,117.7374,UP,1
2021-03-16,160.89,166.8,158.324,176.1542,118.2075,DOWN,0
2021-03-17,149.46,152.4,158.588,175.8078,118.626,DOWN,0
2021-03-18,141.82,144.71,154.472,174.9002,118.9986,DOWN,0
2021-03-19,141.8,141.07,150.62,174.2012,119.3669,DOWN,0
2021-03-22,137.15,142.145,146.224,173.3418,119.7213,DOWN,0
2021-03-23,136.06,135.69,141.258,172.4476,120.0531,DOWN,0
2021-03-24,124.18,135.0994,136.202,171.4814,120.3324,UP,1
2021-03-25,127.53,121.32,133.344,170.6424,120.6232,UP,1
2021-03-26,131.29,130.08,131.242,169.9722,120.9156,UP,1
2021-03-29,131.53,130.75,130.118,169.2576,121.2157,UP,1
2021-03-30,135.44,131.01,129.994,168.7424,121.5274,DOWN,0
2021-03-31,133.88,134.7,131.934,168.0442,121.8084,UP,1
2021-04-01,143.93,141.012,135.214,167.5036,122.1381,DOWN,0
2021-04-05,142.91,143.75,137.538,166.9056,122.4386,UP,1
2021-04-06,148.13,143.64,140.858,166.4304,122.7672,DOWN,0
2021-04-07,137.89,145.9,141.348,165.5796,123.0187,UP,1
2021-04-08,140.2,142.65,142.612,164.904,123.3108,DOWN,0
2021-04-09,137.62,138.3,141.35,164.3304,123.5807,DOWN,0
2021-04-12,133.77,135.98,139.522,163.6186,123.827,UP,1
2021-04-13,135.15,133.0,136.926,163.0074,124.0728,DOWN,0
2021-04-14,132.61,135.51,135.87,162.1804,124.31,DOWN,0
2021-04-15,132.38,134.85,134.306,161.188,124.5346,UP,1
2021-04-16,133.31,134.2723,133.444,159.992,124.7719,DOWN,0
2021-04-19,132.8,132.99,133.25,158.7028,125.0087,DOWN,0
2021-04-20,125.61,132.2,131.342,157.2918,125.1717,UP,1
2021-04-21,128.67,124.0,130.554,156.1,125.3801,UP,1
2021-04-22,133.32,129.63,130.742,154.9712,125.5917,UP,1
2021-04-23,138.61,135.99,131.802,153.7512,125.8232,UP,1
2021-04-26,141.5,135.21,133.542,152.5852,126.0794,DOWN,0
2021-04-27,140.08,142.5,136.436,151.455,126.3433,UP,1
2021-04-28,142.37,141.34,139.176,150.2462,126.6138,DOWN,0
2021-04-29,137.49,143.0,140.01,148.9396,126.8646,DOWN,0
2021-04-30,133.93,135.43,139.074,147.7026,127.1077,DOWN,0
2021-05-03,133.43,133.0524,137.46,146.4516,127.3571,DOWN,0
2021-05-04,132.17,132.97,135.878,145.3302,127.6056,DOWN,0
2021-05-05,131.11,132.1,133.626,144.1942,127.837,UP,1
2021-05-06,134.65,130.72,133.058,143.3008,128.0974,DOWN,0
2021-05-07,133.79,134.26,133.03,142.5554,128.3625,DOWN,0
2021-05-10,121.6,127.5,130.664,141.5642,128.5753,UP,1
2021-05-11,125.83,114.87,129.396,140.3578,128.8097,DOWN,0
2021-05-12,124.055,123.81,127.985,139.3285,129.0127,DOWN,0
2021-05-13,115.23,124.32,124.101,138.2581,129.17,UP,1
2021-05-14,118.33,116.81,121.009,137.4567,129.3415,DOWN,0
2021-05-17,118.02,117.345,120.293,136.6807,129.5069,UP,1
2021-05-18,122.24,119.07,119.575,136.3735,129.6591,UP,1
2021-05-19,127.17,118.45,120.198,135.8333,129.8148,UP,1
2021-05-20,131.0,127.75,123.352,135.4905,129.9997,DOWN,0
2021-05-21,129.29,131.34,125.544,134.8283,130.1589,UP,1
2021-05-24,130.41,130.71,128.022,134.2153,130.3528,UP,1
2021-05-25,130.82,133.21,129.738,133.6491,130.5659,DOWN,0
2021-05-26,123.57,137.1515,129.018,132.9027,130.7461,DOWN,0
2021-05-27,119.66,124.46,126.75,132.3067,130.9081,UP,1
2021-05-28,124.88,120.9,125.868,131.9679,131.0819,UP,1
2021-06-01,139.34,132.545,127.654,131.9187,131.3344,UP,1
2021-06-02,139.9,137.63,129.47,131.9737,131.6087,DOWN,0
2021-06-03,133.45,135.29,131.446,131.9215,131.83,DOWN,0
2021-06-04,132.17,134.7,133.948,132.0813,132.0329,DOWN,0
2021-06-07,127.93,130.01,134.558,132.0893,132.1929,DOWN,0
2021-06-08,127.0,128.205,132.09,132.0035,132.3422,DOWN,0
2021-06-09,125.52,128.08,129.214,131.8833,132.5498,DOWN,0
2021-06-10,123.2,125.52,127.164,131.6385,132.75,DOWN,0
2021-06-11,121.97,123.0035,125.124,131.4003,132.9237,DOWN,0
2021-06-14,121.61,122.01,123.86,130.9539,133.0855,UP,1
2021-06-15,121.91,121.87,122.842,130.5339,133.2509,UP,1
2021-06-16,122.82,120.93,122.302,130.0277,133.419,UP,1
2021-06-17,125.79,122.82,122.82,129.7857,133.6033,DOWN,0
2021-06-18,125.03,125.3,123.432,129.4823,133.7716,DOWN,0
2021-06-21,120.78,124.43,123.266,129.1455,133.9241,DOWN,0
2021-06-22,118.3,120.0,122.544,128.8361,134.0868,UP,1
2021-06-23,121.61,120.25,122.302,128.5653,134.2696,UP,1
2021-06-24,127.72,122.8,122.688,128.4675,134.4997,DOWN,0
2021-06-25,127.6,129.985,123.202,128.3719,134.7144,DOWN,0
2021-06-28,124.91,127.32,124.028,128.2039,134.9196,UP,1
2021-06-29,133.55,124.7327,127.078,128.2189,135.1637,DOWN,0
2021-06-30,127.02,132.14,128.16,128.2471,135.3724,DOWN,0
2021-07-01,121.84,128.02,126.984,128.1105,135.5683,DOWN,0
