ticker,TEAM US Equity,TEAM US Equity,TEAM US Equity,TEAM US Equity,TEAM US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,
date,,,,,,
2015-12-09,21.0,,,,,27.78
2015-12-10,27.78,27.67,,,,27.5
2015-12-11,27.5,27.85,,,,26.26
2015-12-14,26.26,27.5,,,,26.5
2015-12-15,26.5,26.39,25.808,,,26.54
2015-12-16,26.54,26.75,26.916,,,28.01
2015-12-17,28.01,26.94,26.962,,,28.22
2015-12-18,28.22,27.9,27.106,,,29.35
2015-12-21,29.35,28.84,27.724,,,30.1
2015-12-22,30.1,30.16,28.444,,,28.49
2015-12-23,28.49,30.57,28.834,,,28.21
2015-12-24,28.21,28.33,28.874,,,28.9
2015-12-28,28.9,28.28,29.01,,,31.1
2015-12-29,31.1,29.21,29.36,,,30.21
2015-12-30,30.21,31.46,29.382,,,30.08
2015-12-31,30.08,30.22,29.7,,,27.41
2016-01-04,27.41,28.94,29.54,,,26.77
2016-01-05,26.77,27.91,29.114,,,27.05
2016-01-06,27.05,26.46,28.304,,,26.97
2016-01-07,26.97,26.55,27.656,,,27.17
2016-01-08,27.17,27.06,27.074,,,27.12
2016-01-11,27.12,27.1,27.016,,,26.82
2016-01-12,26.82,27.2,27.026,,,26.73
2016-01-13,26.73,27.0,26.962,,,26.84
2016-01-14,26.84,26.68,26.936,,,25.19
2016-01-15,25.19,26.04,26.54,,,24.02
2016-01-19,24.02,25.3,25.92,,,22.63
2016-01-20,22.63,23.21,25.082,,,24.24
2016-01-21,24.24,22.72,24.584,,,24.61
2016-01-22,24.61,25.11,24.138,,,23.67
2016-01-25,23.67,24.5,23.834,,,24.01
2016-01-26,24.01,23.68,23.832,,,22.28
2016-01-27,22.28,24.02,23.762,,,20.39
2016-01-28,20.39,22.72,22.992,,,20.77
2016-01-29,20.77,20.99,22.224,,,21.17
2016-02-01,21.17,20.69,21.724,,,21.34
2016-02-02,21.34,21.04,21.19,,,23.77
2016-02-03,23.77,21.93,21.488,,,24.0
2016-02-04,24.0,24.0,22.21,,,20.19
2016-02-05,20.19,24.0,22.094,,,17.92
2016-02-08,17.92,19.88,21.444,,,18.92
2016-02-09,18.92,17.85,20.96,,,20.06
2016-02-10,20.06,19.04,20.218,,,20.35
2016-02-11,20.35,19.41,19.488,,,20.1
2016-02-12,20.1,20.48,19.47,,,22.18
2016-02-16,22.18,20.4,20.322,,,23.35
2016-02-17,23.35,22.33,21.208,,,22.0
2016-02-18,22.0,23.24,21.596,,,22.13
2016-02-19,22.13,21.59,21.952,,,22.11
2016-02-22,22.11,22.1,22.354,24.8506,,22.51
2016-02-23,22.51,21.88,22.42,24.8808,,22.56
2016-02-24,22.56,22.34,22.262,24.7764,,23.535
2016-02-25,23.535,23.01,22.569,24.6971,,23.3
2016-02-26,23.3,23.47,22.803,24.6379,,23.77
2016-02-29,23.77,23.13,23.135,24.5833,,23.6
2016-03-01,23.6,23.86,23.353,24.5245,,24.16
2016-03-02,24.16,23.45,23.673,24.4475,,23.0
2016-03-03,23.0,24.04,23.566,24.3431,,23.02
2016-03-04,23.02,23.24,23.51,24.2165,,23.03
2016-03-07,23.03,22.98,23.362,24.0751,,22.36
2016-03-08,22.36,22.85,23.114,23.9525,,21.77
2016-03-09,21.77,22.55,22.636,23.8237,,22.22
2016-03-10,22.22,21.8,22.48,23.6901,,22.97
2016-03-11,22.97,22.36,22.47,23.5275,,22.73
2016-03-14,22.73,22.97,22.41,23.3779,,23.5
2016-03-15,23.5,22.51,22.638,23.2463,,24.19
2016-03-16,24.19,23.63,23.122,23.1819,,24.42
2016-03-17,24.42,23.98,23.562,23.1349,,23.24
2016-03-18,23.24,24.33,23.616,23.0587,,23.92
2016-03-21,23.92,23.4,23.854,22.9977,,24.69
2016-03-22,24.69,23.77,24.092,22.9481,,24.63
2016-03-23,24.63,24.75,24.18,22.8983,,23.82
2016-03-24,23.82,24.57,24.06,22.8383,,24.01
2016-03-28,24.01,24.0,24.214,22.7839,,24.11
2016-03-29,24.11,23.83,24.252,22.7293,,23.74
2016-03-30,23.74,24.05,24.062,22.7003,,25.15
2016-03-31,25.15,23.68,24.166,22.7229,,23.69
2016-04-01,23.69,24.85,24.14,22.7441,,24.1
2016-04-04,24.1,23.77,24.158,22.7413,,23.48
2016-04-05,23.48,23.86,24.032,22.7187,,23.55
2016-04-06,23.55,23.44,23.994,22.7163,,23.06
2016-04-07,23.06,23.19,23.576,22.6973,,23.24
2016-04-08,23.24,23.25,23.486,22.7165,,23.23
2016-04-11,23.23,23.39,23.312,22.7733,,23.11
2016-04-12,23.11,23.3,23.238,22.8201,,23.57
2016-04-13,23.57,23.27,23.242,22.8681,,22.94
2016-04-14,22.94,23.57,23.218,22.9001,,22.61
2016-04-15,22.61,22.9,23.092,22.8769,,23.3
2016-04-18,23.3,22.68,23.106,22.8629,,23.4
2016-04-19,23.4,23.41,23.164,22.9271,,23.61
2016-04-20,23.61,23.42,23.172,23.0409,,24.3
2016-04-21,24.3,23.65,23.444,23.1485,,23.82
2016-04-22,23.82,24.3,23.686,23.2237,,23.91
2016-04-25,23.91,23.62,23.808,23.2949,,24.1
2016-04-26,24.1,24.04,23.948,23.3749,,23.66
2016-04-27,23.66,24.06,23.958,23.4045,,23.19
2016-04-28,23.19,23.69,23.736,23.4013,,23.17
2016-04-29,23.17,23.15,23.606,23.4247,,24.17
2016-05-02,24.17,23.35,23.658,23.4655,,23.78
2016-05-03,23.78,23.93,23.594,23.4989,,23.28
2016-05-04,23.28,23.61,23.518,23.5143,,23.02
2016-05-05,23.02,23.38,23.484,23.5235,,21.83
2016-05-06,21.83,22.81,23.216,23.4894,,21.09
2016-05-09,21.09,21.9,22.6,23.4452,,21.81
2016-05-10,21.81,21.05,22.206,23.406,,22.01
2016-05-11,22.01,21.64,21.952,23.3742,,21.58
2016-05-12,21.58,21.95,21.664,23.3226,,21.93
2016-05-13,21.93,21.47,21.684,23.3012,,22.03
2016-05-16,22.03,21.75,21.872,23.2814,,21.73
2016-05-17,21.73,21.91,21.856,23.2554,,22.12
2016-05-18,22.12,21.57,21.878,23.2506,,21.8
2016-05-19,21.8,21.91,21.922,23.2512,,22.69
2016-05-20,22.69,21.74,22.074,23.2606,,22.37
2016-05-23,22.37,22.58,22.142,23.2486,,22.82
2016-05-24,22.82,22.5,22.36,23.2504,,23.02
2016-05-25,23.02,22.56,22.54,23.2408,,22.91
2016-05-26,22.91,22.99,22.762,23.2152,,22.78
2016-05-27,22.78,22.71,22.78,23.1824,,22.57
2016-05-31,22.57,22.85,22.82,23.169,,23.93
2016-06-01,23.93,22.45,23.042,23.1692,,24.95
2016-06-02,24.95,23.96,23.428,23.1744,,24.15
2016-06-03,24.15,24.99,23.676,23.1648,,24.36
2016-06-06,24.36,24.02,23.992,23.1756,,23.46
2016-06-07,23.46,23.44,24.17,23.1646,,23.79
2016-06-08,23.79,23.56,24.142,23.1582,,23.99
2016-06-09,23.99,23.56,23.95,23.1632,,23.84
2016-06-10,23.84,23.52,23.888,23.137,,24.35
2016-06-13,24.35,23.55,23.886,23.1502,,24.52
2016-06-14,24.52,24.09,24.098,23.1586,,25.99
2016-06-15,25.99,24.78,24.538,23.2088,,25.5
2016-06-16,25.5,25.54,24.84,23.2478,,25.81
2016-06-17,25.81,25.5,25.234,23.3028,,26.26
2016-06-20,26.26,25.98,25.616,23.3632,,25.99
2016-06-21,25.99,26.0,25.91,23.4184,,26.19
2016-06-22,26.19,25.89,25.95,23.48,,26.78
2016-06-23,26.78,26.04,26.206,23.5442,,25.9
2016-06-24,25.9,25.5,26.224,23.6034,,24.95
2016-06-27,24.95,25.5,25.962,23.6502,,25.38
2016-06-28,25.38,25.36,25.84,23.6918,,25.81
2016-06-29,25.81,25.63,25.764,23.74,,25.9
2016-06-30,25.9,25.97,25.588,23.7858,,25.62
2016-07-01,25.62,25.68,25.532,23.8122,,26.17
2016-07-05,26.17,25.3,25.776,23.8592,,26.97
2016-07-06,26.97,25.84,26.094,23.9204,,26.58
2016-07-07,26.58,27.0,26.248,23.97,,26.98
2016-07-08,26.98,26.77,26.464,24.0364,,27.22
2016-07-11,27.22,27.08,26.784,24.117,,27.3
2016-07-12,27.3,27.11,27.01,24.1996,,27.11
2016-07-13,27.11,27.41,27.038,24.2584,,27.35
2016-07-14,27.35,27.08,27.192,24.3298,,27.4
2016-07-15,27.4,27.58,27.276,24.4122,,27.2
2016-07-18,27.2,27.4,27.272,24.4958,,27.51
2016-07-19,27.51,27.22,27.314,24.6094,,28.02
2016-07-20,28.02,27.73,27.496,24.748,,27.73
2016-07-21,27.73,27.9,27.572,24.8664,,28.16
2016-07-22,28.16,27.81,27.724,24.9894,,28.4
2016-07-25,28.4,28.2,27.964,25.1258,,28.7
2016-07-26,28.7,28.31,28.202,25.2612,,29.0
2016-07-27,29.0,28.73,28.398,25.4006,,29.74
2016-07-28,29.74,29.23,28.8,25.5608,,29.97
2016-07-29,29.97,29.7,29.162,25.7178,,29.84
2016-08-01,29.84,29.99,29.45,25.8786,,29.33
2016-08-02,29.33,29.96,29.576,26.0114,,29.79
2016-08-03,29.79,29.2,29.734,26.1598,,30.04
2016-08-04,30.04,29.99,29.794,26.3042,,31.97
2016-08-05,31.97,30.5,30.194,26.4832,,30.49
2016-08-08,30.49,31.82,30.324,26.6348,,30.66
2016-08-09,30.66,30.23,30.59,26.7924,,29.95
2016-08-10,29.95,30.15,30.622,26.94,,29.98
2016-08-11,29.98,29.9,30.61,27.061,,30.0
2016-08-12,30.0,29.92,30.216,27.162,,30.33
2016-08-15,30.33,29.85,30.184,27.2856,,29.95
2016-08-16,29.95,30.39,30.042,27.3974,,29.63
2016-08-17,29.63,29.84,29.978,27.5208,,29.71
2016-08-18,29.71,29.7,29.924,27.6392,,29.42
2016-08-19,29.42,29.59,29.808,27.7478,,28.97
2016-08-22,28.97,29.2,29.536,27.8504,,28.97
2016-08-23,28.97,28.97,29.34,27.9428,,28.74
2016-08-24,28.74,28.98,29.162,28.0272,,28.93
2016-08-25,28.93,28.47,29.006,28.086,,28.94
2016-08-26,28.94,28.74,28.91,28.1548,,29.02
2016-08-29,29.02,28.74,28.92,28.219,,29.7
2016-08-30,29.7,29.04,29.066,28.2878,,29.48
2016-08-31,29.48,29.61,29.214,28.3576,,29.97
2016-09-01,29.97,29.3,29.422,28.4332,,30.1
2016-09-02,30.1,30.0,29.654,28.4996,,30.42
2016-09-06,30.42,30.28,29.934,28.59,,30.64
2016-09-07,30.64,30.34,30.122,28.7038,,30.67
2016-09-08,30.67,30.6,30.36,28.8096,,29.48
2016-09-09,29.48,30.56,30.262,28.883,,30.23
2016-09-12,30.23,29.25,30.288,28.9696,,29.49
2016-09-13,29.49,29.85,30.102,29.047,,29.73
2016-09-14,29.73,29.48,29.92,29.1182,,30.01
2016-09-15,30.01,29.73,29.788,29.179,,30.0
2016-09-16,30.0,29.9,29.892,29.2474,,30.29
2016-09-19,30.29,29.99,29.904,29.3136,,30.26
2016-09-20,30.26,30.5,30.058,29.3744,,31.9
2016-09-21,31.9,30.45,30.492,29.4664,,31.36
2016-09-22,31.36,32.1,30.762,29.5514,,30.75
2016-09-23,30.75,31.46,30.912,29.6194,25.5747,30.02
2016-09-26,30.02,30.39,30.858,29.6718,25.6198,29.78
2016-09-27,29.78,29.9,30.762,29.7234,25.6298,30.0
2016-09-28,30.0,29.83,30.382,29.7732,25.6423,30.32
2016-09-29,30.32,31.48,30.174,29.8192,25.6626,29.97
2016-09-30,29.97,30.4,30.018,29.864,25.6799,29.19
2016-10-03,29.19,29.8,29.852,29.8846,25.6932,28.72
2016-10-04,28.72,29.13,29.64,29.891,25.6967,29.08
2016-10-05,29.08,29.28,29.456,29.8986,25.701,28.85
2016-10-06,28.85,29.15,29.162,29.8956,25.6985,28.27
2016-10-07,28.27,28.78,28.822,29.8662,25.6894,28.46
2016-10-10,28.46,28.38,28.676,29.836,25.6892,28.41
2016-10-11,28.41,28.35,28.614,29.8074,25.6902,28.0
2016-10-12,28.0,28.23,28.398,29.7808,25.6857,28.05
2016-10-13,28.05,27.75,28.238,29.746,25.6705,28.42
2016-10-14,28.42,28.34,28.268,29.7136,25.6615,28.43
2016-10-17,28.43,28.5,28.262,29.6428,25.6533,28.91
2016-10-18,28.91,28.53,28.362,29.6112,25.6608,29.03
2016-10-19,29.03,29.0,28.568,29.5786,25.6721,28.7
2016-10-20,28.7,29.1,28.698,29.5536,25.6803,29.04
2016-10-21,29.04,28.83,28.822,29.5348,25.6907,29.25
2016-10-24,29.25,29.69,28.986,29.5198,25.7011,29.14
2016-10-25,29.14,29.37,29.032,29.496,25.7112,28.77
2016-10-26,28.77,28.95,28.98,29.4724,25.7209,28.31
2016-10-27,28.31,28.86,28.902,29.446,25.7288,27.2
2016-10-28,27.2,28.02,28.534,29.3958,25.7306,26.86
2016-10-31,26.86,27.0,28.056,29.3446,25.739,27.19
2016-11-01,27.19,26.78,27.666,29.309,25.7548,27.13
2016-11-02,27.13,27.07,27.338,29.2722,25.7773,26.94
2016-11-03,26.94,27.04,27.064,29.2362,25.7908,26.9
2016-11-04,26.9,26.84,27.004,29.1956,25.8023,27.44
2016-11-07,27.44,27.01,27.12,29.1656,25.8211,27.42
2016-11-08,27.42,27.31,27.166,29.1336,25.8382,27.32
2016-11-09,27.32,26.0,27.204,29.086,25.8634,27.47
2016-11-10,27.47,27.3,27.31,29.0458,25.8988,27.49
2016-11-11,27.49,27.41,27.428,28.9962,25.9324,27.59
2016-11-14,27.59,27.52,27.458,28.946,25.9645,27.91
2016-11-15,27.91,27.72,27.556,28.8958,25.9973,28.55
2016-11-16,28.55,27.91,27.802,28.854,26.0212,29.36
2016-11-17,29.36,28.59,28.18,28.8278,26.048,28.76
2016-11-18,28.76,29.19,28.434,28.8134,26.0909,27.91
2016-11-21,27.91,28.71,28.498,28.767,26.1408,27.34
2016-11-22,27.34,27.85,28.384,28.724,26.1829,27.41
2016-11-23,27.41,27.36,28.156,28.6776,26.2197,27.42
2016-11-25,27.42,27.5,27.768,28.6258,26.255,27.22
2016-11-28,27.22,27.11,27.46,28.5702,26.2906,27.61
2016-11-29,27.61,27.12,27.4,28.5166,26.3178,27.14
2016-11-30,27.14,27.51,27.36,28.4542,26.3367,26.12
2016-12-01,26.12,27.03,27.102,28.3386,26.3573,25.23
2016-12-02,25.23,26.71,26.664,28.216,26.3728,25.59
2016-12-05,25.59,25.13,26.338,28.1128,26.3902,25.58
2016-12-06,25.58,25.77,25.932,28.024,26.4056,26.08
2016-12-07,26.08,25.65,25.72,27.95,26.4232,26.53
2016-12-08,26.53,26.18,25.802,27.8806,26.4381,26.55
2016-12-09,26.55,26.71,26.066,27.8052,26.4544,25.64
2016-12-12,25.64,26.31,26.076,27.7186,26.4637,25.28
2016-12-13,25.28,25.64,26.016,27.6404,26.4721,24.89
2016-12-14,24.89,25.3,25.778,27.5638,26.4758,24.65
2016-12-15,24.65,24.94,25.402,27.4752,26.484,24.19
2016-12-16,24.19,24.64,24.93,27.382,26.4899,24.07
2016-12-19,24.07,25.24,24.616,27.298,26.4951,24.61
2016-12-20,24.61,24.08,24.482,27.221,26.5063,24.33
2016-12-21,24.33,24.65,24.37,27.1394,26.5191,24.05
2016-12-22,24.05,24.34,24.25,27.0604,26.5283,24.13
2016-12-23,24.13,24.11,24.238,26.982,26.5341,24.31
2016-12-27,24.31,24.41,24.286,26.8998,26.542,24.25
2016-12-28,24.25,24.36,24.214,26.8162,26.5457,24.26
2016-12-29,24.26,24.27,24.2,26.7232,26.5461,24.08
2016-12-30,24.08,24.34,24.206,26.6242,26.5444,24.6
2017-01-03,24.6,24.32,24.3,26.5422,26.5512,25.15
2017-01-04,25.15,24.75,24.468,26.4644,26.5573,24.97
2017-01-05,24.97,25.16,24.612,26.3788,26.5587,24.72
2017-01-06,24.72,25.07,24.704,26.2904,26.5592,25.03
2017-01-09,25.03,24.73,24.894,26.2156,26.5652,25.24
2017-01-10,25.24,25.03,25.022,26.1542,26.5714,26.0
2017-01-11,26.0,25.28,25.192,26.1302,26.5808,26.81
2017-01-12,26.81,26.03,25.56,26.1292,26.5962,26.91
2017-01-13,26.91,26.92,25.998,26.1236,26.605,26.63
2017-01-17,26.63,26.82,26.318,26.1136,26.6197,27.2
2017-01-18,27.2,26.88,26.71,26.1188,26.6352,27.42
2017-01-19,27.42,27.35,26.994,26.1292,26.6549,28.03
2017-01-20,28.03,27.21,27.238,26.141,26.6773,27.64
2017-01-23,27.64,27.78,27.384,26.1454,26.7002,27.93
2017-01-24,27.93,27.52,27.644,26.1576,26.7236,27.85
2017-01-25,27.85,28.69,27.774,26.1652,26.7467,27.77
2017-01-26,27.77,27.86,27.844,26.1708,26.77,27.76
2017-01-27,27.76,27.81,27.79,26.1742,26.791,27.61
2017-01-30,27.61,27.51,27.784,26.1682,26.8143,27.63
2017-01-31,27.63,27.39,27.724,26.1498,26.8394,28.02
2017-02-01,28.02,27.57,27.758,26.123,26.863,28.14
2017-02-02,28.14,28.0,27.832,26.1106,26.8867,28.16
2017-02-03,28.16,28.06,27.912,26.1156,26.9095,27.93
2017-02-06,27.93,27.96,27.976,26.1274,26.9276,28.0
2017-02-07,28.0,28.0,28.05,26.1392,26.9486,28.11
2017-02-08,28.11,27.98,28.068,26.153,26.9695,28.26
2017-02-09,28.26,28.11,28.092,26.1738,26.9903,28.64
2017-02-10,28.64,28.21,28.188,26.1944,27.0152,28.92
2017-02-13,28.92,28.64,28.386,26.23,27.0439,28.96
2017-02-14,28.96,28.95,28.578,26.2868,27.0729,29.62
2017-02-15,29.62,28.9,28.88,26.3746,27.1001,29.16
2017-02-16,29.16,29.47,29.06,26.446,27.127,29.89
2017-02-17,29.89,28.96,29.31,26.5322,27.1601,30.05
2017-02-21,30.05,29.79,29.536,26.6116,27.1952,29.42
2017-02-22,29.42,30.06,29.628,26.6694,27.2332,29.5
2017-02-23,29.5,29.35,29.604,26.7284,27.2752,29.27
2017-02-24,29.27,29.39,29.626,26.801,27.3125,28.82
2017-02-27,28.82,29.06,29.412,26.8718,27.3465,28.44
2017-02-28,28.44,28.54,29.09,26.9428,27.3808,28.93
2017-03-01,28.93,28.73,28.992,27.0284,27.4158,28.6
2017-03-02,28.6,28.83,28.812,27.1166,27.4487,28.79
2017-03-03,28.79,28.66,28.716,27.211,27.484,28.63
2017-03-06,28.63,28.56,28.678,27.2914,27.5166,28.55
2017-03-07,28.55,28.69,28.7,27.3758,27.5503,28.63
2017-03-08,28.63,28.67,28.64,27.4674,27.58,28.54
2017-03-09,28.54,28.75,28.628,27.5556,27.6109,28.67
2017-03-10,28.67,28.69,28.604,27.6428,27.6401,29.13
2017-03-13,29.13,28.58,28.704,27.7404,27.6707,28.92
2017-03-14,28.92,29.15,28.778,27.8336,27.7007,29.03
2017-03-15,29.03,29.04,28.858,27.9326,27.732,29.39
2017-03-16,29.39,29.13,29.028,28.0284,27.7661,29.66
2017-03-17,29.66,29.53,29.226,28.1186,27.7947,29.45
2017-03-20,29.45,29.81,29.29,28.2082,27.8172,28.99
2017-03-21,28.99,29.73,29.304,28.2936,27.8414,29.18
2017-03-22,29.18,29.04,29.334,28.3766,27.8655,29.29
2017-03-23,29.29,29.02,29.314,28.4576,27.8947,29.43
2017-03-24,29.43,29.32,29.268,28.5262,27.9229,29.59
2017-03-27,29.59,29.3,29.296,28.5818,27.9509,29.81
2017-03-28,29.81,29.6,29.46,28.6398,27.9807,29.85
2017-03-29,29.85,29.81,29.594,28.7042,28.0082,29.83
2017-03-30,29.83,29.9,29.702,28.7568,28.0348,29.95
2017-03-31,29.95,29.64,29.806,28.8074,28.0546,29.74
2017-04-03,29.74,29.85,29.836,28.8416,28.0758,29.91
2017-04-04,29.91,29.81,29.856,28.887,28.0963,30.11
2017-04-05,30.11,30.0,29.908,28.9306,28.1155,31.32
2017-04-06,31.32,30.15,30.206,29.0,28.1422,31.32
2017-04-07,31.32,31.11,30.48,29.071,28.1678,31.55
2017-04-10,31.55,31.43,30.842,29.1468,28.1917,31.22
2017-04-11,31.22,31.43,31.104,29.219,28.2183,31.6
2017-04-12,31.6,31.01,31.402,29.2984,28.2515,31.23
2017-04-13,31.23,31.6,31.384,29.3626,28.2808,31.49
2017-04-17,31.49,31.34,31.418,29.4296,28.3092,31.59
2017-04-18,31.59,31.45,31.426,29.4982,28.3376,31.83
2017-04-19,31.83,31.58,31.548,29.5762,28.3687,31.27
2017-04-20,31.27,31.44,31.482,29.6416,28.3942,31.54
2017-04-21,31.54,31.44,31.544,29.7102,28.417,32.02
2017-04-24,32.02,31.89,31.65,29.7854,28.4442,32.57
2017-04-25,32.57,31.97,31.846,29.864,28.4722,32.82
2017-04-26,32.82,32.57,32.044,29.942,28.5002,33.47
2017-04-27,33.47,32.66,32.484,30.0322,28.531,34.48
2017-04-28,34.48,34.2,33.072,30.1294,28.5679,34.72
2017-05-01,34.72,33.65,33.612,30.2406,28.6047,34.94
2017-05-02,34.94,34.69,34.086,30.3416,28.6424,35.28
2017-05-03,35.28,34.96,34.578,30.4462,28.6828,36.53
2017-05-04,36.53,35.36,35.19,30.5884,28.7279,36.81
2017-05-05,36.81,36.48,35.656,30.7346,28.7719,36.82
2017-05-08,36.82,36.92,36.076,30.8856,28.8173,36.84
2017-05-09,36.84,36.83,36.456,31.046,28.8607,37.18
2017-05-10,37.18,36.79,36.836,31.2208,28.9046,36.93
2017-05-11,36.93,37.0,36.916,31.3808,28.9458,36.84
2017-05-12,36.84,36.79,36.922,31.5456,28.985,37.06
2017-05-15,37.06,36.92,36.97,31.711,29.0216,36.9
2017-05-16,36.9,37.06,36.982,31.8764,29.0562,35.4
2017-05-17,35.4,36.51,36.626,32.0134,29.084,35.34
2017-05-18,35.34,35.3,36.308,32.1476,29.1141,35.25
2017-05-19,35.25,35.46,35.99,32.2818,29.1414,35.56
2017-05-22,35.56,35.14,35.69,32.4196,29.169,35.43
2017-05-23,35.43,35.63,35.396,32.5456,29.1863,35.9
2017-05-24,35.9,35.41,35.496,32.6852,29.2133,35.95
2017-05-25,35.95,35.76,35.618,32.8236,29.2398,35.58
2017-05-26,35.58,35.81,35.684,32.9474,29.2679,35.6
2017-05-30,35.6,35.46,35.692,33.0662,29.296,35.76
2017-05-31,35.76,35.67,35.758,33.1924,29.3248,36.51
2017-06-01,36.51,35.86,35.88,33.3428,29.3557,36.74
2017-06-02,36.74,36.61,36.038,33.494,29.3897,36.86
2017-06-05,36.86,36.7,36.294,33.6454,29.4258,37.71
2017-06-06,37.71,36.77,36.716,33.811,29.4658,36.87
2017-06-07,36.87,37.78,36.938,33.9566,29.5031,37.21
2017-06-08,37.21,37.05,37.078,34.1046,29.5443,34.62
2017-06-09,34.62,37.39,36.654,34.2,29.5725,34.57
2017-06-12,34.57,34.51,36.196,34.2948,29.6017,34.63
2017-06-13,34.63,34.79,35.58,34.3884,29.6302,34.63
2017-06-14,34.63,34.82,35.132,34.4862,29.6586,34.64
2017-06-15,34.64,34.34,34.618,34.5808,29.6867,34.79
2017-06-16,34.79,34.78,34.652,34.6744,29.7122,34.85
2017-06-19,34.85,34.94,34.708,34.745,29.739,34.6
2017-06-20,34.6,34.81,34.702,34.8106,29.7622,34.8
2017-06-21,34.8,34.8,34.736,34.8756,29.7857,35.3
2017-06-22,35.3,34.72,34.868,34.9572,29.8101,36.0
2017-06-23,36.0,35.3,35.11,35.0452,29.8369,35.93
2017-06-26,35.93,36.01,35.326,35.1392,29.8632,35.67
2017-06-27,35.67,35.91,35.54,35.2228,29.8941,36.1
2017-06-28,36.1,35.85,35.8,35.313,29.9235,35.18
2017-06-29,35.18,36.01,35.776,35.38,29.9519,35.18
2017-06-30,35.18,35.27,35.612,35.4582,29.9792,34.16
2017-07-03,34.16,35.25,35.258,35.5106,29.9999,34.68
2017-07-05,34.68,34.2,35.06,35.5638,30.0233,34.62
2017-07-06,34.62,34.4,34.764,35.6048,30.045,35.31
2017-07-07,35.31,34.73,34.79,35.6546,30.0702,35.32
2017-07-10,35.32,35.31,34.818,35.6916,30.0873,35.34
2017-07-11,35.34,35.16,35.054,35.7088,30.1072,36.24
