ticker,TEAM US Equity,TEAM US Equity,TEAM US Equity,TEAM US Equity,TEAM US Equity,Close Tomorrow
2017-07-12,36.24,35.76,35.366,35.7392,30.1347,35.53
2017-07-13,35.53,36.3,35.548,35.751,30.1622,35.65
2017-07-14,35.65,35.72,35.616,35.7584,30.1916,35.65
2017-07-17,35.65,35.75,35.682,35.7408,30.2198,35.43
2017-07-18,35.43,35.67,35.7,35.7132,30.2454,36.26
2017-07-19,36.26,35.55,35.704,35.702,30.2768,35.98
2017-07-20,35.98,36.29,35.794,35.6848,30.3108,35.75
2017-07-21,35.75,35.97,35.814,35.6562,30.3459,36.41
2017-07-24,36.41,35.42,35.966,35.6458,30.3826,38.0
2017-07-25,38.0,36.94,36.48,35.669,30.4283,38.84
2017-07-26,38.84,38.0,36.996,35.7046,30.4812,37.97
2017-07-27,37.97,39.0,37.394,35.726,30.5287,37.14
2017-07-28,37.14,37.21,37.672,35.7608,30.5724,35.82
2017-07-31,35.82,36.93,37.554,35.7704,30.6115,36.29
2017-08-01,36.29,35.82,37.212,35.7912,30.6527,34.5
2017-08-02,34.5,36.37,36.344,35.77,30.6831,35.04
2017-08-03,35.04,34.65,35.758,35.7622,30.7161,35.33
2017-08-04,35.33,35.0,35.396,35.7508,30.7482,35.43
2017-08-07,35.43,35.51,35.318,35.7404,30.7802,35.15
2017-08-08,35.15,35.3,35.09,35.7318,30.8125,35.44
2017-08-09,35.44,35.0,35.278,35.7286,30.8445,34.78
2017-08-10,34.78,35.25,35.226,35.709,30.8721,35.46
2017-08-11,35.46,35.07,35.252,35.688,30.9037,35.98
2017-08-14,35.98,35.63,35.362,35.6728,30.9398,36.37
2017-08-15,36.37,35.98,35.606,35.663,30.9801,37.46
2017-08-16,37.46,36.39,36.01,35.658,31.0314,36.91
2017-08-17,36.91,37.26,36.436,35.6588,31.0816,36.34
2017-08-18,36.34,36.92,36.612,35.6414,31.1274,36.17
2017-08-21,36.17,36.22,36.65,35.6724,31.1726,35.9
2017-08-22,35.9,36.37,36.556,35.699,31.2174,35.75
2017-08-23,35.75,35.57,36.214,35.7214,31.2616,35.22
2017-08-24,35.22,35.75,35.876,35.7332,31.3005,34.64
2017-08-25,34.64,35.19,35.536,35.7332,31.3366,34.68
2017-08-28,34.68,34.7,35.238,35.731,31.3734,34.61
2017-08-29,34.61,34.34,34.98,35.7262,31.4091,35.53
2017-08-30,35.53,34.53,34.936,35.7448,31.4493,35.6
2017-08-31,35.6,35.43,35.012,35.7608,31.4894,34.9
2017-09-01,34.9,35.53,35.064,35.7528,31.5243,34.9
2017-09-05,34.9,34.96,35.108,35.7308,31.5561,34.39
2017-09-06,34.39,35.06,35.064,35.7,31.5812,34.49
2017-09-07,34.49,34.59,34.856,35.6764,31.6099,34.35
2017-09-08,34.35,34.55,34.606,35.6414,31.6421,35.03
2017-09-11,35.03,36.0,34.632,35.6384,31.6805,33.8
2017-09-12,33.8,34.83,34.412,35.6108,31.7125,33.82
2017-09-13,33.82,33.88,34.298,35.604,31.7445,36.55
2017-09-14,36.55,33.93,34.71,35.6414,31.7911,36.15
2017-09-15,36.15,36.63,35.07,35.672,31.8338,36.39
2017-09-18,36.39,36.13,35.342,35.6936,31.8801,36.42
2017-09-19,36.42,36.5,35.866,35.7156,31.9316,36.07
2017-09-20,36.07,36.47,36.316,35.7302,31.9858,35.16
2017-09-21,35.16,36.31,36.038,35.7086,32.0336,35.17
2017-09-22,35.17,35.16,35.842,35.7014,32.0816,34.23
2017-09-25,34.23,35.11,35.41,35.673,32.1223,33.94
2017-09-26,33.94,34.53,34.914,35.6388,32.1594,34.3
2017-09-27,34.3,34.16,34.56,35.6162,32.1981,34.49
2017-09-28,34.49,34.31,34.426,35.5808,32.2424,35.15
2017-09-29,35.15,34.52,34.422,35.5642,32.2917,36.25
2017-10-02,36.25,35.0,34.826,35.5742,32.3485,36.65
2017-10-03,36.65,36.41,35.368,35.579,32.4085,37.89
2017-10-04,37.89,36.58,36.086,35.5768,32.477,38.15
2017-10-05,38.15,37.87,36.818,35.563,32.5474,38.67
2017-10-06,38.67,38.12,37.522,35.577,32.6177,39.59
2017-10-09,39.59,38.8,38.19,35.626,32.694,39.77
2017-10-10,39.77,39.66,38.814,35.705,32.7726,40.39
2017-10-11,40.39,39.89,39.314,35.787,32.8539,40.33
2017-10-12,40.33,40.4,39.75,35.9036,32.934,39.64
2017-10-13,39.64,40.46,39.944,35.9956,33.011,39.55
2017-10-16,39.55,39.82,39.936,36.08,33.0874,39.75
2017-10-17,39.75,39.61,39.932,36.1664,33.1658,39.81
2017-10-18,39.81,39.75,39.816,36.2596,33.2418,40.25
2017-10-19,40.25,39.49,39.8,36.3558,33.3173,50.17
2017-10-20,50.17,45.98,41.906,36.6636,33.4433,49.0
2017-10-23,49.0,48.66,43.796,36.9344,33.5647,49.28
2017-10-24,49.28,48.55,45.702,37.2004,33.686,48.26
2017-10-25,48.26,49.27,47.392,37.4382,33.8011,47.91
2017-10-26,47.91,48.08,48.924,37.6472,33.9106,47.03
2017-10-27,47.03,48.02,48.296,37.8496,34.0117,48.31
2017-10-30,48.31,46.92,48.158,38.089,34.1187,48.37
2017-10-31,48.37,48.27,47.976,38.333,34.2274,48.69
2017-11-01,48.69,48.235,48.062,38.5888,34.3349,49.43
2017-11-02,49.43,48.61,48.366,38.8624,34.4449,50.99
2017-11-03,50.99,49.57,49.158,39.1778,34.5597,52.06
2017-11-06,52.06,50.98,49.908,39.5262,34.6818,51.81
2017-11-07,51.81,52.27,50.596,39.8688,34.8012,52.94
2017-11-08,52.94,51.76,51.446,40.2354,34.9267,52.33
2017-11-09,52.33,52.28,52.026,40.5714,35.0495,52.4
2017-11-10,52.4,52.29,52.308,40.9074,35.1727,52.27
2017-11-13,52.27,51.9,52.35,41.2548,35.296,52.38
2017-11-14,52.38,52.26,52.464,41.6044,35.4197,51.9
2017-11-15,51.9,51.72,52.256,41.9546,35.5391,52.43
2017-11-16,52.43,51.94,52.276,42.3134,35.6606,52.37
2017-11-17,52.37,52.38,52.27,42.6738,35.7816,50.9
2017-11-20,50.9,52.21,51.996,42.9912,35.8965,52.21
2017-11-21,52.21,50.9,51.962,43.3594,36.0175,51.74
2017-11-22,51.74,52.11,51.93,43.7178,36.1357,52.23
2017-11-24,52.23,52.1,51.89,44.0314,36.2555,51.55
2017-11-27,51.55,52.29,51.726,44.3394,36.3701,51.19
2017-11-28,51.19,51.81,51.784,44.6354,36.4814,46.59
2017-11-29,46.59,50.75,50.66,44.8388,36.5696,46.69
2017-11-30,46.69,47.09,49.65,45.0512,36.6549,47.01
2017-12-01,47.01,46.79,48.606,45.2882,36.7442,44.28
2017-12-04,44.28,47.53,47.152,45.4704,36.8161,44.97
2017-12-05,44.97,43.88,45.908,45.6852,36.8907,45.17
2017-12-06,45.17,44.82,45.624,45.9098,36.9695,45.52
2017-12-07,45.52,45.42,45.39,46.1342,37.0496,46.46
2017-12-08,46.46,45.79,45.28,46.3736,37.1355,47.11
2017-12-11,47.11,46.83,45.846,46.6128,37.227,45.46
2017-12-12,45.46,47.0,45.944,46.797,37.3121,45.98
2017-12-13,45.98,45.51,46.106,46.9836,37.3973,45.43
2017-12-14,45.43,46.04,46.088,47.1344,37.4815,47.03
2017-12-15,47.03,45.44,46.202,47.312,37.5727,46.81
2017-12-18,46.81,47.5,46.142,47.4748,37.6636,46.87
2017-12-19,46.87,46.87,46.424,47.6204,37.7552,46.69
2017-12-20,46.69,47.05,46.566,47.7588,37.8455,46.41
2017-12-21,46.41,46.61,46.762,47.8792,37.9348,46.26
2017-12-22,46.26,46.5,46.608,47.9978,38.0228,46.49
2017-12-26,46.49,46.05,46.544,48.1348,38.1096,46.14
2017-12-27,46.14,46.4,46.398,48.2666,38.1957,46.04
2017-12-28,46.04,46.35,46.268,48.3924,38.2807,45.52
2017-12-29,45.52,46.2,46.09,48.5066,38.3614,47.06
2018-01-02,47.06,45.94,46.25,48.6428,38.4484,50.4
2018-01-03,50.4,47.32,47.032,48.6474,38.5531,51.6
2018-01-04,51.6,51.06,48.124,48.6994,38.6662,51.87
2018-01-05,51.87,51.62,49.29,48.7512,38.7796,51.91
2018-01-08,51.91,51.89,50.568,48.8242,38.8927,52.72
2018-01-09,52.72,52.31,51.7,48.9204,39.0092,51.05
2018-01-10,51.05,52.22,51.83,49.0008,39.1165,52.04
2018-01-11,52.04,51.15,51.918,49.0754,39.2276,52.57
2018-01-12,52.57,52.04,52.058,49.1594,39.3412,52.82
2018-01-16,52.82,53.38,52.24,49.242,39.4562,54.87
2018-01-17,54.87,53.31,52.67,49.3508,39.5808,55.6
2018-01-18,55.6,55.91,53.58,49.443,39.7101,53.07
2018-01-19,53.07,53.31,53.786,49.4632,39.8259,52.26
2018-01-22,52.26,52.6,53.724,49.4722,39.9366,53.93
2018-01-23,53.93,51.92,53.946,49.492,40.0497,52.77
2018-01-24,52.77,53.93,53.526,49.5008,40.1569,53.09
2018-01-25,53.09,52.85,53.024,49.5146,40.2646,53.85
2018-01-26,53.85,53.64,53.18,49.5462,40.3778,54.74
2018-01-29,54.74,53.65,53.676,49.5934,40.4935,53.39
2018-01-30,53.39,53.81,53.568,49.6232,40.6043,53.99
2018-01-31,53.99,53.78,53.812,49.6544,40.7168,53.26
2018-02-01,53.26,53.47,53.846,49.6722,40.8251,52.72
2018-02-02,52.72,53.06,53.62,49.7086,40.9296,51.23
2018-02-05,51.23,51.93,52.918,49.689,41.0294,52.02
2018-02-06,52.02,49.79,52.644,49.6946,41.1318,51.79
2018-02-07,51.79,51.78,52.204,49.6858,41.2306,48.86
2018-02-08,48.86,51.8,51.324,49.632,41.3121,50.19
2018-02-09,50.19,49.57,50.818,49.612,41.3989,51.22
2018-02-12,51.22,50.29,50.816,49.7046,41.4877,51.8
2018-02-13,51.8,51.13,50.772,49.8068,41.5743,52.09
2018-02-14,52.09,51.29,50.832,49.9084,41.6611,52.92
2018-02-15,52.92,52.24,51.644,50.0812,41.751,53.23
2018-02-16,53.23,52.97,52.252,50.2464,41.8408,54.26
2018-02-20,54.26,52.45,52.86,50.4282,41.9294,55.45
2018-02-21,55.45,54.22,53.59,50.6268,42.0226,52.41
2018-02-22,52.41,55.32,53.654,50.7458,42.1006,53.27
2018-02-23,53.27,52.35,53.724,50.869,42.1827,52.77
2018-02-26,52.77,53.29,53.632,51.0152,42.2607,52.91
2018-02-27,52.91,52.53,53.362,51.1538,42.3406,54.29
2018-02-28,54.29,52.81,53.13,51.331,42.4278,54.19
2018-03-01,54.19,54.57,53.486,51.4742,42.5135,58.17
2018-03-02,58.17,53.78,54.466,51.7014,42.6198,58.58
2018-03-05,58.58,58.3,55.628,51.9356,42.7357,59.14
2018-03-06,59.14,59.13,56.874,52.1846,42.8547,59.77
2018-03-07,59.77,58.5,57.97,52.4518,42.9773,59.79
2018-03-08,59.79,60.28,59.09,52.7224,43.0985,61.26
2018-03-09,61.26,60.04,59.708,53.0178,43.2276,61.8
2018-03-12,61.8,61.64,60.352,53.331,43.3571,59.83
2018-03-13,59.83,62.14,60.49,53.6068,43.4765,59.98
2018-03-14,59.98,60.27,60.532,53.896,43.5985,59.56
2018-03-15,59.56,60.07,60.486,54.146,43.7183,59.26
2018-03-16,59.26,59.53,60.086,54.3232,43.8358,58.57
2018-03-19,58.57,59.18,59.44,54.4626,43.9461,59.16
2018-03-20,59.16,58.6,59.306,54.6084,44.0582,58.32
2018-03-21,58.32,59.42,58.974,54.7366,44.1655,57.51
2018-03-22,57.51,57.35,58.564,54.8324,44.2645,55.36
2018-03-23,55.36,57.53,57.784,54.9186,44.357,56.62
2018-03-26,56.62,56.5,57.394,55.0102,44.454,54.01
2018-03-27,54.01,57.2,56.364,55.039,44.551,52.16
2018-03-28,52.16,53.5,55.132,55.0258,44.6389,53.92
2018-03-29,53.92,52.55,54.414,55.0068,44.7354,53.78
2018-04-02,53.78,53.54,54.098,54.9704,44.8311,53.21
2018-04-03,53.21,54.47,53.416,54.9732,44.924,56.11
2018-04-04,56.11,52.0,53.836,55.0502,45.0306,55.97
2018-04-05,55.97,56.91,54.598,55.091,45.1362,54.59
2018-04-06,54.59,55.48,54.732,55.1274,45.2361,55.9
2018-04-09,55.9,55.48,55.156,55.1836,45.3416,56.99
2018-04-10,56.99,57.04,55.912,55.2464,45.4501,58.66
2018-04-11,58.66,56.58,56.422,55.3248,45.5634,60.64
2018-04-12,60.64,58.91,57.356,55.4698,45.6869,60.25
2018-04-13,60.25,61.09,58.488,55.595,45.8098,60.68
2018-04-16,60.68,60.87,59.444,55.7434,45.9327,62.06
2018-04-17,62.06,61.0,60.458,55.9302,46.0671,62.07
2018-04-18,62.07,61.15,61.14,56.147,46.2016,62.27
2018-04-19,62.27,62.19,61.466,56.352,46.3421,58.205
2018-04-20,58.205,54.61,61.057,56.4803,46.4597,58.98
2018-04-23,58.98,58.19,60.717,56.6827,46.5815,57.21
2018-04-24,57.21,59.4,59.747,56.8231,46.691,55.17
2018-04-25,55.17,56.51,58.367,56.9021,46.7903,56.04
2018-04-26,56.04,55.99,57.121,56.9869,46.8938,55.42
2018-04-27,55.42,56.35,56.564,57.0535,46.9897,55.98
2018-04-30,55.98,55.48,55.964,57.1147,47.0919,56.24
2018-05-01,56.24,55.6,55.77,57.1749,47.1949,56.47
2018-05-02,56.47,56.37,56.03,57.2191,47.299,58.49
2018-05-03,58.49,56.46,56.52,57.2799,47.4143,59.99
2018-05-04,59.99,58.01,57.434,57.4315,47.5329,62.61
2018-05-07,62.61,60.4,58.76,57.6183,47.6661,63.18
2018-05-08,63.18,62.14,60.148,57.8265,47.8032,64.29
2018-05-09,64.29,63.1,61.712,58.0541,47.9426,65.29
2018-05-10,65.29,64.29,63.072,58.2741,48.0791,64.87
2018-05-11,64.87,65.43,64.048,58.4877,48.2092,62.48
2018-05-14,62.48,64.88,64.022,58.5739,48.3318,61.8
2018-05-15,61.8,61.88,63.746,58.6383,48.4551,61.77
2018-05-16,61.77,61.55,63.242,58.6909,48.5848,61.64
2018-05-17,61.64,61.76,62.512,58.7283,48.7116,63.4
2018-05-18,63.4,61.84,62.218,58.8005,48.8561,61.49
2018-05-21,61.49,63.4,62.02,58.8051,48.9883,61.66
2018-05-22,61.66,61.58,61.992,58.8023,49.12,62.94
2018-05-23,62.94,60.88,62.226,58.8645,49.2575,63.92
2018-05-24,63.92,62.8,62.682,58.9433,49.4014,62.94
2018-05-25,62.94,63.45,62.59,59.0109,49.5389,62.71
2018-05-29,62.71,62.31,62.834,59.0799,49.6785,63.42
2018-05-30,63.42,62.68,63.186,59.1769,49.8183,63.79
2018-05-31,63.79,63.45,63.356,59.2695,49.9574,64.01
2018-06-01,64.01,64.05,63.374,59.3833,50.0956,64.42
2018-06-04,64.42,64.0,63.67,59.5215,50.2304,66.67
2018-06-05,66.67,64.51,64.462,59.7477,50.3792,67.82
2018-06-06,67.82,67.1,65.342,59.9717,50.5366,63.78
2018-06-07,63.78,68.0,65.34,60.1671,50.6746,64.28
2018-06-08,64.28,64.0,65.394,60.4095,50.8165,64.35
2018-06-11,64.35,64.54,65.38,60.6181,50.9595,66.21
2018-06-12,66.21,64.4,65.288,60.8667,51.1145,66.14
2018-06-13,66.14,66.3,64.952,61.1253,51.272,66.49
2018-06-14,66.49,66.64,65.494,61.3329,51.431,66.12
2018-06-15,66.12,66.28,65.862,61.5359,51.5886,66.61
2018-06-18,66.61,65.8,66.314,61.7763,51.744,65.04
2018-06-19,65.04,65.59,66.08,61.9591,51.8912,65.53
2018-06-20,65.53,65.64,65.958,62.1299,52.0443,65.59
2018-06-21,65.59,65.8,65.778,62.2685,52.1978,64.19
2018-06-22,64.19,65.51,65.392,62.3395,52.3468,62.38
2018-06-25,62.38,63.55,64.546,62.3821,52.4862,63.25
2018-06-26,63.25,62.87,64.188,62.4335,52.6307,60.75
2018-06-27,60.75,63.37,63.232,62.4073,52.7593,62.12
2018-06-28,62.12,60.69,62.538,62.4083,52.9009,62.52
2018-06-29,62.52,62.42,62.204,62.4133,53.0444,63.35
2018-07-02,63.35,62.03,62.398,62.5162,53.1784,62.98
2018-07-03,62.98,63.37,62.344,62.5962,53.3126,63.4
2018-07-05,63.4,63.02,62.874,62.72,53.4476,65.23
2018-07-06,65.23,63.3,63.496,62.9212,53.5917,64.78
2018-07-09,64.78,65.74,63.948,63.096,53.7352,64.7
2018-07-10,64.7,64.89,64.218,63.2816,53.8829,65.33
2018-07-11,65.33,64.01,64.688,63.4686,54.0337,68.26
2018-07-12,68.26,65.61,65.66,63.709,54.2039,67.19
2018-07-13,67.19,68.57,66.052,63.9234,54.3701,66.86
2018-07-16,66.86,67.52,66.468,64.0908,54.5329,67.88
2018-07-17,67.88,66.09,67.104,64.2486,54.6999,68.22
2018-07-18,68.22,67.96,67.682,64.3608,54.8652,67.86
2018-07-19,67.86,68.23,67.602,64.4544,55.0233,67.87
2018-07-20,67.87,67.85,67.738,64.526,55.1794,66.4
2018-07-23,66.4,67.49,67.646,64.5482,55.3219,64.49
2018-07-24,64.49,67.11,66.968,64.5406,55.4536,67.05
2018-07-25,67.05,64.78,66.734,64.632,55.5955,66.83
2018-07-26,66.83,66.09,66.528,64.7326,55.7317,73.84
2018-07-27,73.84,77.93,67.722,64.974,55.9021,71.08
2018-07-30,71.08,73.0,68.658,65.1628,56.0555,72.41
2018-07-31,72.41,70.78,70.242,65.343,56.2159,73.29
2018-08-01,73.29,72.5,71.49,65.579,56.3842,74.92
2018-08-02,74.92,73.0,73.108,65.8442,56.561,74.12
2018-08-03,74.12,75.2,73.164,66.0678,56.7329,75.55
2018-08-06,75.55,74.35,74.058,66.3004,56.9116,75.98
2018-08-07,75.98,75.91,74.772,66.5612,57.0902,76.17
2018-08-08,76.17,75.62,75.348,66.8304,57.2202,78.31
2018-08-09,78.31,76.2,76.026,67.1282,57.3668,78.07
2018-08-10,78.07,77.52,76.816,67.4138,57.5107,78.23
2018-08-13,78.23,78.07,77.352,67.6982,57.6606,78.71
2018-08-14,78.71,78.06,77.898,67.984,57.8146,77.64
2018-08-15,77.64,77.31,78.192,68.2034,57.9676,78.1
2018-08-16,78.1,78.0,78.15,68.409,58.1166,78.02
2018-08-17,78.02,78.0,78.14,68.6938,58.2648,78.25
2018-08-20,78.25,77.63,78.144,68.9732,58.4126,79.26
2018-08-21,79.26,78.05,78.254,69.2714,58.5618,80.06
2018-08-22,80.06,79.25,78.738,69.5484,58.7071,82.63
2018-08-23,82.63,79.52,79.644,69.8782,58.86,86.11
2018-08-24,86.11,82.52,81.262,70.2706,59.0315,86.54
2018-08-27,86.54,86.03,82.92,70.679,59.1995,87.66
2018-08-28,87.66,86.76,84.6,71.1,59.3761,89.47
2018-08-29,89.47,87.85,86.482,71.5886,59.5615,89.29
2018-08-30,89.29,89.02,87.814,72.0638,59.7466,90.01
2018-08-31,90.01,89.0,88.594,72.5522,59.9347,91.9
2018-09-04,91.9,90.2,89.666,73.1064,60.1347,87.61
2018-09-05,87.61,92.26,89.656,73.611,60.3106,86.68
2018-09-06,86.68,87.98,89.098,74.0796,60.4822,87.01
2018-09-07,87.01,86.46,88.642,74.6048,60.6627,87.96
2018-09-10,87.96,87.96,88.232,75.1216,60.8415,90.49
2018-09-11,90.49,88.09,87.95,75.681,61.0352,89.58
2018-09-12,89.58,90.13,88.344,76.2056,61.222,93.42
2018-09-13,93.42,91.75,89.692,76.8144,61.4313,94.18
2018-09-14,94.18,93.58,91.126,77.43,61.6463,91.11
2018-09-17,91.11,94.49,91.756,77.9476,61.8689,92.4
2018-09-18,92.4,91.07,92.138,78.5,62.0974,89.93
2018-09-19,89.93,92.41,92.208,79.0046,62.312,91.32
2018-09-20,91.32,90.0,91.788,79.5244,62.5472,90.69
2018-09-21,90.69,91.48,91.09,79.973,62.7758,92.47
2018-09-24,92.47,89.78,91.362,80.4786,63.0123,94.28
2018-09-25,94.28,92.9,91.738,81.027,63.2561,94.36
2018-09-26,94.36,94.67,92.624,81.5566,63.4956,95.89
2018-09-27,95.89,95.12,93.538,82.11,63.7395,96.14
2018-09-28,96.14,95.78,94.628,82.6756,63.9929,95.72
2018-10-01,95.72,97.18,95.278,83.2326,64.2416,93.6
2018-10-02,93.6,94.68,95.142,83.7766,64.4825,92.9
2018-10-03,92.9,94.0,94.85,84.3448,64.7118,85.67
2018-10-04,85.67,90.22,92.806,84.7172,64.9061,85.36
2018-10-05,85.36,86.1,90.65,85.0878,65.0986,81.09
2018-10-08,81.09,84.35,87.724,85.2328,65.2706,81.29
2018-10-09,81.29,80.68,85.262,85.437,65.445,78.65
2018-10-10,78.65,80.24,82.412,85.5618,65.6069,78.34
2018-10-11,78.34,76.62,80.946,85.6628,65.7662,81.71
2018-10-12,81.71,81.22,80.216,85.7986,65.944,79.78
2018-10-15,79.78,81.71,79.954,85.9118,66.1127,82.84
2018-10-16,82.84,80.87,80.264,86.0576,66.2993,83.63
2018-10-17,83.63,83.99,81.26,86.2106,66.4822,81.89
2018-10-18,81.89,83.03,81.97,86.325,66.6396,70.18
2018-10-19,70.18,78.0,79.664,86.1624,66.7325,72.64
2018-10-22,72.64,71.03,78.236,86.0538,66.8364,72.46
2018-10-23,72.46,71.2,76.16,85.9384,66.9391,67.12
2018-10-24,67.12,72.06,72.858,85.7066,67.0111,70.43
2018-10-25,70.43,69.29,70.566,85.5624,67.108,68.92
2018-10-26,68.92,67.99,70.314,85.3788,67.1924,68.93
2018-10-29,68.93,71.82,69.572,85.197,67.2742,71.34
2018-10-30,71.34,68.71,69.348,85.0588,67.3668,75.91
2018-10-31,75.91,72.5,71.106,84.9918,67.472,76.75
2018-11-01,76.75,76.67,72.37,84.9256,67.5778,76.48
2018-11-02,76.48,77.07,73.882,84.8026,67.6948,74.61
2018-11-05,74.61,76.2,75.018,84.5726,67.8066,72.09
2018-11-06,72.09,74.15,75.168,84.2836,67.8974,77.61
2018-11-07,77.61,73.64,75.508,84.0826,68.0216,75.95
2018-11-08,75.95,76.82,75.348,83.8122,68.1359,73.29
2018-11-09,73.29,75.02,74.71,83.4922,68.2331,70.8
2018-11-12,70.8,72.07,73.948,83.108,68.3134,73.01
2018-11-13,73.01,74.27,74.132,82.7302,68.4115,72.4
2018-11-14,72.4,74.02,73.09,82.426,68.5035,75.75
2018-11-15,75.75,72.28,73.05,82.2074,68.616,75.95
2018-11-16,75.95,75.27,73.582,81.9862,68.7321,69.31
2018-11-19,69.31,75.48,73.284,81.6132,68.8225,70.22
2018-11-20,70.22,66.04,72.726,81.2078,68.9135,72.13
2018-11-21,72.13,73.11,72.672,80.8588,69.0152,73.2
2018-11-23,73.2,70.22,72.162,80.4544,69.1369,76.17
2018-11-26,76.17,73.69,72.206,80.0942,69.2668,74.66
2018-11-27,74.66,75.29,73.276,79.7652,69.384,80.7
2018-11-28,80.7,75.47,75.372,79.5312,69.5285,83.9
2018-11-29,83.9,80.0,77.726,79.4106,69.6876,85.94
2018-11-30,85.94,84.28,80.274,79.303,69.8527,89.6
2018-12-03,89.6,89.0,82.96,79.2812,70.0345,85.72
2018-12-04,85.72,88.7,85.172,79.1462,70.1918,85.14
2018-12-06,85.14,82.3,86.06,78.9634,70.3403,80.46
2018-12-07,80.46,83.82,85.372,78.6854,70.4805,83.06
2018-12-10,83.06,80.2,84.796,78.4288,70.6295,82.98
2018-12-11,82.98,85.21,83.472,78.1656,70.7805,84.05
2018-12-12,84.05,84.83,83.138,77.9322,70.9362,84.25
2018-12-13,84.25,85.0,82.96,77.7452,71.086,83.19
2018-12-14,83.19,82.87,83.506,77.551,71.231,79.85
2018-12-17,79.85,82.75,82.864,77.4346,71.3394,79.12
2018-12-18,79.12,81.2,82.092,77.3098,71.4421,81.06
2018-12-19,81.06,79.68,81.494,77.3092,71.5517,82.25
2018-12-20,82.25,80.24,81.094,77.3284,71.6641,81.13
2018-12-21,81.13,82.97,80.682,77.378,71.7708,78.66
2018-12-24,78.66,79.79,80.444,77.3844,71.8578,85.32
2018-12-26,85.32,79.36,81.684,77.4566,71.9754,87.57
